3gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_3gram
всегда готово когда	1	1
в психологическом отношении	1	1
процессе детского развития	1	1
всей теории пиаже	1	1
в том чтобы	3	2
для того чтобы	15	5
этой точки зрения	1	4
о том что	6	3
на то что	3	4
до самого последнего	1	1
на первый план	2	4
на самом деле	1	1
в одинаковой мере	1	2
только что описали	1	1
могли бы сказать	2	2
не только не	1	5
как и в	1	1
мышления в целом	2	1
и в силу	1	1
которые могут быть	1	1
в один и	1	1
не иначе как	1	1
прежде всего в	2	1
мы видели что	1	2
мы могли бы	5	9
всех исследований в	1	1
в зависимости от	2	1
что к этому	1	1
том что мы	1	1
и в частности	2	1
в том что	15	31
пути развития научных	1	2
том что развитие	1	1
естественно возникает вопрос	1	1
ступень в развитии	1	3
представляет собой обобщение	1	1
с таким образом	3	3
стадию в развитии	1	1
так же как	5	5
и то же	2	6
что в мышлении	1	1
в отличие от	1	2
точки зрения между	1	1
и я не	1	1
но все же	1	1
мы видим таким	3	4
том числе и	1	2
детской мысли но	1	1
в собственном смысле	5	7
в своем исследовании	1	1
почти всегда готово	1	1
с самого начала	8	1
в самом деле	2	6
его не только	1	1
в настоящей главе	1	1
сравнению с тем	1	1
то же что	1	1
с полным основанием	1	2
более и более	2	2
с точки зрения	18	11
что в действительности	1	1
в этом смысле	1	8
в настоящей книге	1	1
ничего не может	2	1
и со стороны	1	1
целую эпоху в	1	1
развития понятий и	1	1
и в отношении	3	2
само по себе	1	1
к образованию понятий	1	1
в каком отношении	1	1
развития научных и	1	1
особенностей детского мышления	4	1
мышления в процессе	1	1
истинном значении этого	1	1
опыты показали что	1	1
реального хода развития	1	1
говорит что в	1	1
заключается в том	6	14
в развитии мышления	6	1
тем что в	1	1
и мышление в	1	1
как это ни	1	1
не только в	1	1
поставить вопрос об	1	1
как мы уже	1	3
о значении слова	1	1
особенности детского мышления	2	1
с помощью которых	1	1
приходит к выводу	3	1
на каждом шагу	1	6
между ними не	1	1
в детском возрасте	9	2
должны сказать что	1	1
в мышлении ребенка	1	6
детской мысли пиаже	2	1
окружающих его взрослых	1	1
развития детского мышления	2	10
спонтанных понятий ребенка	1	1
тот факт что	1	1
с первого взгляда	1	3
исследования не только	1	1
ситуации в которой	1	1
собой обобщение но	1	1
когда мы говорим	1	1
же как и	4	4
развития научных понятий	2	8
спросить себя на	1	1
больше и больше	1	1
наблюдать как ребенок	1	2
в свою очередь	3	2
как мы указывали	1	1
по отношению к	7	1
с другой стороны	9	8
до логического предела	1	1
связь между отдельными	1	1
лежащих в основе	1	1
мышления и речи	31	1
и том же	1	1
такое что может	1	1
когда готово понятие	1	1
лежащую в основе	1	1
впервые с помощью	1	1
при этом неизбежно	1	1
детского мышления и	8	4
вместо того чтобы	2	1
лежащим в основе	1	1
когда речь идет	1	1
виде в каком	2	1
бы сказать что	2	3
точно так же	1	3
друг к другу	1	1
ничего принципиально нового	1	1
детского мышления как	2	1
развития понятий в	1	1
и той же	2	4
в том виде	1	2
такой же мере	3	1
на этом вопросе	1	2
том что в	2	1
в развитии детского	2	9
переходную ступень между	2	1
которая в свою	2	1
своеобразного пути развития	1	1
по своей природе	2	1
в каком их	1	1
в истории развития	1	7
как если бы	2	1
он приходит к	1	1
с помощью такого	2	1
в целом и	5	2
мы видели уже	1	1
и тем что	1	1
ключом к пониманию	1	1
самого последнего времени	1	1
являются как бы	1	1
генетической точки зрения	3	1
то что в	1	1
же образом как	1	1
ответа на вопрос	1	1
во всяком случае	3	3
как мы это	1	1
таким же образом	1	1
друг с другом	4	7
в высшей степени	4	2
в центр внимания	1	1
и то что	1	4
детского мышления в	1	1
так как они	1	1
в традиционной психологии	1	1
в том числе	1	2
друг от друга	3	1
потому что в	1	1
ни в какой	2	1
они представляют собой	1	1
в основе этого	1	2
бы мы хотели	1	1
к тому что	3	1
убедиться в этом	1	1
ребенка и с	1	1
на все другие	1	2
одной и той	2	4
по сравнению со	1	1
с теоретической стороны	1	1
по сравнению с	5	3
и речи совершенно	1	1
существенным с точки	1	1
мы не станем	4	1
что он стремится	1	1
но для того	1	1
тем и другим	2	1
но вместе с	4	2
есть прежде всего	2	1
и как бы	1	1
мышления мы должны	1	2
связей и отношений	2	2
функции но в	1	1
целого на отдельные	1	1
на всем протяжении	2	2
развитии детского мышления	2	8
благодаря тому что	2	1
в значении слова	1	1
нам думается что	5	1
того в чем	1	1
том виде в	1	1
между словом и	1	2
как уже сказано	6	4
слово почти всегда	1	1
школьном возрасте в	1	1
в такой же	3	1
с одной стороны	8	9
в этом отношении	4	7
мы должны попытаться	1	1
решение этой проблемы	1	1
почти всегда непонятно	1	1
приводит нас к	1	1
детского мышления с	2	1
едва ли не	1	1
интересующей нас проблемы	2	2
на вопрос о	2	1
что ребенок не	2	2
содержит в себе	1	2
в ходе развития	1	1
если бы он	2	1
в какой мере	2	1
с другом в	2	1
все более и	2	2
мы постараемся показать	1	1
говорит один из	1	1
является ключом к	1	2
не в состоянии	2	1
то время как	4	1
первый план выступает	1	1
одно и то	2	6
это значит что	1	2
котором мы говорили	1	1
о котором мы	1	1
с этой точки	1	4
не может быть	5	1
с помощью этих	1	1
состоит в том	1	3
в этой области	1	2
заключает в себе	1	1
а с другой	2	2
только то что	1	1
мы говорили выше	2	1
собственном смысле этого	3	4
можно было бы	3	5
ii и iv	1	1
ступени в развитии	1	5
ясно что с	1	1
вместе с тем	5	3
к все более	1	1
к мышлению в	1	3
в отношении всякого	1	1
мы должны сказать	1	1
его взрослых людей	1	1
в первую очередь	3	4
между тем и	2	1
значении этого слова	1	1
таким образом что	3	4
в школьном возрасте	3	5
говорит он что	2	1
слов развиваются в	1	1
исключает всякую возможность	1	2
но и в	1	2
слова не только	1	1
в себе и	1	3
то обстоятельство что	1	3
понятий в детском	1	2
как правильно указывает	1	1
в наших глазах	1	1
нечто такое что	1	1
исследовании мышления и	1	1
в то время	5	1
к выводу что	4	2
как мы постараемся	1	1
в целом ряде	1	2
одной стороны и	1	2
