3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram
себе самому другого	1	1
там говорят что	1	1
все из политики	1	1
чужое слово и	4	1
при этом каждое	1	1
истории известно что	1	1
и заставляет его	1	1
как к другому	1	1
и сам знаю	3	2
герой из подполья	1	4
как мы уже	2	2
странность там говорят	1	1
петухом ну да	1	1
можно было бы	2	2
особенно там где	1	2
увидит что так	1	1
в той или	1	4
во всяком случае	1	4
великие полководцы да	1	1
носит чрезвычайно напряженный	1	1
о том что	2	1
этих двух голосов	1	1
друг с другом	5	4
что так тому	1	1
в высшей степени	1	3
слова не знает	1	1
в этом случае	1	1
но только в	1	1
с самим собой	2	7
лицом к лицу	1	1
я для другого	1	1
мышкин и рогожин	1	1
он только так	2	1
чужого слова с	2	1
только себя и	1	1
в приведенном отрывке	2	1
в большей или	2	1
в большинстве случаев	8	2
слово о себе	3	4
суворов пел петухом	1	1
да зачем их	1	1
в последующих произведениях	1	1
и странность там	1	1
в одном слове	3	1
как и в	3	1
и вместе с	1	1
дело и не	1	1
друг от друга	1	1
точки зрения он	1	1
таким образом как	1	1
как раз и	3	2
у настасьи филипповны	1	1
в себе его	1	1
никак не может	1	1
а вовсе не	1	1
в этом произведении	1	1
их сиамских-то? положим	1	1
слова то есть	3	1
о себе героя	1	1
второго голоса голядкина	1	3
в братьях карамазовых	2	3
что ж полководцы?	1	1
зачем их сиамских-то?	1	1
может быть и	1	1
диалога с самим	1	2
той или иной	2	4
не входит в	1	1
героя к себе	1	1
прежде всего в	1	1
этими двумя пределами	1	1
и в то	1	2
в отношении к	2	7
было бы развернуть	1	1
из политики и	1	1
в свое время	2	1
к своему предмету	1	1
в чужих устах	1	2
в общем не	1	1
героя и слово	1	2
к тому что	1	1
он там это	1	1
как и все	4	2
себе самому он	1	1
боится чтобы не	1	1
слово как бы	1	1
так тому и	1	1
чудо и странность	1	1
что в нем	1	1
кстати ли будет?	1	1
в строгом смысле	2	1
ну да зачем	1	1
говорили в свое	1	1
него как бы	1	1
и следует быть	1	1
из истории известно	1	1
резко отличается от	1	1
второй голос голядкина	1	4
и не может	7	2
на свой предмет	6	1
друг о друге	1	1
мы как бы	1	1
как чужой голос	1	2
себя как бы	1	1
ведь и сам	3	1
но это ничего	2	1
двойника то есть	1	1
и резко слово	1	1
его отношения к	1	1
налегли друг на	1	1
в пределах одного	6	5
в том что	2	2
в позднейшем творчестве	1	1
впрочем что ж	1	1
но именно поэтому	1	1
сплошь да рядом	1	1
да впрочем что	1	1
смотрели даже из	1	1
слово с оглядкой	2	1
и не в	2	2
то же время	5	10
авторское слово не	2	1
да он там	1	1
приносит с собою	1	1
этот второй голос	2	1
что может быть	1	1
мы бы сказали	1	1
в других романах	1	1
о себе не	1	1
самого начала в	1	1
и наконец в	1	2
даже из истории	1	1
достоевского как мы	1	2
я ведь и	4	2
я для себя	1	1
и в этих	1	1
и то же	1	3
те же явления	1	1
он во многом	1	1
в том же	1	1
от чужого слова	1	1
по отношению к	5	6
тему о себе	1	1
сиамских-то? положим они	1	1
освободиться от власти	1	1
стиль и тон	1	3
чужим голосом в	1	1
не подумали что	1	1
ли будет? кстати	1	1
с другой стороны	3	3
сам по себе	3	2
в отличие от	3	2
положим они близнецы	1	1
нем чужой голос	1	1
на чужое слово	11	1
а между тем	1	3
мы чувствуем что	1	1
живет только в	1	1
и не принимает	1	1
друг друга но	2	1
себе и не	1	1
прилично ли будет?	1	1
макара девушкина но	1	1
том что он	1	1
чрезвычайно напряженный характер	1	1
в данном случае	1	1
он не принимает	1	1
в нем не	1	1
и во всем	1	1
то есть это	1	1
но все же	1	2
знаменитый суворов пел	1	1
к другому и	1	2
отношение к чужому	1	1
ну чудо и	1	1
пел петухом ну	1	1
полководцы да впрочем	1	1
как мы сказали	3	1
это вовсе не	2	1
оглядки на чужое	1	1
так и в	1	2
можно сказать что	2	1
большей или меньшей	2	1
по замыслу достоевского	1	7
авторское слово или	1	1
и великие полководцы	1	1
как бы не	1	1
подумали что он	1	1
мы увидим что	2	2
близнецы ну да	1	1
в то же	5	10
к тому же	1	3
приведенном нами отрывке	2	1
человека с человеком	1	2
мышкина и рогожина	1	1
прежде всего как	1	1
великие люди подчас	1	1
настасьи филипповны и	1	1
голосов в одном	1	1
что сиамские близнецы	1	1
о себе самом	3	5
с чужим человеком	1	1
оглядкой и с	1	1
между этими двумя	1	1
ни в одном	2	1
говорят что сиамские	1	1
оно должно быть	2	1
характерный для всего	1	1
слово и на	1	1
с самого начала	1	8
это конечно не	1	1
обращается к себе	1	2
в самом деле	4	1
он сам по	1	1
нет к нему	1	1
двух голосов в	2	1
чтобы не подумали	1	1
слово героя и	1	2
не знает точки	1	1
до сих пор	8	1
среди которых он	1	1
сама по себе	2	1
и свой предмет	1	1
тому и следует	1	1
что он ничего	1	1
в произведениях достоевского	2	2
для него в	1	1
дело в том	2	1
что знаменитый суворов	1	1
с точки зрения	9	2
сам знаю что	3	2
политики и великие	1	1
не интригант и	1	1
к себе самому	3	13
это все из	1	1
сиамские близнецы ну	1	1
в романах достоевского	4	4
а что он	1	1
может до конца	1	2
не может до	1	2
в этом смысле	2	3
почти никогда не	1	1
в нем чужой	1	1
в мире достоевского	1	3
в бедных людях	3	1
если бы он	1	1
или меньшей степени	2	1
и к своему	1	1
подчас чудаками смотрели	1	1
этого замысла но	1	1
свой предмет и	1	1
там это все	1	1
остается той же	1	1
в каждом своем	1	1
но он остается	1	1
как мы знаем	1	2
как бы в	3	1
чужого слова как	1	1
с чужим словом	3	1
люди подчас чудаками	1	1
отношением его к	1	1
рано или поздно	1	1
братьях карамазовых в	2	1
уже сама по	1	1
я вам скажу	1	1
и в других	2	1
себя и свой	1	1
и голос самого	1	1
но в последующих	1	1
друг на друга	2	2
никогда не бывает	1	1
известно что знаменитый	1	1
но в то	2	4
отношению к чужому	2	1
в конце концов	1	3
не может обойтись	1	1
и в нем	1	3
в слове рассказчика	1	1
к одному знаменателю	3	2
с самим собою	3	7
обойтись без другого	1	1
в значительной степени	1	1
может войти в	1	2
что у достоевского	1	2
и великие люди	1	1
будет? кстати ли	1	1
но она не	1	1
голядкина с самим	1	1
и слово рассказа	1	1
одно и то	1	3
ибо и в	1	1
по другую сторону	2	1
ну да он	1	1
как если бы	2	1
эта оглядка на	1	1
не может быть	8	3
в том или	1	1
ведь и великие	1	1
на тему о	1	2
чудаками смотрели даже	1	1
независимость от чужого	1	1
мы уже указывали	1	1
напряженный характер в	1	1
и на меня	1	1
уст в уста	1	1
а затем и	1	1
свои мысли в	1	1
голядка ты этакой	1	1
в самые атомы	1	1
оно стремится быть	1	1
он как бы	1	1
диалог у достоевского	1	2
этого слова и	1	1
как нам кажется	2	1
и углубленной форме	1	1
из уст в	1	1
слово рассказа в	1	1
но в этом	1	1
раз и не	1	1
