4gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_4gram
заключается в том что	6	4
мы могли развернуть все	1	1
анализ приводит нас к	1	1
имелось бы так много	1	1
в том числе и	1	1
собственном смысле этого слова	4	3
развернуть все скрытые процессы	1	1
состоит в том что	3	3
в зависимости от этого	2	1
как это имеет место	1	1
в том что она	1	2
не что иное как	1	1
мышления и речи в	2	1
это речь для себя	1	1
до их конечной стадии	1	1
в свете наших экспериментов	1	1
они будут служить для	1	1
в конце концов к	1	1
речи к шепоту и	1	1
не проследить их образования	1	1
в функциональном и структурном	1	3
с помощью этого метода	1	1
как мы увидим ниже	1	1
из того что мы	1	1
по характеру до их	1	1
что внутренняя речь развивается	1	1
экономии что они были	1	1
структурных и функциональных особенностей	1	2
и в этом заключается	1	1
в том что в	1	1
с этой точки зрения	2	4
неузнаваемы если только не	1	1
есть не что иное	1	1
в то время как	4	2
таким образом приходим к	1	1
ребенка идет впереди его	1	1
как мы уже говорили	2	1
речи тем не менее	1	1
записать их на чувствительной	1	1
так много сокращений коротких	1	1
они были бы неузнаваемы	1	1
конечной стадии где они	1	1
между мышлением и речью	1	2
могли развернуть все скрытые	1	1
что эта связь может	1	1
одной и той же	2	2
в развитии детской речи	1	1
мы таким образом приходим	1	1
является в функциональном и	1	1
бы неузнаваемы если только	1	1
индивидуальных но не для	1	1
сокращений коротких замыканий и	2	1
они совершенны и социальны	1	1
и вместе с тем	2	2
и в высшей степени	1	1
будут служить для индивидуальных	1	1
связи между словом и	1	2
развития внутренней речи и	1	1
ее структурных и функциональных	1	1
одним и тем же	1	2
не для социальных приспособлений	1	1
мы могли бы сказать	3	2
слово входит в структуру	3	1
речи в этом случае	1	1
на цилиндре фонографа все	1	1
даже если бы мы	1	1
в собственном смысле этого	4	3
но не для социальных	1	1
в гораздо большей мере	1	1
и речи в этом	1	1
в процессе образования понятий	4	1
все же в них	1	1
входит в структуру вещи	3	1
их конечной стадии где	1	1
мышления и речи но	1	1
по своей психологической природе	2	2
бы мы могли развернуть	1	1
одном и том же	1	1
так же как и	4	1
где они будут служить	1	1
отличны друг от друга	1	1
в этом и заключается	2	1
контакт между ребенком и	1	1
если только не проследить	1	1
в силу того что	2	1
совершенны и социальны по	1	1
скрытые процессы и записать	1	1
бы сказать что в	1	1
где они совершенны и	1	1
или на цилиндре фонографа	1	1
цилиндре фонографа все же	1	1
процессы и записать их	1	1
и социальны по характеру	1	1
все скрытые процессы и	1	1
развитии мышления и речи	1	1
и записать их на	1	1
же в них имелось	1	1
много сокращений коротких замыканий	1	1
что они были бы	1	1
и экономии что они	1	1
не связаны между собой	1	1
с самого начала в	1	1
коротких замыканий и экономии	2	1
если бы мы могли	1	1
приводит к тому что	1	2
характеру до их конечной	1	1
только в том что	2	1
мы не станем останавливаться	1	1
служить для индивидуальных но	1	1
в них имелось бы	1	1
них имелось бы так	1	1
в виде общего закона	1	1
стадии где они будут	1	1
представление о том что	1	2
функциональном и структурном отношении	1	3
в пользу того что	1	1
были бы неузнаваемы если	1	1
замыканий и экономии что	1	1
речи то и другое	1	1
проследить их образования от	1	1
бы так много сокращений	1	1
фонографа все же в	1	1
и во всяком случае	2	1
по своему строению и	1	1
только не проследить их	1	1
для индивидуальных но не	1	1
заключается только в том	1	1
социальны по характеру до	1	1
могли бы сказать что	3	2
