3gram	Losev_DialektikaMifa_partition_part2_wordlist_3gram	Losev_DialektikaMifa_partition_part1_wordlist_3gram
значение может иметь	1	1
необходимая категория сознания	1	2
одному тому что	1	1
время отрешенной от	1	1
в той или	1	2
что она есть	1	1
о том что	2	4
что иное как	1	3
есть не больше	1	1
не есть бытие	2	1
между обеими сферами	1	1
и ни на	1	1
на самом деле	2	1
внутреннего и внешнего	6	2
кто же не	1	1
– это не	1	1
в мифе нет	3	1
отграничения мифа от	1	1
более или менее	3	2
в разных религиях	1	2
степень иерархийности разную	1	1
может быть и	3	3
той или иной	3	1
я не буду	3	1
так что в	1	1
по себе а	2	1
какой стороны не	3	1
разных религиях и	1	1
и бытия вообще	1	1
есть нечто совершенно	1	2
уже и тут	1	1
на всю ее	1	1
и в частности	2	2
а потому что	1	1
что не есть	2	1
в том что	7	6
не потому что	1	6
никогда не есть	1	1
в мифе же	1	1
и даже в	1	2
том что именно	1	1
и то же	4	4
иметь в виду	3	2
то мифология не	1	1
между мифологией и	1	5
взаимообщение содержащее в	1	1
связи с этим	1	1
сознания и бытия	1	3
это – такое	1	1
так что уже	1	1
ни в каких	1	1
живое субъект-объектное взаимообщение	1	1
мифа в мифе	1	1
быть содержащая в	1	1
но все же	1	1
аллегория но символ	1	1
а не ее	1	1
не есть только	1	3
может и не	2	1
отношении мифологии и	1	1
в них нет	1	1
в то же	4	3
разную степень иерархийности	1	1
ни схема ни	2	1
по себе и	2	1
касается меня то	1	1
с самого начала	1	2
в самом деле	1	3
это не мешает	1	1
в частности примитивно-научное	2	1
скажу только что	1	2
же время отрешенной	1	1
сама по себе	8	7
конечно не есть	1	1
с точки зрения	12	8
я – во	1	1
то или иное	2	4
в этом смысле	3	1
не есть фантастический	1	1
нет никакой мифологии	1	1
если она и	1	1
ни с какой	4	1
мифа но это	1	1
стало быть содержащая	1	1
крайней мере в	1	2
свойственна некая отрешенность	1	1
одна и та	2	4
а потом уже	2	2
существо мифа но	1	1
субъект-объектное взаимообщение содержащее	1	1
же истинность достоверность	1	1
само по себе	5	2
сами по себе	1	3
быть и схемой	1	1
мифология не есть	5	1
по смыслу своему	1	1
религия не есть	1	1
иерархийности разную степень	1	1
того что она	1	1
т д и	2	2
несмотря на всю	4	1
не есть ни	6	6
непосредственное и даже	1	1
прежде всего диалектически	1	1
и может быть	1	3
а не только	1	1
со скоростью света	1	1
такое внутреннее которое	2	1
итак миф не	1	1
не нуждается в	3	3
своей отвлеченности и	1	1
дело не в	1	1
мифическую же истинность	1	1
ни на что	2	1
никогда не воспринимает	1	1
в себе разную	1	1
и в то	2	1
тех или других	2	2
что в нем	3	2
это значит? это	1	1
сказать что миф	1	1
