2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram
сказке он	1	2
во сне	3	2
случаях герой	1	3
его в	5	3
зп в	1	1
все же	8	9
так например	3	2
связь с	11	2
этих случаях	1	16
в одну	1	2
откуда идет	1	1
есть та	1	1
в точности	1	1
хрустальная гора	3	1
не от	1	2
пока он	1	1
есть условие	2	1
напоминают нам	1	1
некоторых случаях	2	1
мертвых для	1	1
эти материалы	6	2
ни один	1	1
они играют	1	1
в тридесятом	3	3
из него	2	1
мы имеем	14	12
в иное	5	1
и к	1	1
также уже	1	1
к другому	1	1
потустороннего мира	1	1
и оно	1	2
но здесь	4	2
в северной	2	1
независимо от	3	1
чем речь	1	1
официальной религии	1	1
кроме того	3	3
о геракле	1	2
волшебного средства	1	1
типичный случай	1	1
что при	2	2
этого царства	2	1
такие представления	1	1
царство с	1	1
не описывается	1	1
связан с	6	1
так и	5	5
высказано совершенно	2	1
частный случай	1	1
и т	10	17
в городе	2	1
народа от	1	1
он же	1	1
означает что	1	1
д в	1	2
тем самым	2	1
то что	6	7
соединение с	1	1
в китае	4	2
на землю	4	1
с царевной	1	2
и от	3	2
и мигом	1	1
никак не	1	1
могут служить	1	1
объясняются и	1	1
его как	1	1
в особенности	1	2
не единственный	1	1
случай показывает	1	2
должна быть	3	1
переносится не	1	1
в русских	1	2
все его	1	2
это представление	12	2
героя после	1	1
можно найти	1	2
содержат момент	1	1
заключению что	3	1
нам по	1	2
к иному	2	1
если бы	3	1
та же	3	2
сказке фигурирует	1	1
прямо не	1	1
и такие	1	2
три раза	1	1
в мифе	4	2
ни в	2	2
хозяина в	1	1
то время	3	2
что в	12	13
только после	1	2
этого он	1	1
случаях мы	1	2
в сказке	23	36
ему власть	1	1
он является	1	1
и они	2	1
а как	1	1
золотая окраска	3	3
в своей	3	1
отправляется ее	1	1
интересен тем	1	1
змея в	8	1
у австралийцев	1	2
но если	1	1
у народов	6	1
того кто	1	2
такие материалы	1	1
на первый	3	4
царстве есть	1	1
случаев в	2	1
на острове	1	2
всегда уже	1	1
ему во	1	1
в основе	1	2
же с	1	1
с его	4	3
но дело	1	1
морское чудовище	2	1
как только	3	2
и пришли	1	1
можно усмотреть	1	1
этом случае	6	1
и больше	2	1
что она	3	5
что если	1	1
очень часто	5	1
после смерти	2	3
о чем	2	1
себе в	4	1
зависимости от	2	1
и что	5	10
пермской сказке	1	1
что египтяне	1	1
указание что	1	1
здесь интересно	2	1
тридесятое государство	2	1
или менее	1	1
с героем	1	2
на этот	1	2
никто не	2	1
он ложится	1	1
эта сказка	1	2
нам кажется	2	1
они все	1	1
они представляют	1	1
одна черта	1	1
и о	1	2
жизни и	2	1
змея он	1	1
духа в	1	1
крови и	1	1
стадии общественного	1	1
после того	2	4
подробно описывается	1	1
царство не	1	1
или он	2	3
они сели	1	1
из которых	3	1
рода посвящение	1	1
стоит на	2	1
в них	3	3
таким например	1	1
для фольклориста	3	1
кажется что	2	3
в преисподнюю	1	2
о смерти	9	1
и царствовал	1	1
при изучении	1	1
причиной смерти	1	1
явление и	1	1
что растет	1	1
ее отец	1	2
те же	1	1
других местах	1	1
золотом дворце	1	1
не может	6	14
следующим образом	1	3
неи как	1	1
о связи	1	1
интересный случай	2	1
из которого	1	1
связано с	4	3
тридесятом царстве	4	4
там где	5	5
мы видели	11	7
в пермской	1	1
