4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part3_wordlist_4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part6_wordlist_4gram
той же третьей книге	1	1
всей системы народно-праздничных образов	1	1
в эпоху рабле в	1	1
начала и до конца	1	4
как мы увидим дальше	1	1
как мы уже говорили	3	2
то есть все то	1	1
жизнью и смертью в	1	2
как мы уже сказали	3	1
с начала и до	1	4
до сих пор еще	3	1
смертью в теле больного	1	1
и смертью в теле	1	1
в той или иной	1	2
о том что в	1	1
начиная с xvii века	1	1
борьбы между жизнью и	1	1
со всем тем что	1	1
и в романе рабле	1	2
большей или меньшей степени	2	2
поэтому и в образах	1	1
кал это веселая материя	1	1
в той же третьей	1	1
и т.п все это	2	1
в то же время	5	6
только во франции но	1	1
не только во франции	2	1
путем перевода их в	1	2
дело в том что	1	1
и до сих пор	1	1
но и в англии	1	1
и т.п то есть	1	1
не могла не оказывать	1	1
мы уже говорили что	2	1
в раблезианской системе образов	1	1
в большей или меньшей	2	2
что в эпоху рабле	1	2
переходят друг в друга	1	2
не подлежит никакому сомнению	1	2
между жизнью и смертью	1	3
мы находим и в	1	1
но в то же	1	4
с большей или меньшей	1	1
подлежит никакому сомнению что	1	2
в одном образе мы	1	1
одним и тем же	1	1
во франции но и	1	1
франции но и в	1	1
