3gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_3gram
у нас в	1	1
всадника у пушкина	1	1
литературе и искусстве	1	3
здесь прежде всего	1	1
в том чтобы	2	1
также и то	1	2
для того чтобы	2	8
в других областях	1	1
необходимо сказать что	3	2
а также и	2	2
на то что	1	8
о том что	3	5
на одном примере	1	1
между собою и	1	1
что иное как	2	2
в вечном муже	2	1
на самом деле	3	4
не только не	4	3
как и в	1	1
отчет в том	3	1
с другими соседними	1	2
и тем не	3	8
сих пор мы	1	2
более или менее	2	3
которые как будто	1	1
однако тут же	1	1
в братьях карамазовых	1	1
нельзя сказать потому	1	1
сливаются в одно	1	2
той или иной	11	4
но ясно что	1	1
всех подобного рода	1	1
иным как именно	1	1
в символе и	1	1
чем иным как	2	1
как функцию действительности	1	1
как говорят математики	1	1
в том что	8	5
нам представляется что	2	1
хотя и не	2	2
буквальном смысле слова	2	1
у нас еще	1	1
так же как	1	2
иметь в виду	1	3
даже больше того	1	1
а иной раз	1	1
не менее он	1	1
в смысловом отношении	2	1
не имеет ничего	2	2
всего то что	1	1
символ есть принцип	1	1
символ потому что	1	2
или лучше сказать	1	1
идейная образность в	1	2
это нужно сказать	1	1
как мы сказали	1	1
и сливаются в	2	1
и это будет	1	1
в то же	2	4
это не просто	2	1
не сам по	2	1
нет никакой возможности	2	1
вовсе не являются	2	4
самой же действительности	1	1
ли кто-нибудь станет	1	1
здесь не просто	1	1
образа петра i	1	1
сама по себе	2	4
есть символ потому	1	1
в таком случае	1	6
вообще не существует	1	1
только на одном	1	1
с точки зрения	11	3
в логике но	1	1
тоже являются символами	2	1
в этом смысле	3	6
или иной общности	1	1
как будто бы	2	1
тут перед нами	2	1
в развернутом виде	1	1
и в других	2	3
взятый сам по	2	1
является не просто	1	2
здесь не только	1	2
единства и борьбы	1	1
и разные другие	1	1
есть символ что	1	1
себе но как	1	2
и с точки	3	1
сами по себе	2	3
о том как	1	2
не то что	1	1
заключается в том	2	1
он не является	1	1
чем сам он	1	1
уже во всяком	1	1
вовсе не обязательно	1	2
себя не только	1	1
что символ вещи	1	7
т д и	1	4
не только в	4	1
не есть ни	2	5
ничего не говорит	1	1
настолько глубоко и	1	1
нужно сказать о	1	1
и может быть	1	1
и тем более	2	1
все подобного рода	3	1
и начала xx	1	2
вещи есть такая	1	1
объему тем беднее	1	1
как раз и	1	7
тоже не есть	1	2
говоря уже об	1	1
обратить внимание на	1	1
никак не может	1	1
должны сказать что	1	1
окружность круга есть	1	1
символа именно в	1	1
как символ в	1	1
и потому что	1	1
и в то	1	1
количества десятичных знаков	1	2
в литературе и	1	4
имеющих ничего общего	1	1
тех или других	1	1
то есть чисто	1	1
весьма насыщенным и	1	1
в это время	1	1
заходящее солнце и	1	1
этого никак нельзя	1	1
не есть символ	1	5
же как и	1	1
а следовательно и	1	1
может быть даже	1	2
но в виде	1	1
сказать и о	1	3
и если мы	1	3
символа и его	3	1
только в самом	1	1
в буквальном смысле	2	3
настоящее время уже	1	1
но даже и	4	1
функции в бесконечный	2	4
с другой стороны	6	3
всегда есть нечто	1	1
то что здесь	1	1
не сказано и	1	1
и даже вообще	1	2
несет с собой	1	2
прочих структурно-семантических категорий	1	1
есть не что	2	2
это вовсе не	1	2
понятие символа как	1	1
к тому же	2	1
и только в	2	1
прежде всего как	1	1
точно так же	3	4
мы сказали выше	1	1
в каком случае	3	3
того или иного	3	2
не всякое отражение	1	2
в известном смысле	1	1
прежде всего символ	1	1
не значит что	1	1
свидетельствует о том	1	2
уже по одному	2	1
xix и начала	1	2
дело в том	1	3
даже сказать что	1	1
не к его	1	1
символ как функцию	1	1
