2gram	Vinokur_KulturaYazyka_partition_part1_wordlist_2gram	Vinokur_KulturaYazyka_partition_part3_wordlist_2gram
когда они	1	1
и тех	1	1
п и	4	1
все же	5	12
его в	2	1
речи и	1	5
в область	2	1
и хорошо	1	1
об отношении	1	1
культуры но	1	1
так например	1	2
что говоря	1	1
сплошь да	2	1
как формы	1	1
в собственном	1	2
она есть	2	1
языка можно	1	1
без конца	1	1
иной смысл	3	1
менее всего	1	1
язык а	1	1
слова и	7	4
в числе	4	2
даже в	1	3
в прямой	1	1
интерес к	1	1
ни один	1	1
но тогда	1	1
мы имеем	2	6
в данной	3	1
как о	3	2
кроме того	2	1
это понятие	1	1
языка система	1	1
иначе как	1	2
же звук	1	2
он называет	1	1
на язык	1	4
с неба	1	1
то мы	3	3
так и	6	7
общем случае	1	1
в иных	1	2
и т	54	33
этим темам	1	1
лингвистической традиции	1	1
как нельзя	2	1
протестовать против	1	2
мы наблюдаем	1	2
когда мы	3	2
еще и	2	5
жива еще	1	1
в последнем	1	2
известным образом	1	1
конечно в	1	1
в известном	2	1
г и	1	1
тем самым	4	4
то что	4	9
до крайности	2	1
но как	3	1
этом что	2	1
в каком	3	2
пор сказанного	1	1
и от	1	1
имеет смысл	3	1
из того	2	1
никак не	2	2
удобнее всего	1	1
в г	1	3
наряду с	1	1
в особенности	2	3
от всякого	1	1
он действительно	1	1
должна быть	3	3
заглавиях и	1	1
языка является	1	1
в одном	2	3
в свою	1	3
ничего нельзя	1	1
языка так	1	1
тому же	3	1
прямой связи	1	1
несмотря на	1	3
той же	3	3
же есть	1	2
если бы	8	9
иначе говоря	2	2
с уже	1	1
мы получим	1	1
сущности уже	1	1
это уже	3	1
может иметь	3	2
связи с	6	7
раз из	1	1
ни в	3	2
что в	13	17
как не	1	1
речи к	1	1
что целый	1	1
нас в	3	1
эти различения	1	1
собственно говоря	1	1
он является	1	1
друг от	1	1
в начале	1	1
однако в	2	1
языка не	1	3
знают что	1	2
в своей	4	2
как раз	4	8
и стилистика	1	1
но если	3	2
на материале	2	1
же с	1	1
но дело	1	1
собственно и	1	1
от глагола	1	1
пример из	1	2
этом случае	4	2
нужно будет	2	1
соссюр не	1	2
что она	5	3
бы и	3	2
в той	4	5
обратить внимание	1	2
что если	2	2
о чем	2	2
научного языковедения	4	1
есть вещь	2	1
зависимости от	8	6
и что	7	5
самого смысла	1	1
то только	1	2
к языку	4	5
внутренней формы?	1	1
мы говорим	4	2
или менее	2	3
без особых	1	1
на этот	2	2
целом и	1	2
указать на	2	4
или иные	1	1
помощью которого	1	1
что на	3	1
очевидно и	1	1
на первых	1	1
язык может	1	1
после того	6	1
для чего	1	1
стоит на	1	1
только не	1	1
или нет	1	1
мы приходим	1	1
на деле	1	1
язык дворянской	1	1
как увидим	1	1
не есть	3	4
деле так	1	1
и так	1	1
не то	2	1
действия и	1	2
что все	2	2
и вести	1	1
без исключения	1	1
не может	6	7
могут быть	6	1
язык и	2	1
если не	1	3
там где	3	4
связано с	1	3
сказать что	7	1
лишь с	4	1
мы видели	3	1
литературный язык	4	1
отнюдь не	3	1
без особой	1	1
того или	3	4
но тут	1	1
в значении	2	2
слово это	2	5
вместе с	2	7
язык как	1	9
например для	1	1
не могло	1	1
общем смысле	1	1
здесь идет	2	1
языка с	1	1
в том	22	30
точно и	1	1
о языке	6	8
в его	11	12
возразить против	1	1
в научной	1	1
истории языка	1	5
отличия в	1	1
все равно	1	2
одно дело	1	1
мой взгляд	3	2
как они	2	2
это можно	1	1
в систему	1	1
известной мере	1	1
языка это	1	4
к другой	2	1
от того	5	1
речи в	7	4
о том	6	9
между тем	4	5
в моем	1	1
на месте	1	2
отношение к	3	1
науки о	1	3
речи как	3	1
речь здесь	1	1
пушкин и	1	2
то обстоятельство	3	8
на некоторых	1	1
ряду с	1	1
сказали бы	1	1
в виду	8	5
в самой	1	4
с помощью	6	7
е когда	1	2
случаи когда	2	1
имеется в	1	1
ряда других	2	1
должны быть	1	2
мы и	1	1
видеть что	1	2
лингвистического сознания	1	1
в некоторых	2	1
в особую	1	1
не все	2	2
главным образом	2	1
речи является	1	1
а потому	2	5
значение это	1	1
также в	1	1
как я	2	2
в деле	1	1
лингвистического воспитания	8	1
относится к	2	2
как мы	5	1
может быть	14	13
от основной	1	1
случаях когда	1	2
в каких	1	1
вопросом о	4	1
разница между	1	1
в одной	1	1
и его	1	5
правда в	1	1
основной вопрос	1	1
их по	1	1
и правила	1	1
язык только	1	1
у читателя	1	1
в сфере	1	1
с таким	1	1
только тогда	4	3
метод который	1	1
мы получаем	1	1
в крупных	1	1
давно уже	1	1
своем месте	1	1
были бы	4	2
тем чтобы	2	1
так называемым	1	2
вовсе не	5	10
и строго	1	1
ради которого	1	1
структурные моменты	2	1
есть не	3	1
рассматривать с	1	1
приемов и	2	1
в тех	2	4
ответить на	2	1
ли не	1	3
с тем	6	5
какой мере	2	1
эти штампы	1	1
языка на	1	2
качества и	1	1
это есть	1	2
который в	1	1
я не	5	2
том смысле	1	1
а вот	2	1
здесь не	2	3
на той	1	1
нас только	1	1
как очевидно	1	1
каждый из	1	1
той или	5	1
является его	1	1
увидим что	2	2
дворянской интеллигенции	2	1
и было	1	2
еще о	1	1
культуры то	1	1
не ошибаюсь	1	1
фраза в	1	1
говоря уже	2	1
должно составить	1	1
отличие от	2	1
того нужно	1	1
тот же	6	2
вовсе еще	1	1
на те	1	2
а вместе	1	1
со стороны	1	4
литературной речи	3	1
литературе и	1	2
как он	2	1
рассматривать как	1	1
тем как	1	1
перед собою	3	1
для каждой	2	1
уже на	1	2
на наше	1	1
культуры в	1	1
в таком	4	3
именно как	1	1
бы говорить	1	1
что здесь	1	1
да рядом	2	1
в частности	2	4
это потому	1	1
общее достояние	1	1
учения о	4	1
возможно лишь	1	1
сколько угодно	1	1
то он	3	1
помнить что	1	1
в следующем	1	1
т п	41	18
показывает что	1	1
на этой	1	1
здесь можно	5	1
уже быть	1	1
всякий раз	1	1
не было	4	3
вопроса о	3	1
нам не	1	3
представить что	1	1
еще раз	2	1
искусстве но	1	1
и тем	6	2
того чтобы	11	17
и при	2	2
то это	3	3
с ними	1	4
только в	6	11
в смысле	1	2
о тех	1	1
другой стороны	3	6
так сказать	2	5
или иного	3	3
их соотносительности	1	1
сразу же	2	1
т е	32	38
этом слове	1	1
в русском	2	4
отношению к	2	9
само по	1	1
лингвистики xix	1	1
идет о	1	2
то и	2	2
но язык	2	2
русского языка	7	9
всяком случае	1	5
бы что	1	1
свидетельствует о	1	2
значении слова	2	1
том случае	4	1
к вопросу	2	1
к этому	1	1
с большой	1	1
всем тем	1	1
о так	1	1
из предыдущего	1	2
но для	3	1
п т	1	1
так язык	1	1
как в	4	4
языках в	1	1
не случайно	4	6
и не	10	12
во всяком	2	5
деле может	1	1
когда и	1	1
что язык	1	7
например на	1	1
целого а	1	1
сама эта	1	1
таким образом	9	12
тем более	5	2
свое значение	1	1
по своему	2	1
не говоря	2	2
только самая	1	1
языковой культуры	1	1
от практических	1	1
нашей культуры	1	2
как об	2	2
из истории	1	1
связанные с	1	1
а вовсе	1	1
тогда когда	4	6
тем что	5	8
же касается	1	4
пишет он	1	2
уже в	3	3
можно установить	1	1
и после	1	1
с фонетикой	1	1
это и	3	4
можно рассматривать	2	1
речь и	1	1
иных случаях	1	2
не только	17	10
по аналогии	1	1
в наши	1	1
клише как	1	1
который должен	1	1
где это	1	1
он не	3	2
говорит он	1	1
что даже	1	1
смысле этого	2	3
некоторых основных	1	1
е о	1	2
в самых	1	1
все эти	7	6
и идеи	1	1
о внутренней	2	1
сомневаться что	1	1
противном случае	1	1
в данном	7	4
в пределах	2	4
языка было	1	1
приближение к	1	1
