2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram
все же	8	5
до них	1	1
его в	4	4
времени и	2	1
слов о	1	1
в первых	1	1
не следует	1	1
том и	1	1
же самый	1	1
отдельными элементами	1	1
и завершающей	1	1
подобно тому	2	3
о мире	8	1
иной смысл	1	1
в значительной	1	1
менее всего	1	4
слова и	11	1
мысли о	1	1
даже в	5	2
ко всему	1	1
ни один	1	2
делая его	1	2
из него	1	1
и к	12	4
что почти	1	1
как впрочем	1	1
определение человека	1	1
к другому	16	2
сохранить за	1	1
его романе	1	1
но здесь	1	1
все голоса	2	1
великого инквизитора	1	2
материал для	2	1
вот он	1	1
кроме того	1	3
устойчивое и	1	1
голоса в	2	2
во взаимодействии	1	1
его и	3	1
его нет	1	1
так и	8	10
достоевского это	3	1
сознание и	2	3
дело идет	3	6
чем не	1	1
подполья это	1	1
в другой	1	3
на другого	2	1
достоевского что	2	1
чужие слова	1	1
и у	4	4
за пределы	3	6
тон и	4	1
чем бы	1	1
есть нечто	1	1
условии что	1	1
последнее слово	4	9
от записок	1	1
то что	10	18
но как	4	3
каждом романе	1	1
не как	3	12
и от	3	1
чтобы сделать	1	1
он строит	1	2
концу даже	1	1
никак не	1	2
не появляется	1	1
последним словом	2	2
не укладывается	1	1
самого героя	3	8
является поэтому	1	1
бы то	3	3
у расина	1	1
все его	4	1
и выводы	1	1
об одном	1	1
в одном	6	9
достоевский и	1	2
можно найти	1	1
своего образа	1	1
в высшей	3	1
той же	2	6
самосознание героя	1	5
от себя	5	1
других но	1	1
в обычном	2	2
к которому	1	1
это уже	2	1
если бы	1	10
же точно	1	1
ни в	2	3
участие в	1	1
героя к	2	1
к одному	3	1
то время	1	2
как не	1	4
слова о	4	1
что в	6	8
ивана карамазова	4	5
однако в	2	2
материала но	1	1
в начале	3	1
а как	2	6
за ним	2	2
в своей	4	11
собственного голоса	1	1
как раз	4	4
него нет	2	1
уже и	2	1
друг с	4	3
все в	1	6
макара девушкина	1	1
в основе	1	5
с его	7	6
что дело	1	1
и больше	1	1
бы и	2	4
в той	4	6
голоса но	2	1
весь в	1	1
себе в	1	1
зависимости от	1	3
сказать так	1	1
и что	6	1
эти три	1	1
собственного слова	3	1
в применении	1	1
и все	15	3
и сердце	1	1
сливается с	4	2
на этот	2	2
что достоевский	1	3
как другой	4	3
и заключается	1	1
нам кажется	1	4
замкнуто в	1	1
слова он	1	1
всем этим	2	1
не представлен	1	2
себя и	8	2
чужому слову	1	1
найти в	1	1
я ты	1	1
из которых	1	2
как можно	2	2
его слово	4	1
в них	4	3
кажется что	2	3
него в	1	2
только не	1	1
достоевского а	1	1
и весь	1	1
в роман	2	1
эта особенность	2	4
слова его	2	2
мне как	1	1
может стать	1	1
обычном смысле	2	1
да так	1	1
образом как	1	1
те же	2	1
с миром	3	2
не то	1	1
сам в	1	1
говорит сам	1	2
