4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_4gram
соответствии с этим в	1	1
с переходом на земледелие	1	1
здесь можно было бы	1	1
в тех случаях когда	3	1
есть не что иное	1	1
день они купались в	1	1
есть вместе с тем	1	1
и т д все	1	1
в й главе книги	1	1
такой случай мы имеем	1	1
при встрече с ягой	1	1
но вместе с тем	1	1
сказке герой очень часто	1	1
но это только одна	1	1
и т д здесь	1	1
по мере того как	1	2
случай мы имеем в	2	2
это только одна сторона	1	1
над жизнью и смертью	1	1
каждый день они купались	1	1
это происходит потому что	1	1
мы можем предположить что	1	1
точно так же как	1	1
не что иное как	1	2
как один из видов	1	1
и т д но	1	2
связь этого мотива с	1	1
мы имеем и в	3	1
то это значит что	1	1
о том что в	2	1
очень интересный случай мы	1	1
о связи сказки с	1	1
но в сказках других	1	1
мы можем установить что	2	1
состоял в том что	1	1
этом случае интересно что	1	1
вместе с тем она	1	1
имеет какую-то связь с	1	1
в этом случае уже	1	1
ранних известных нам ступенях	1	1
но все же можно	1	1
уже видели выше таким	1	1
й главе книги мертвых	1	1
мы уже знаем что	2	2
и вместе с тем	1	2
на его пути в	1	2
то же мы видим	1	2
мы уже видели выше	1	1
в этих случаях говорится	1	1
в этом случае интересно	2	1
в сказке герой очень	1	1
видели выше таким образом	1	1
интересный случай мы имеем	1	1
в том что он	1	1
вход в царство мертвых	1	1
превращается в свою противоположность	1	1
до сих пор мы	2	1
