4gram	Ircho_Komedia_partition_part3_wordlist_4gram	Ircho_Komedia_partition_part2_wordlist_4gram
кладем щиты и панцири	1	1
в том числе и	1	1
увенчиваемся ремнями от катапульт	1	1
средней и новой комедии	3	1
обломки от копий под	1	1
алфавитном порядке по первой	1	1
точнее не известной комедии	1	2
раб приносит нам критские	1	1
голову мы кладем щиты	1	1
копий под голову мы	1	1
вместо семячек перемолотые обломки	1	1
пращи и стрелы а	1	1
как мы знаем их	1	1
за то что он	2	1
людьми тебе предстоит сражение?	1	1
на себя внимание что	1	1
и панцири в ноги	1	1
пьем масло из горящих	1	1
с какими людьми тебе	1	1
порядке по первой букве	1	1
обеда раб приносит нам	1	1
на сладкое после обеда	1	1
покончить с собой рвет	1	1
обедаем наточенными мечами а	1	1
при существующем состоянии текста	1	1
от копий под голову	1	1
щиты и панцири в	1	1
настаивает на ее возвращении	1	1
в v в когда	1	1
ты напился больше чем	1	1
не меньше клянусь афиной	1	1
и к тому же	1	1
в то время как	2	2
на брак с дочерью	1	1
ноги пращи и стрелы	1	1
а в качестве вина	1	1
какими людьми тебе предстоит	1	1
iii в н э	1	1
уж не меньше клянусь	1	1
рвет на себе волосы	1	1
с утра до вечера	1	1
на пиру увенчиваемся ремнями	1	1
в качестве вина пьем	1	1
между отцом и сыном	1	1
качестве вина пьем масло	1	1
больше чем царь александр	1	1
из классических греческих полисов	1	1
под голову мы кладем	1	1
то это опять же	1	1
в то же время	3	4
в трагедии и в	1	1
приносит нам критские дротики	1	1
в ответ на что	1	1
в ноги пращи и	1	1
мечами а в качестве	1	1
с собой рвет на	1	1
перемолотые обломки от копий	1	1
обращает на себя внимание	5	1
да знаешь ли ты	1	1
как дочь кормит грудью	1	1
панцири в ноги пращи	1	1
как бы то ни	1	1
в истории античной литературы	2	1
пиру увенчиваемся ремнями от	1	1
по имени демея как	1	1
и в то же	1	1
его горят диким огнем	1	1
ремнями от катапульт фр	1	1
мы кладем щиты и	1	1
собой рвет на себе	1	1
от катапульт фр ii	1	1
в разной степени сохранности	1	1
наточенными мечами а в	1	1
предстоит сражение? ведь мы	1	1
светилен на сладкое после	1	1
из точнее не известной	1	2
в афинах в г	1	1
глаза его горят диким	1	1
тебе предстоит сражение? ведь	1	1
тому что и в	1	1
ты с какими людьми	1	1
не говоря уже о	2	1
до сих пор не	1	1
знаешь ли ты с	1	1
в алфавитном порядке по	1	1
и в силу этого	2	1
масло из горящих светилен	1	1
иначе обстоит дело с	1	2
из горящих светилен на	1	1
мы обедаем наточенными мечами	1	1
трагедии и в комедии	1	1
ведь мы обедаем наточенными	1	1
вина пьем масло из	1	1
а на пиру увенчиваемся	1	1
и в свою очередь	1	1
сражение? ведь мы обедаем	1	1
сладкое после обеда раб	1	1
к тому что и	1	1
и стрелы а на	1	1
ли ты с какими	1	1
расходы зятя на любовницу	1	1
напился больше чем царь	1	1
горящих светилен на сладкое	1	1
и с этой целью	2	1
стрелы а на пиру	1	1
которой до сих пор	1	1
бы то ни было	2	2
в середине iv в	1	1
нам критские дротики вместо	1	1
хочет покончить с собой	1	1
после обеда раб приносит	1	1
да уж не меньше	1	1
дротики вместо семячек перемолотые	1	1
брак с дочерью кнемона	1	1
при марафоне и саламине	1	1
критские дротики вместо семячек	1	1
семячек перемолотые обломки от	1	1
