2gram	Vygotskiy_Psychologia_partition_part2_wordlist_2gram	Vygotskiy_Psychologia_partition_part4_wordlist_2gram
которым приходится	1	1
есть как	2	2
во сне	1	2
мы станем	1	1
скрыть то	1	1
все же	5	4
его в	3	1
мы опять	1	2
которые заставляют	1	1
раз наоборот	1	1
речи и	1	1
времени и	2	1
жизнь а	1	1
все дело	2	1
смотреть на	1	1
к фабуле	1	1
это совершенно	3	2
так например	4	1
от действительности	3	1
не следует	1	1
том и	1	2
в одну	1	1
человека который	1	1
что ему	2	1
подобно тому	1	2
она есть	2	1
автор начинает	1	1
общего с	1	1
и каждый	1	1
этом как	1	2
делается совершенно	1	1
что им	1	1
и вместо	1	1
эмоционального действия	1	1
мы имеем	2	4
и к	2	3
конечном счете	1	3
к другому	1	1
наглядным образом	1	2
с языка	1	1
дальше не	1	1
того не	2	2
независимо от	1	1
художественную форму	1	2
а есть	1	1
таком случае	1	1
которое он	1	3
всем его	1	1
такое впечатление	1	1
это понятие	1	1
мы совершенно	4	1
что при	2	9
с мы	1	1
иначе как	1	1
таком понимании	1	2
чтобы выразить	1	1
на язык	1	1
читателя при	1	1
это скрыть	1	1
нашего исследования	1	1
его и	2	1
так и	3	3
решительно все	1	1
к составляющим	2	2
в другой	1	1
как стих	1	1
и т	6	10
искусства которое	1	1
это легко	2	1
как нельзя	2	2
при таком	3	4
нас от	3	1
так называемый	1	1
действующие лица	1	1
когда мы	6	2
тому который	1	1
и у	1	2
за пределы	1	1
чем все	1	1
он же	1	1
указывали на	1	1
и почему	2	1
приходится иметь	1	4
только от	1	1
то что	44	21
но как	1	3
тем самым	3	1
сущности говоря	2	4
в каком	8	3
творчества в	1	2
исследования в	1	1
нам это	1	1
и от	2	2
чтобы сделать	2	1
взятый сам	1	1
из того	1	2
никак не	6	4
не один	1	1
психологических объяснений	1	1
бы это	3	1
себе так	1	1
имеет в	1	1
не сделано	1	1
в особенности	1	2
его так	1	1
от всякого	1	1
и каким	1	1
легче всего	1	3
бы то	2	2
согласии с	1	3
в одном	3	2
в свою	1	3
тот факт	1	1
художник не	1	1
иное как	1	1
тому же	3	1
подходят к	1	1
несмотря на	1	4
гамлет медлит	4	1
той же	4	8
понимать как	1	1
является только	1	1
если бы	10	6
иначе говоря	2	4
та же	3	3
к которому	1	2
мы получим	3	2
нет никакого	1	1
связи с	2	1
заключенное в	1	1
же точно	7	10
ни в	3	2
и той	2	4
то время	2	3
как не	1	2
что в	21	20
совершенно очевидно	1	1
гамлет не	8	1
в руках	2	2
правильнее сказать	1	1
этой цели	2	1
и будем	1	2
двух противоположных	2	1
допустить что	1	2
но совершенно	4	3
а как	2	1
за ним	1	1
в своей	4	3
который говорит	3	1
как раз	9	5
нашего сознания	1	3
но если	3	1
которое было	1	1
друг с	4	1
все в	1	1
же самая	1	1
в основе	3	11
напротив того	2	1
очень легко	4	1
же с	1	2
с его	2	2
первый раз	4	2
как только	2	2
понимать только	1	1
не производит	1	1
что она	10	16
бы если	1	1
бы и	2	3
в той	3	1
этот закон	2	1
было совершенно	1	1
что если	3	6
он эту	1	1
и что	25	22
два разных	1	1
умирает и	2	1
эти три	2	1
на самый	1	2
и все	12	4
что самое	5	2
содержания и	1	2
которое мы	1	1
на этот	3	2
сюжета и	2	1
и повторяет	1	1
бы мы	3	1
и заключается	1	3
или иные	1	1
и другую	3	1
что на	1	4
и о	4	1
жизни и	4	4
он начинает	2	1
себя и	1	1
для чего	4	1
найти в	1	1
сейчас же	16	5
из которых	3	2
король и	1	1
что эта	6	1
в них	2	2
не имея	1	1
что форма	2	4
только не	2	1
этот разговор	1	1
место в	2	2
толстым в	2	1
для понимания	2	1
на деле	1	8
это то	3	2
в основу	3	1
те же	2	6
и так	4	3
не то	4	1
действия и	2	2
как звуки	1	1
что все	11	9
житейской правдоподобности	1	1
понятно что	3	2
не может	10	17
которого мы	1	3
в несколько	1	1
и за	3	1
разработать психологию	1	1
это если	1	1
иметь дело	2	4
там где	1	2
сказать что	13	7
то есть	13	21
не затемняет	1	1
вместе с	8	2
медлительности а	1	1
он должен	1	1
такого рода	1	1
таких трех	1	1
что шиллеру	1	1
мы знаем	2	7
в том	21	37
психологии и	1	2
этого материала	1	2
в его	10	2
верно что	2	1
в нас	1	3
происходит не	1	1
даны в	4	2
на две	2	1
мы имели	1	1
это можно	1	2
и другим	2	1
и может	5	1
с конца	2	1
из всего	1	1
надо сказать	3	2
совершенно невозможно	1	1
мы конечно	1	1
о том	20	6
между тем	1	4
опять совершенно	1	2
совершается в	2	1
трагедия что	1	1
моментов в	1	2
его не	2	1
противоречие с	1	2
с вот	1	2
материал как	1	1
то обстоятельство	1	1
в виду	2	3
на то	10	11
который мы	1	1
в самой	6	2
выразительное значение	1	1
есть от	1	1
есть только	2	5
что задача	1	1
направленных на	1	1
мы и	1	1
утверждал что	1	1
его словам	1	1
в некоторых	1	1
быть не	2	1
что ее	2	1
главным образом	1	3
как мы	4	1
однако не	2	2
так чтобы	2	1
относится к	1	3
может быть	22	18
другом случае	1	1
и его	5	7
бесспорно что	1	1
с или	2	1
в европейской	1	1
произведения и	1	1
нужно было	1	1
с совершенной	2	1
у читателя	1	1
с таким	2	8
однако мы	2	1
согласны в	1	1
мы получаем	1	2
в отношении	1	3
на нас	4	3
эту мысль	1	1
были бы	1	3
вовсе не	5	2
она не	3	2
самый материал	1	1
можно согласиться	1	1
совершенно иное	1	1
мы воспринимаем	1	1
есть не	1	4
была бы	2	2
его от	1	2
искусства в	1	5
в тех	2	1
одну тему	1	1
в виде	3	1
не на	2	2
с тем	4	11
совершенно верно	6	2
это есть	1	1
сам не	1	1
ни было	1	1
только один	1	1
обратиться к	3	1
из этого	5	4
заставляя его	1	1
и верно	1	1
ли он	2	2
от тех	1	1
бы в	1	1
увидим что	3	2
и было	1	1
вслед за	3	5
а о	1	1
чувств и	1	1
так называемое	1	1
к которой	3	2
эти два	1	1
бы приблизительно	1	1
показать как	2	2
на которых	1	2
тот же	3	6
могло быть	1	1
это конечно	1	1
же мы	2	3
и других	4	3
со стороны	2	1
то чтобы	2	2
как он	5	2
тем как	1	1
мы хотели	1	1
мы встречаемся	1	1
весь свой	1	1
в таком	4	2
в стих	2	1
в частности	4	3
их основного	1	1
как говорит	2	3
ряд исследователей	1	1
нет ничего	1	1
в первый	3	2
мы примем	1	1
совершенно обратный	1	1
и до	3	4
т п	3	8
всякий раз	6	2
поймем почему	1	1
и даже	1	5
от этой	1	1
и очень	1	1
но ведь	1	1
нам не	1	1
это произошло	1	2
еще раз	3	1
и гамлет	4	1
шкловский и	1	1
того чтобы	22	14
не остается	1	2
привело к	1	1
то это	3	3
