4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part4_wordlist_4gram
и в нашей сказке	1	1
была вера в личного	1	1
или по английской терминологии	1	1
дело вовсе не в	1	1
в тех случаях когда	2	1
еще не может быть	1	1
есть не что иное	1	1
во время обряда посвящения	2	1
а в связи с	1	1
вера в личного духа-хранителя	1	1
мы имеем в античности	1	1
но вместе с тем	1	1
но это только одна	1	1
очередь доходит до героя	1	1
верны то они бросают	1	1
и т д здесь	1	1
герой в лесной избушке	1	1
по мере того как	1	2
мы здесь не будем	1	1
дело не только в	1	1
аф с другой стороны	1	1
об этом говорилось выше	1	1
это только одна сторона	1	1
знаем что при посвящении	1	1
доктриной была вера в	1	1
фундаментальной доктриной была вера	1	1
это происходит потому что	1	1
мы можем предположить что	1	1
то же имеем и	1	1
точно так же как	1	1
не что иное как	3	2
выше мы видели что	2	1
и т д но	1	2
говорит д к зеленин	2	1
белый цвет есть цвет	1	1
особый интерес представляют для	1	1
ниже в главе о	1	1
в другом случае мы	1	1
интерес представляют для нас	1	1
нечто подобное мы имеем	1	1
и связанные с ними	1	1
д к зеленин зеленин	1	1
мы знаем что в	1	2
во всех этих случаях	1	2
то это происходит потому	1	1
как мы увидим ниже	1	1
мы знаем что при	1	2
только после того как	1	2
обрядов фаллического характера члены	1	1
точно так же именно	1	1
нам важно установить что	1	1
птиц и т д	1	1
