4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part1_wordlist_4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_4gram
в том числе и	2	7
о чем мы уже	1	1
большое место в жизни	1	1
как мы уже говорили	4	2
как мы уже сказали	1	3
и не может быть	1	1
через все средневековье и	1	1
на самом же деле	2	3
с образами материально-телесного низа	1	1
это пир на весь	2	1
точки зрения на мир	1	1
в то же время	8	1
его образов и его	1	1
дело в том что	1	2
и до сих пор	1	1
в узком и точном	1	1
чем мы уже говорили	1	1
и др все эти	1	1
в народно-площадной стороне праздника	1	1
барьеров между людьми и	1	1
нужно сказать что и	1	1
но в то же	1	1
нет и не может	1	1
пир на весь мир	3	1
