3gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_3gram
всегда готово когда	2	1
выводу что эгоцентрическая	1	1
процессе детского развития	1	1
эгоцентризма детской мысли	1	3
силу того что	1	1
сомнений в том	1	1
точки зрения с	1	1
в силу своей	1	1
о которых мы	2	1
она является речью	1	1
для того чтобы	18	15
речи находится в	1	1
но с точки	2	1
на то что	4	3
о том что	4	6
этой точки зрения	4	1
в развитии эгоцентрической	1	1
с опытами пиаже	1	1
словом и мыслью	1	1
детского развития в	1	1
на самом деле	2	1
что она представляет	2	1
в одинаковой мере	1	1
могли бы сказать	2	2
не только не	9	1
как и в	3	1
и вместе с	2	1
зависимости от этого	1	1
мышления в целом	1	2
на кислород и	1	1
развитии детской речи	1	1
одну из основных	1	1
проблеме мышления и	1	3
не иначе как	2	1
той или иной	1	1
прежде всего в	2	2
таким образом если	1	1
отношения мысли к	2	1
мы могли бы	4	5
эгоцентрической речи является	2	1
и связи с	1	1
на первом месте	1	1
в зависимости от	1	2
одно из первых	1	1
внешняя сторона речи	2	1
слова так же	1	2
что эгоцентрическая речь	8	10
что мы можем	1	1
речи ребенка и	2	1
отношению к эгоцентрической	2	1
так же точно	3	9
в том что	13	15
стороны речи в	2	1
речевого мышления на	1	1
отличие от элементов	1	1
речи является основным	1	1
с таким образом	1	3
вещи к самой	1	1
речь минус звук	2	1
от слова и	1	1
так же как	7	5
того чтобы сделать	2	1
и то же	3	2
не станем останавливаться	1	1
речь ребенка является	1	1
в отличие от	2	1
в эгоцентрической речи	4	2
тенденцию к сокращению	2	1
кроме того что	1	1
основных линий в	1	1
на этом пути	1	1
эгоцентрической речи но	3	1
но все же	1	1
что в ходе	3	2
внутренней речи именно	1	1
в которой она	1	1
коэффициента эгоцентрической речи	14	1
том числе и	1	1
в одно и	1	1
всего в том	1	1
в то же	1	2
в пользу того	1	3
его мышления и	1	1
в собственном смысле	3	5
почти всегда готово	2	1
таким образом мы	1	1
с самого начала	7	8
в самом деле	4	2
привести нас к	2	3
сама по себе	1	1
из всех вопросов	1	1
с точки зрения	21	18
почему вода тушит	1	1
на речь и	1	1
от мысли к	5	1
речь для себя	13	2
слово лишенное значения	1	1
мы не можем	3	1
в этом смысле	1	1
единство мышления и	1	2
совершенно то же	1	1
в силу этого	1	3
речи таким образом	2	1
и речи в	2	3
все что мы	3	1
мы должны остановиться	1	1
функция эгоцентрической речи	1	2
тем что при	1	1
мысли к слову	11	6
само по себе	1	1
в ряду других	1	1
того чтобы показать	1	2
случае эгоцентрическая речь	2	1
опыты показали что	1	1
заключается в том	4	6
дают повод для	1	1
в развитии мышления	2	6
того что она	1	1
не удивительно поэтому	1	1
отмирание эгоцентрической речи	1	1
речи от внешней	1	1
не только в	1	1
как мы уже	1	1
обратное движение от	1	1
естественно ожидать что	1	1
который мы пытались	1	1
и до конца	1	1
благоприятные условия для	1	1
в психологии речи	1	1
в детском возрасте	1	9
как раз и	1	1
на одно из	2	1
структурной психологии в	1	1
и значение в	1	1
и речь как	1	1
психологической природы внутренней	3	1
эгоцентрическая речь ребенка	5	7
функции в поведении	1	2
скажем только что	1	2
его мысли и	1	1
привел к тому	1	1
эгоцентрической речи а	3	1
кислород и водород	1	1
тот факт что	1	1
представляет один из	1	1
ситуации в которой	3	1
в одной и	1	1
области учения о	3	1
же как и	2	4
а следовательно и	1	1
об эгоцентрической речи	2	3
развития научных понятий	2	2
не выявленный в	1	1
не может возникнуть	1	1
что мысль ребенка	1	1
больше и больше	2	1
относительно того что	1	1
между мышлением и	2	2
в соответствии с	1	1
на образующие его	1	1
мышления как такового	1	1
свою очередь является	1	1
в свою очередь	2	3
по мере роста	1	1
с функциональной стороны	1	1
по отношению к	5	7
с другой стороны	1	9
мышлением и речью	2	2
не связанных между	1	1
речи но все	1	1
развивается вместе с	1	1
того метода который	1	1
нескольких словах на	1	1
о развитии внутренней	1	1
мышления и речи	6	31
станет ясно что	1	1
от речи и	1	1
и том же	1	1
когда готово понятие	1	1
образом оказывается что	1	1
к великому океану	1	1
речь и мышление	2	2
речь по мере	1	1
только что эти	1	1
зрения теории пиаже	1	1
к дождевой капле	1	1
мысль и слово	3	2
во внутреннюю речь	3	1
функции и судьбе	2	1
детского мышления и	2	8
ни к кому	1	1
вместо того чтобы	1	2
бы сказать что	2	2
эгоцентрическая речь является	1	1
точно так же	2	1
друг к другу	1	1
учении о мышлении	3	1
речевому мышлению в	1	1
детского мышления как	1	2
речевому мышлению как	1	1
в известном смысле	2	2
и той же	2	2
такой же мере	3	3
во всем его	1	1
в одинаковой степени	2	1
в конце развития	2	1
непосредственной связи с	1	1
она должна найти	1	1
всякое слово уже	1	1
том что в	2	2
не содержат в	2	1
из первых мест	1	1
вода тушит огонь	1	1
внутренней речи это	2	1
какой мере не	2	1
о связи между	1	1
таким образом оказывается	1	1
развитии внутренней речи	2	1
тем самым наметить	1	1
то новое что	1	1
речь ребенка с	1	1
