4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_4gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_4gram
встречается не только в	2	1
и в русской сказке	2	1
в тех случаях когда	3	1
мы выделим только одну	1	1
здесь нет необходимости повторять	1	1
такой случай мы имеем	1	1
и т д и	1	2
и т д то	1	1
по мере того как	1	2
случай мы имеем в	3	2
представления о том что	1	1
с другой стороны с	2	1
дело не только в	1	1
образом мы видим что	2	1
но по мере того	1	1
и здесь мы видим	1	1
таким образом мы видим	2	1
точно так же как	1	1
с одной стороны она	1	1
и т д но	1	2
в главе о помощниках	1	1
живые не видят мертвых	1	1
то это значит что	1	1
в одной из версий	2	1
что мы знаем об	1	1
т д и наконец	1	1
неидо сих пор мы	1	1
помощник передавался по наследству	1	1
и здесь нет необходимости	1	2
во всех этих случаях	6	2
но если предположить что	1	1
как мы увидим ниже	1	1
мы уже знаем что	2	2
как видно будет ниже	1	1
еще не все ясно	2	1
интересный случай мы имеем	1	1
мертвые не видят живых	1	1
аф и т д	1	1
