3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_3gram
увидим дальше что	1	1
не только в	1	5
вопрос о связи	1	1
случаях мы имеем	1	2
можно было бы	1	1
далеко не единственная	1	1
что в данном	1	1
имеются и в	1	1
и в сказках	1	1
в ином царстве	2	6
то же можно	1	1
о том что	2	5
этой точки зрения	1	3
вместе с тем	1	1
еще не все	3	3
в этом случае	5	1
покрывают друг друга	1	1
это происходит в	1	2
мы рассмотрим теперь	1	1
в большинстве случаев	1	1
образом мы видим	1	2
как и в	2	2
здесь мы имеем	3	2
таким образом и	2	1
мы понимаем теперь	1	1
персонаж а именно	1	1
а не с	1	1
будет сказать что	1	1
а так как	1	1
не менее картина	1	1
в сказке в	1	1
неи в чем	1	1
верно если здесь	1	1
что и в	2	2
мы видели что	3	1
сказке сивко-бурко здесь	1	1
тех случаях когда	1	3
мы имеем в	2	4
как мы увидим	1	1
на ней жениться	2	1
материалах можно найти	1	1
на том что	1	1
о м фрейденберг	1	2
так же в	1	1
происхождение этого мотива	1	1
но и в	1	2
в нем герой	1	1
за него и	1	1
в лесном доме	3	1
по этому вопросу	1	1
это означало бы	1	1
в обряде инициации	2	1
и в сказке	1	6
в иной мир.<неи	1	1
окна царевны и	1	1
и здесь мы	2	2
в народных сказках	1	1
с начала сказки	1	1
мы легко узнаем	1	1
в том что	5	4
в то время	2	2
с тех пор	1	1
мы рассмотрим еще	1	1
хотя и не	1	1
к этому же	2	1
она при этом	2	1
то это означало	1	1
см и т	1	1
в иное царство	1	1
вступления в брак	5	1
означало бы что	1	1
тем не менее	5	4
в русской сказке	2	5
гл ii §	1	1
уже знаем что	1	2
так же как	1	4
в связи с	3	1
есть случаи когда	2	1
дело происходит иначе	1	1
в сказке но	1	1
это не совсем	1	1
мы увидим ниже	2	1
вступить в брак	1	1
этого мотива с	1	1
по отношению к	2	1
отправляется ее искать	1	1
с другой стороны	7	8
такое толкование и	1	1
мы увидим дальше	1	1
по всему ходу	1	1
т д в	1	2
остановимся только на	1	1
пребыванием в ином	1	3
мы и здесь	1	1
в материалах по	1	1
в тех случаях	1	4
что и здесь	2	3
показывает что герой	1	1
в сказке о	3	1
необходимо указать что	1	1
что сказка здесь	1	1
говорилось выше гл	2	1
она не может	1	1
то и здесь	2	1
с солнцем и	1	1
превращение девушки в	1	1
направление в котором	1	1
есть и другие	1	2
в другой версии	2	1
эти случаи показывают	2	1
что в сказке	3	2
в данном случае	3	3
другой стороны и	3	2
но все же	2	2
жить в лесу	1	1
в исторической действительности	1	1
в этих случаях	7	10
он стоит на	1	1
мы здесь имеем	1	2
но далеко не	1	1
о том чтобы	1	1
этих случаях часто	1	1
как это происходит	1	2
с одной стороны	2	4
предположить что и	1	1
но тем не	2	2
дело конечно не	1	1
может быть поставлен	3	1
другой персонаж а	1	1
можно предположить что	1	2
более поздним и	1	1
материалов видно что	1	2
все же не	1	1
и пр аф	1	1
этого мотива но	1	1
уже не в	1	1
вступлением в брак	1	1
как мы видели	5	1
точно так же	2	2
уже выше мы	2	1
в ином мире	4	5
мы имеем здесь	1	1
что она при	2	1
в брачную ночь	1	3
в сказке герой	1	1
мы знаем что	1	1
быть поставлен вопрос	2	2
цел и невредим	1	1
предположить что здесь	1	1
и всей той	1	1
не представляют собой	2	1
таким образом мы	2	2
в русских сказках	2	2
прямо говорит о	1	1
тех материалах которые	1	1
до сих пор	5	2
к заключению что	1	1
между прочим и	1	2
в афанасьевской сказке	1	1
непосредственной связи с	1	1
случай мы имеем	2	3
с точки зрения	1	1
в большом доме	5	1
на его дочери	2	1
и возвращается домой	1	1
в сказке сивко-бурко	1	1
еще не вполне	2	1
после того как	1	2
перед тем как	1	1
т е с	1	1
совершенно то же	1	2
и ступай к	1	1
т д или	1	2
выше мы видели	3	1
независимо от того	1	1
на этот вопрос	1	2
превращаются в женщин	1	1
лесном доме и	1	1
образом и здесь	1	1
в сказках о	1	1
в сказках типа	4	1
и в других	2	2
мы должны считать	1	1
не совсем так	2	1
что нанесение клейма	1	1
же можно сказать	1	1
приходит к заключению	1	1
то время как	2	2
т е мы	1	1
до окна царевны	1	1
вопрос почему в	1	1
манипуляции с волосами	1	1
во дворец к	1	1
свою дочь и	1	4
возможно что здесь	1	1
стоит на столбах	3	1
и в русской	1	2
можно найти много	1	1
в американских мифах	1	1
данном случае в	1	1
ни один из	2	1
с пребыванием в	2	3
той роли которую	1	1
этот случай не	1	1
с этой точки	1	3
как если бы	1	1
не может быть	1	3
он засыпает и	1	1
мы уже знаем	2	3
выше указывалось что	1	1
и вступает в	1	1
в пермской сказке	6	1
о молодильных яблоках	1	1
герой попадает в	2	1
в северной америке	1	1
по женской линии	1	1
состоит в том	2	1
со своими товарищами	1	1
не только на	1	1
сказка здесь отражает	1	1
при помощи которых	1	1
и т д	15	16
в некоторых случаях	3	1
мы видим что	4	3
что собственно заставляет	1	1
в этот дом	2	1
на том свете	2	1
одна из особенностей	1	1
имеем дело с	1	1
с большим домом	3	1
один из них	1	1
находится в руках	1	1
мы видели как	3	1
надо сказать что	1	1
