3gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_3gram
но оказывается что	1	1
несмотря на всю	1	1
не только в	4	1
символ человеческого стремления	1	1
то ни было	1	1
можно было бы	4	1
во всяком случае	4	2
также и то	1	2
для того чтобы	2	2
в других областях	1	1
необходимо сказать что	3	4
как это мы	1	1
а также и	2	1
всякого рода страстей	1	1
и то что	1	3
на то что	1	2
ужасен он в	1	1
о том что	3	9
что иное как	2	3
начала до конца	1	1
вместе с тем	3	3
мы должны сказать	2	1
на самом деле	3	1
в том числе	1	2
как в символе	1	1
вопрос о том	1	1
не менее в	1	1
это и есть	1	1
и вместе с	1	1
как раз и	1	1
а еще и	1	1
ни в какой	4	1
никак не может	1	2
обратить внимание на	1	3
в этом произведении	1	1
не говоря уже	2	1
должны сказать что	1	1
уже и сама	1	1
то и другое	3	2
и потому что	1	1
той или иной	11	1
но ясно что	1	2
этой точки зрения	1	1
так что в	1	1
по себе а	1	1
иным как именно	1	1
в том смысле	2	1
разложение в бесконечный	1	2
на первый взгляд	1	1
чем иным как	2	2
в это время	1	2
то есть как	1	1
в стихотворении н	1	1
и в целях	3	1
на эту тему	1	1
и в частности	2	3
является символом человеческой	1	1
не что иное	2	3
достаточно глубоко и	1	1
в том что	8	8
в то время	2	3
для искусства в	1	1
смысле слова но	3	1
еще и потому	1	1
одной стороны это	1	1
и не в	1	2
нам представляется что	2	1
указать хотя бы	1	1
хотя и не	2	1
это свидетельствует о	1	1
однако подобного рода	1	1
тем не менее	10	5
но даже и	4	2
находит для себя	1	2
зевса на земле	1	1
и как бы	1	1
в связи с	3	7
по крайней мере	6	4
равно как и	1	2
то есть в	6	1
бы то ни	1	2
символа который мы	1	1
с другой стороны	6	5
времени и пространстве	1	1
хотя бы на	1	1
сам по себе	6	1
в нем и	1	1
как и его	1	1
в новое время	1	3
том что он	1	2
в бесконечный ряд	14	2
в данном случае	5	2
женщина в черном	1	1
и без всякой	1	1
но все же	1	2
бросается в глаза	1	1
к другому и	1	1
то есть он	1	1
в значительной мере	2	2
так и в	1	1
же в конце	1	1
вполне сознательно и	1	1
с одной стороны	1	3
в своей поэме	1	1
том числе и	1	1
в качестве символа	1	1
или по крайней	2	1
в то же	2	1
к тому же	2	1
точно так же	3	3
порождает из себя	1	1
искусства и не	1	1
только потому что	1	1
мы читаем в	1	1
на первом плане	1	3
данном случае только	1	1
том смысле что	1	1
с самого начала	1	1
бесконечный ряд своих	1	1
потому что он	2	2
тех или иных	3	2
трактуется как символ	1	1
до сих пор	1	2
здесь вовсе не	1	1
сама по себе	2	1
свидетельствует о том	1	1
говорит о себе	1	1
уже по одному	2	1
в таком случае	1	2
дело в том	1	2
с точки зрения	11	8
сознательно и намеренно	1	1
говоря уже о	1	1
так что его	1	1
в этом смысле	3	3
от страха и	1	1
всего космоса и	1	1
содержит в себе	8	1
как будто бы	2	3
не просто художественное	1	1
достаточно указать хотя	1	1
есть в смысле	1	1
те или другие	1	1
ни в чем	1	1
и платон в	1	1
крайней мере в	1	1
в конце концов	1	6
то время как	2	3
здесь перед нами	5	1
то есть только	1	1
здесь не в	2	1
в настоящее время	1	3
что в результате	1	1
и тогда получится	1	1
по этому поводу	1	2
с начала до	1	1
в символе в	1	1
как мы его	1	1
с этой точки	1	1
не чем иным	2	2
не то чтобы	1	1
для нас не	1	2
здесь в виде	1	1
в предисловии к	1	1
о том как	1	1
и т д	3	1
сказать что он	1	1
если не прямо	1	2
все такого рода	2	1
ту или иную	1	1
в чем не	1	1
вот тут-то и	1	1
человеческой жизни в	1	1
жизнь и как	1	1
в сравнении с	2	3
