4gram	Vygotskiy_Psychologia_partition_part5_wordlist_4gram	Vygotskiy_Psychologia_partition_part1_wordlist_4gram
заключается в том что	3	4
не могут иметь никакого	1	1
одного и того же	1	2
указывает на то что	3	2
с этой точки зрения	4	1
в том что по	1	1
в то время как	5	1
что это действительно так	1	1
с и в самом	1	1
состоит в том что	1	2
в конце концов только	1	1
но вместе с тем	1	1
мы никогда не найдем	1	2
что в применении к	1	1
никак не могут быть	1	1
образом мы видим что	1	2
нас в сущности говоря	1	1
никак не может быть	2	1
сами по себе не	1	1
вступить в противоречие с	1	1
именно в силу того	1	1
таким образом мы видим	1	1
относится к содержанию как	1	1
и в том случае	1	1
не что иное как	1	2
с психологической точки зрения	3	1
с одной стороны мы	1	1
искусства совершенно очевидно что	1	1
что всякое художественное произведение	2	1
формы и содержания и	1	1
с такого же мнения	1	1
которые никак не могут	1	1
в собственном смысле слова	2	1
с одной стороны и	1	1
мы примем во внимание	1	1
с так же точно	1	1
одной и той же	3	2
так же как и	1	1
о том что она	1	1
составные части но не	1	1
одно и то же	1	3
так же точно и	1	1
и в самом деле	2	1
можно легко показать что	1	2
двух планах с одной	1	2
что с точки зрения	1	1
один и тот же	1	1
в том или ином	1	1
дело в том что	1	1
до тех пор пока	1	2
в том что мы	1	1
не в полной мере	1	1
в силу того что	2	1
и для того чтобы	1	1
и исходя из этого	1	1
если принять во внимание	1	1
несмотря на то что	2	1
мы видели что в	1	1
заключается в том чтобы	3	1
роль которая выпадает на	1	1
на то что все	1	1
планах с одной стороны	1	2
одним и тем же	1	3
в двух планах с	1	2
