4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part4_wordlist_4gram	Bakhtin_FransuaRableINarodnaiaKultura_partition_part8_wordlist_4gram
двести шестьдесят тысяч четыреста	1	1
на том же самом	1	1
в том числе и	2	2
в эпоху рабле в	1	1
начала и до конца	3	3
и в то же	5	4
превращение крови в вино	1	1
по своему построению и	2	1
как мы уже говорили	1	4
и до наших дней	1	1
году когда писался пантагрюэль	1	1
в нем до конца	1	1
рабле и его современников	1	1
как мы уже сказали	1	1
чрезвычайно распространены в литературе	1	1
с начала и до	3	3
разъятое на части тело	1	2
в том году когда	2	1
публицистики на народно-площадной основе	1	1
как мы видели и	1	1
шестьдесят тысяч четыреста восемнадцать	1	1
были чрезвычайно распространены в	1	1
на самом же деле	1	2
с одной стороны и	1	1
по всему роману рассеяны	1	1
роль в романе рабле	1	1
в то же время	10	8
это касается не только	1	1
то же время это	1	1
один из самых замечательных	1	1
а с другой стороны	1	1
дело в том что	2	1
том году когда писался	2	1
и до сих пор	2	1
мы можем судить о	1	1
в четвертой книге романа	2	1
но в то же	2	1
