2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram
все же	2	4
его в	1	3
необходимо чтобы	2	2
подобно тому	4	1
быть настолько	1	1
этих самых	1	2
кроме того	2	3
мифологии в	1	1
чем не	1	1
налично в	1	1
и т	17	17
личности с	3	1
то что	16	14
на землю	1	1
– с	1	1
его как	2	1
чтобы дать	1	1
д тут	2	1
все его	1	3
степень иерархийности	1	1
нет никакой	1	4
отвлеченной идеей	1	1
мы получим	1	1
нет никакого	3	2
связи с	1	4
себя себе	1	1
же деле	1	1
миф понимать	1	1
и которые	1	1
как не	2	2
и противопоставить	1	1
собственно говоря	2	2
на первый	1	1
когда оно	1	2
и религии	3	3
но символ	1	1
мы говорим	2	3
сама собой	1	1
я показал	1	2
из которых	3	1
или нет	3	3
не есть	40	47
этих последних	1	2
вечности и	1	1
те же	1	1
или иное	3	4
понятно что	1	2
могут быть	3	4
– не	5	9
c наконец	1	1
быть без	2	2
сознания и	3	5
сказать о	1	1
и значит	1	1
свете и	1	1
самой личности	1	1
в его	4	1
все равно	2	5
в нас	1	1
и может	2	6
с нею	1	3
совершенно невозможно	2	2
на месте	1	1
и одинаково	1	1
который мы	1	1
во всей	2	1
да и	2	6
уже о	4	2
имеется в	3	2
есть только	3	4
знаем но	1	1
обязательно с	1	1
личность миф	1	1
на ту	1	1
вообще на	1	1
мы получаем	2	2
были бы	1	1
вовсе не	6	13
понятие мифа	3	2
же тут	1	1
мир тут	1	1
же утверждаю	1	1
возможность и	1	1
из этого	1	1
даже если	1	1
есть осуществленность	1	1
ни о	3	2
сама личность	1	4
и нет	3	2
сравнению с	2	1
ему не	1	1
религии и	1	1
вы не	3	2
религии религия	1	1
становления и	1	3
только благодаря	1	1
реальная личность	1	1
другой стороны	2	4
быть так	1	1
что уже	2	2
идет о	1	1
то и	2	1
и телесность	1	1
не сама	1	3
ощущаемая и	1	1
но для	2	1
и сама	1	1
нет ни	3	3
же о	2	1
и не	30	30
и та	3	6
таким образом	5	4
бытия вообще	1	1
связанные с	1	1
с смысловой	1	1
время не	1	3
тогда когда	5	6
тем что	2	2
одно и	1	4
но ничего	1	1
искусство только	1	1
– так	2	1
мифологию так	1	1
все эти	3	2
и идеи	2	2
в данном	3	3
т д	15	15
мы находим	2	3
мира и	1	1
в одинаковой	1	1
личности в	5	8
– что	1	2
с окружающим	1	1
поэтическое произведение	1	2
перед нами	6	2
в теле	1	1
быть может	1	1
отличается от	1	1
настолько же	1	1
воля ни	1	1
и уже	4	3
но –	8	5
разных планов	1	1
этой мифической	1	1
нами как	1	2
или просто	1	1
по типу	2	1
как принцип	1	1
на них	1	1
и должно	1	2
как ни	1	2
где-то в	1	1
миф и	3	2
своей жизни	1	1
поэтому и	1	1
протекание и	2	1
то уже	1	2
в своем	5	4
стороны и	1	1
одного из	1	1
поэзия и	1	2
но она	1	1
мифе совершенно	1	1
в вечности	5	6
от земли	1	2
являющаяся в	1	1
не по	2	2
и физическая	1	1
по крайней	7	9
них в	1	1
прямо назвать	1	1
как и	7	10
вещественно и	1	1
при всем	1	1
же время	6	5
каком случае	1	2
религиозная форма	1	1
потока становления	1	1
обычных вещей	1	2
и в	15	19
поэтическая действительность	1	2
необходимая категория	1	2
субъекта и	5	4
кроме этого	1	1
зрения и	1	1
по существу	1	1
человек в	1	1
субъект и	1	1
есть сфера	1	1
одинаково суть	2	1
с этим	3	3
но это	4	7
когда вдруг	2	1
сама вещь	1	1
друг другу	1	1
когда он	3	1
ее в	2	2
знаем что	1	1
вещественная реальность	1	1
есть сама	1	4
конечно не	2	6
это не	12	10
а если	3	1
бы ни	2	2
но он	1	4
должно быть	2	7
и совершенно	1	2
новой точки	1	1
научной точки	1	1
того как	2	2
это значит	8	8
прежде всего	11	8
их не	1	1
не предполагает	1	1
отдельных мифов	1	1
есть поэтическое	1	2
смысле не	1	2
содержащая в	1	1
все на	3	4
в зависимости	1	2
я уже	3	2
в результате	6	2
и опять	1	1
не что	8	3
если это	1	1
все что	2	1
с этой	2	1
об этом	3	3
и возможно	2	1
– к	1	2
получается что	1	1
этого вопроса	1	1
религии –	3	1
в некотором	1	1
ясным что	1	1
мифического сознания	1	3
если личность	1	1
миф не	8	22
есть мифология	3	2
и искусство	2	2
и объект	1	1
тут есть	2	1
нем не	1	1
есть бытие	1	3
которые могут	1	1
любой вещи	1	1
образ не	1	1
в общем	1	2
– или	1	1
суть не	1	1
и есть	19	4
об этой	2	2
самом же	2	1
чем она	1	1
существования и	1	1
может только	2	2
то же	9	12
о подлинно	1	1
время есть	2	6
так то	4	1
его самого	1	1
из сферы	1	1
и бытия	3	3
в личности	1	4
есть всегда	3	11
мешает тому	1	1
образом есть	1	1
себя самой	1	1
то –	3	1
далее в	2	2
данное в	1	1
мы видим	4	2
если она	2	2
это –	25	23
оно всегда	1	2
но мы	2	2
тут тоже	2	2
и еще	1	1
почти не	1	1
воли и	2	1
душе и	1	1
ровно никаких	1	2
или фикция	1	1
смотря по	1	1
ясно что	11	4
с точки	9	8
же и	2	9
мифологии не	1	2
в великом	1	1
можно только	3	2
уже одно	1	1
отождествляются в	1	1
диалектически необходимо	2	1
думаю что	2	3
ни схема	1	1
построение но	1	2
но в	3	2
это мы	1	2
всякая мифология	1	1
без тела	1	1
не имеет	14	1
он от	1	1
жизнь и	2	5
тем не	2	2
не значит	2	3
оно по	1	1
именно и	1	1
сказали мы	5	1
есть прежде	3	1
на свете	4	5
а потом	1	4
эти последние	1	1
для своего	1	1
именно становится	3	1
в котором	2	1
к абсолютному	1	1
но я	1	3
не о	4	1
д и	3	2
в подлинном	1	1
я говорит	1	1
отрешенность и	1	1
личности что	1	2
и это	8	5
мифа и	6	4
и человек	1	2
всегда живет	1	1
жизнь в	1	2
чтобы была	1	1
тысячу раз	1	1
категорию в	1	1
себе не	2	3
творимая вещественная	1	1
непосредственное и	2	1
в состоянии	1	2
ее смысл	1	1
говорить не	1	1
виду что	1	2
и оно	1	1
не входя	1	1
чувство ни	1	1
и далее	1	1
от нее	3	1
и потом	1	2
когда мы	1	3
вещь или	1	2
которые будут	1	1
и от	1	3
сейчас мы	1	1
бы это	1	3
в одном	4	4
иное как	8	3
становление личности	2	1
кто же	1	1
не говорим	1	1
отрешенной от	1	1
религия и	1	1
них и	1	1
бытие и	1	2
причем все	1	1
было и	1	1
миф есть	10	6
но дело	1	1
больше слоев	1	1
личности о	1	1
предмета с	1	1
как только	5	3
бы и	3	2
в той	1	3
тогда мы	1	1
и все	11	12
от всего	3	2
личности как	3	1
мы только	2	2
и о	8	1
жизни и	4	6
всего это	1	1
как таковом	3	1
что эта	2	1
в них	2	1
формы или	1	1
ему все	1	1
и ни	2	1
что же?	1	1
отнюдь не	4	6
и границ	1	1
в том	11	14
д все	2	1
а личность	1	1
даже прямо	1	1
как они	1	3
это можно	1	1
я развивал	1	1
из всего	1	2
чем больше	2	1
от того	2	4
во всякой	1	1
если вы	5	2
по смыслу	2	1
всегда так	1	1
и специфическое	1	1
простая и	1	1
именно этот	2	1
как мы	1	3
и искусства	1	1
– всегда	1	3
и чувства	1	1
тут нет	1	2
когда их	1	1
и поэзии	1	3
моментов и	1	1
и взаимно	1	1
в сфере	5	2
только тогда	5	7
как его	1	1
своем месте	1	1
и начинаем	1	1
это по-видимому	1	1
насколько и	1	1
себя самого	1	1
есть не	5	7
можно назвать	3	1
в виде	3	2
личности это	1	3
сам не	1	2
как миф	2	3
чувств и	1	1
личности она	1	1
тот же	1	1
интеллигентного символа	1	1
свою собственную	1	1
есть религиозное	1	1
– и	4	3
как он	1	4
одно из	1	4
что здесь	3	2
нет ничего	6	1
отрешенность его	1	1
его границу	1	1
каждая вещь	1	2
чтобы не	1	6
или прямо	1	2
то это	1	2
в своих	1	2
содержать в	1	4
есть слово	2	1
т е	46	30
жизнь личности	2	2
ни чувство	1	3
никакое становление	1	1
от этого	3	3
есть жизнь	1	2
действительно есть	1	2
диалектическая необходимость	2	1
все –	1	2
уже в	1	4
в жизни	5	2
это и	9	3
бы просто	1	1
в истории	3	2
и потому	3	5
только мы	2	1
просто вещь	1	1
вечности в	1	4
феноменальное самоутверждение	1	1
и он	1	1
как на	1	1
реальный процесс	1	1
с их	4	1
мы есть	2	1
подлинном смысле	1	1
из них	2	3
утверждение в	1	2
именно такова	1	1
– все	3	2
в области	3	2
целиком и	1	1
одного и	1	1
вполне понятно	1	1
личность сама	1	1
не менее	2	3
вещей и	1	3
еще не	4	4
он сам	1	1
в конце	1	2
на все	2	2
необходимым образом	3	1
тех или	4	2
и тогда	2	3
и на	5	1
всегда и	3	1
от обычного	1	1
достоевского в	1	1
есть то	5	1
личность как	4	2
вообще не	1	1
стало быть	15	10
мифический образ	1	6
только так	4	1
тому как	4	1
или иную	2	1
но вот	1	2
в недра	1	1
в самом	2	5
мы еще	2	1
в то	6	6
никогда не	2	9
можно ли	1	3
как оно	1	1
так же	4	2
решительно ко	1	1
без всякого	2	4
так что	6	7
сущности это	1	1
себе ровно	1	1
жизни так	1	1
функциях и	1	1
самых разнообразных	1	1
не в	8	8
говоря о	1	1
есть в	4	2
и во	2	1
тут дело	1	2
как это	2	7
что этот	2	3
с чем	1	1
мифология –	2	2
речь идет	1	1
и личность	1	2
я думаю	2	1
вечности не	1	1
мы это	1	2
это все	2	2
поэтому если	1	2
этого последнего	1	2
как бы	14	14
в москве	1	1
обоих случаях	1	1
явно что	3	1
в глаза	1	1
себе и	2	3
всех своих	1	1
тем или	2	2
несколько слов	1	1
он может	1	2
нет и	2	1
поэтический образ	3	7
только то	1	4
не знали	1	1
будто бы	1	3
миф в	1	1
в установлении	1	1
личности т	1	1
свою историю	2	1
мы можем	3	1
наконец и	1	1
мы всегда	2	1
что не	3	6
и пр	9	5
а не	18	16
путем отграничения	1	1
значит что	9	12
и объекта	5	4
каком смысле	1	1
если мы	5	2
превращается в	1	1
в меру	5	4
тотчас же	3	1
все те	1	1
но личность	1	1
будет ли	3	2
как же	5	3
и ее	8	1
хода явлений	1	1
он всегда	2	2
не стану	1	2
абсолютная мифология	19	1
нами выше	1	2
можно и	2	1
только одно	1	2
в один	3	3
на своем	1	1
в целях	2	3
есть метафизическое	1	1
– совершенно	4	3
диалектика требует	1	1
мифология не	2	1
с ее	10	2
и другое	2	1
он есть	7	3
что оно	7	4
при помощи	3	1
личность в	1	2
это было	2	3
– в	15	8
чем мы	1	1
тут не	2	3
есть обязательно	2	1
и истории	3	1
с целью	1	2
вот почему	3	1
они почти	1	1
у достоевского	2	1
отрешенность от	1	10
человека и	2	2
я сейчас	1	1
что же	2	2
образ его	1	1
чтобы быть	1	1
и их	2	3
весь мир	2	1
вопрос о	2	3
не переживает	1	2
в которой	2	2
к нему	1	4
ничего не	17	3
это-то и	2	1
что по	2	2
предыдущем изложении	1	1
когда же	2	1
если он	1	1
что они	4	6
можно прямо	1	1
субстанциальное утверждение	1	1
только потому	3	2
и вечность	1	2
мы ее	1	1
себе черты	1	1
но только	5	3
и теперь	1	1
быть только	1	2
надо было	3	1
в сущности	5	2
или иной	1	1
вещь с	1	1
и здесь	1	1
о мифе	3	1
хочет быть	1	3
ни воля	1	2
ее с	1	1
при этом	2	4
того что	13	6
бы было	1	1
не содержит	1	1
но что	5	7
алогической стихии	1	1
и она	1	2
и тут	3	3
что иное	8	3
не выдумка	2	1
миф –	3	2
сама по	5	7
это ведет	1	1
одну общую	1	1
откуда и	1	1
только по	1	1
смысла и	3	2
или другого	2	1
обеих сфер	1	2
же это	5	4
нисколько не	2	4
– личности	1	1
то ни	4	1
что это	13	10
быть если	1	1
бытие есть	1	1
говорит о	3	1
е что	2	1
нечто совершенно	1	2
е прежде	1	1
на что	2	1
и часто	2	2
личности а	2	2
от них	1	1
вечности хотя	1	1
поэтического образа	1	2
обычного хода	1	1
в одну	3	5
в собственном	3	1
есть та	1	3
она есть	10	9
еще с	1	1
итак миф	1	2
даже в	1	3
мы имеем	5	3
реальное бытие	1	1
другой ее	1	1
лучше говорить	1	1
того и	1	2
по-видимому и	1	1
сама жизнь	1	2
времен а	1	1
его и	1	1
своем инобытийном	1	1
так и	5	10
вещи и	2	3
– ничего	1	1
целью является	1	1
всегда то	2	1
или другой	3	3
д в	1	1
но как	2	5
что тут	7	4
становления так	1	1
к поэзии	1	2
которая имеет	2	1
ничего специфически	1	1
формула мифа	2	1
