4gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_4gram
заключается в том что	4	4
в том числе и	1	1
мы имели в виду	1	1
но вместе с тем	1	4
между тем и другим	1	2
то же самое время	1	1
корни этой логики и	1	1
речи по сравнению с	1	1
так же точно как	1	1
означает в то же	1	1
в эгоцентризме мысли ребенка	1	1
в том что для	1	1
которое опирается и пиаже	1	1
бессознательности которую порождает этот	1	1
если можно так выразиться	1	1
совершенно то же что	1	1
нас к выводу что	1	1
одно и то же	1	2
эгоцентризм ребенка сопровождается известной	1	1
на которое опирается и	1	1
а с другой стороны	1	2
и в известном смысле	1	2
собой единое целое и	1	1
эгоцентризме мысли ребенка до	1	1
само собой разумеется что	1	1
в том что в	2	1
с этой точки зрения	4	1
оказывается не в состоянии	2	1
в то время как	4	4
не приниматься в расчет	1	1
связи функций между собой	2	1
и в известной мере	1	1
все более и более	1	2
так же как невозможно	1	1
еще в высшей степени	1	1
для того чтобы сделать	1	1
вещи к самой себе	1	1
с одной стороны и	1	1
одной и той же	1	2
лежат в эгоцентризме мысли	1	1
и в бессознательности которую	1	1
привел к тому что	1	1
такой же мере как	2	1
и что отдельные функции	1	1
представляет собой единое целое	1	1
ребенка сопровождается известной бессознательностью	1	1
отличаются друг от друга	1	1
наши исследования показали что	1	1
же мере как и	2	1
но с точки зрения	1	1
то время как в	1	2
по своей природе и	1	1
мы могли бы сказать	2	2
которую порождает этот эгоцентризм	1	1
единое целое и что	1	1
межфункциональных связей и отношений	3	1
мы видим таким образом	1	3
как мы увидим в	1	1
мы не станем излагать	1	1
до лет и в	1	1
в собственном смысле слова	1	1
в результате этого исследования	1	1
одного предмета на другой	1	1
шаг за шагом за	1	2
так же как и	1	4
мысли ребенка до лет	1	1
отношение вещи к самой	1	1
что сознание представляет собой	1	1
в первом школьном возрасте	1	1
целое и что отдельные	1	1
в такой же мере	3	3
ребенка до лет и	1	1
и которая заключается в	1	1
лет и в бессознательности	1	1
в том что он	2	1
этой логики и причины	1	1
приниматься в расчет при	1	1
проистекает из того что	4	1
сознание представляет собой единое	1	1
в тех случаях когда	1	1
в умственном развитии ребенка	1	1
частный случай более общего	1	1
которая заключается в том	1	1
в бессознательности которую порождает	1	1
ответ на этот вопрос	2	2
для того чтобы выяснить	1	2
видим таким образом что	1	3
в то же самое	1	1
вопроса об отношении между	1	2
в школьном возрасте в	1	1
на пороге школьного возраста	4	2
вперед по сравнению с	2	1
именно в этом возрасте	1	1
заключается в том чтобы	1	1
что именно в этом	1	1
того что мы знаем	1	1
могли бы сказать что	1	2
положительный ответ на этот	1	1
сливаются друг с другом	1	1
