2gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram
свою силу	1	2
как функция	2	1
развития понятий	2	13
звеном между	1	2
применительно к	1	1
все же	3	5
качестве понятия	1	1
развития эта	1	1
мышление в	4	4
в виду	1	3
речи и	28	1
в область	1	1
среднее место	1	1
эпоху в	1	1
их развитие	1	1
из основных	3	4
теоретической и	1	1
по нашему	1	2
ко всей	2	2
настоящая работа	1	1
с полным	1	2
то сейчас	1	1
что говоря	2	1
мышления на	2	2
пиаже не	4	2
мышления значительно	1	1
в собственном	5	7
эти понятия	2	3
пиаже что	1	1
исследований что	1	1
что развитие	1	6
чтобы определить	1	1
реального хода	1	1
в состоянии	2	1
хода развития	1	5
ребенка к	3	3
бы назвать	1	2
слова и	5	5
связанных между	1	1
к какому	1	1
даже в	2	2
готово когда	1	1
из него	1	2
его взрослых	1	1
и к	4	5
к известному	4	2
правильно указывает	1	1
в наших	3	2
привел к	2	1
в традиционной	1	1
независимо от	6	1
как о	1	1
в развитии	12	25
всегда готово	1	1
это понятие	2	1
мышлением и	3	4
что при	1	2
иначе как	1	2
заключающийся в	1	1
самой себе	1	1
нашего исследования	8	4
том виде	1	2
его самых	2	1
так и	5	5
ключом к	2	4
не является	9	5
существующих между	1	1
итак мы	1	1
мы наблюдаем	1	2
когда мы	1	2
и у	1	2
один и	1	7
у них	1	1
самых существенных	1	1
исследования не	1	1
эксперимент мы	1	1
находит свое	1	2
в известном	2	2
тем самым	5	7
всем их	1	2
то что	17	15
действительности и	1	1
более ранней	1	1
рассматривается как	2	1
исследования в	4	2
ситуации и	1	1
связи в	1	1
и от	3	3
как слово	1	1
основной вывод	1	1
в каком	3	2
никак не	1	2
этих данных	1	1
впервые с	1	1
между звуком	1	1
мышление принимает	1	1
наряду с	1	3
по которым	1	1
возникает вопрос	1	1
очень рано	2	2
принципиально нового	1	2
переходе от	2	2
все его	1	1
в одном	4	1
понятия которое	1	2
в свою	4	2
тот факт	1	1
к все	1	1
мышления что	3	2
в высшей	4	2
на отдельные	3	1
всегда оказывается	1	1
спонтанными понятиями	1	1
той же	2	6
мышления и	40	14
не иначе	1	1
та же	1	1
гласящее что	1	1
объединения этих	1	1
непременно требует	2	1
новых свойств	1	1
и детской	1	1
может иметь	1	1
связи с	3	3
от мышления	1	2
что перед	2	1
ни в	4	3
же точно	9	1
к одному	1	6
это построение	1	1
нигде не	2	1
и той	2	4
между собой	5	5
то время	5	1
лежат в	1	1
что в	14	19
мы указывали	1	3
психологической природы	4	1
решение этой	1	1
мы поэтому	1	1
нас в	1	3
он является	1	1
ребенка может	1	1
друг от	3	1
и iv	1	1
для объяснения	1	2
пиаже в	6	1
в своей	4	7
слов развиваются	1	3
как раз	4	1
положения пиаже	1	1
научных понятий	2	28
но если	1	1
друг с	4	7
на первый	2	4
этого мышления	1	1
когда оно	1	2
в основе	8	17
что можно	1	1
стороны как	1	1
совершенно иначе	1	1
этих двух	3	1
отрывается от	2	1
как только	1	2
настоящее исследование	1	1
мы пытались	5	2
и больше	1	1
стороны не	1	1
что она	4	1
между мышлением	2	1
все более	3	2
собой обобщение	1	1
о чем	2	1
когда готово	1	1
зависимости от	2	2
и что	5	8
что если	2	2
показал что	1	1
и высшими	1	1
эти три	2	1
какой-либо другой	2	1
особенностей детского	4	1
то станет	1	1
мы говорим	1	1
детского слова	1	1
ребенок не	4	2
которое мы	3	2
на этот	3	3
и отношений	2	3
к противоположному	1	1
и речи	38	2
целом и	5	2
детей в	3	1
указать на	1	1
бы мы	1	1
слова так	2	1
оказывается по	1	1
они представляют	1	2
видим таким	3	4
генетического анализа	1	4
до логического	1	1
все другие	2	2
как правильно	1	3
в вопросе	1	2
развитии мышления	8	1
биологической эволюции	3	1
наших исследований	1	1
ребенок произносит	1	1
сейчас же	1	2
из которых	3	1
это положение	4	5
мысли как	3	2
что эта	2	3
вопросе о	1	2
только не	1	5
на одном	1	2
образом как	1	2
в основу	2	2
представить в	1	1
слово а	1	1
между этими	6	2
не то	1	1
что все	4	3
не может	12	6
могут быть	3	7
о связи	1	1
если не	3	2
с психологической	2	2
связано с	2	1
между отдельными	3	3
предметов в	1	2
функции в	4	1
мы видели	2	6
отнюдь не	1	3
но который	1	1
к пониманию	2	3
в значении	1	2
действительности в	1	2
вся проблема	1	1
ребенка я	1	1
вместе с	9	8
этом вопросе	4	2
ними не	1	1
виде в	2	2
сознания и	3	1
он должен	2	1
свое выражение	1	1
такого рода	1	6
параллельно с	1	1
проходит в	1	1
окружающих его	1	1
мы знаем	1	1
в том	24	42
является то	2	1
в его	14	11
значения в	1	1
с развитием	2	1
процессов в	2	1
на две	3	1
на всем	2	2
как они	1	4
мы имели	1	5
внутренней стороне	1	1
и другим	2	1
не существует	1	1
не входит	1	1
существенным с	1	1
и мышлением	1	2
приводит к	4	3
мы конечно	1	1
о том	6	5
между тем	9	9
от того	6	3
является конечно	2	1
совершается в	1	2
чем он	2	1
процессе детского	2	1
и определение	1	1
моментов в	1	1
звуком и	2	1
психологической стороны	1	2
его не	3	1
на вопрос	2	1
эти особенности	1	1
существенно не	2	1
сила и	1	1
бы к	1	1
на то	5	5
мыслью и	7	2
то обстоятельство	1	3
в самой	1	1
во всей	4	4
теоретическое исследование	1	1
с помощью	13	31
в представлении	1	1
путем простого	1	2
можно сделать	1	1
и всегда	1	1
что между	2	1
которая не	1	1
развития детского	2	11
мы и	3	2
говоря словами	3	1
главным образом	2	1
как мы	5	13
в детской	2	1
эта работа	1	1
также в	1	1
ребенка т.е	1	2
как чисто	3	1
логических операций	1	1
по мере	4	4
к которым	1	2
может быть	14	12
заключает в	1	1
мышлению в	3	3
то в	1	1
и его	6	5
подтверждением этого	1	1
развития в	2	6
мышление при	1	1
мысли но	2	1
его мысль	1	1
в сфере	3	1
с таким	3	3
все больше	1	1
только тогда	2	1
как его	1	1
должны попытаться	1	1
в отношении	10	10
обобщения к	1	1
вопросу о	1	1
опыта даже	1	1
в школьном	3	5
между двумя	2	2
делает пиаже	1	2
ребенка не	2	7
это явление	1	1
относящееся к	1	1
поставить вопрос	1	1
в тех	1	1
мышления является	1	3
ли не	1	2
не на	1	1
с тем	7	6
какой мере	2	1
пиаже уже	2	1
на развитие	1	1
в виде	2	3
я не	3	1
который в	3	1
слова которое	1	1
каком их	1	1
из этого	5	1
образом что	3	4
наблюдений над	1	1
типа и	1	1
мысли с	1	1
детской речи	9	2
генетической точки	3	1
невозможно и	1	1
бы в	5	3
представления и	1	2
вслед за	2	2
всегда непонятно	1	1
понятиями и	1	1
иным как	1	1
в мышлении	1	21
виде или	1	1
отличие от	1	2
показать как	1	1
на которых	2	1
его к	1	4
сравнению с	5	3
стороны его	1	1
опыты показали	1	1
самого последнего	1	1
всякую возможность	1	2
поведении человека	1	1
этой теории	1	4
и действительно	1	1
иначе чем	2	3
и других	3	3
говорит об	1	1
одном и	1	1
со стороны	1	3
для них	1	1
действительно говорит	1	1
значения для	1	1
особенности детского	3	1
уже сказано	6	4
рассматривать как	1	2
и между	1	6
и второй	1	2
как он	3	4
мы хотели	3	1
одно из	2	1
мы встречаемся	1	1
в таком	1	2
нас к	8	3
стоит и	1	1
в частности	2	5
как говорит	2	2
детей у	1	1
то он	1	1
и связей	1	2
как процесс	1	1
в следующем	1	2
показывает что	3	2
характер мышления	1	1
на этой	1	1
с генетической	4	1
анализа в	1	1
значение слова	5	7
и даже	2	1
за этой	2	1
может не	3	2
ii и	1	1
вопроса о	2	2
когда мысль	1	1
и тем	6	8
того чтобы	17	7
и при	2	4
в своих	5	1
только в	6	10
в смысле	2	4
речи мы	4	1
он стремится	1	1
и значение	1	1
другой стороны	9	9
мышление ребенка	3	3
в этой	7	3
процессов понимания	1	1
отношению к	7	1
само по	1	1
в психологическом	4	1
мышления для	2	1
не могли	2	1
частную проблему	1	1
к выводу	4	2
идет о	2	3
этим именем	1	4
то и	3	1
т.е в	1	1
всяком случае	3	3
которая заключается	1	1
помощью этих	1	1
всех исследований	1	1
значении слова	2	3
мысль ребенка	7	1
к этому	4	4
но для	1	2
характера мы	1	1
как в	4	5
и я	2	1
нас проблемы	2	2
во всяком	3	4
же о	1	1
характер этих	1	1
и не	9	8
но вместе	4	2
мы уже	1	5
и та	1	1
со всеми	2	3
который он	1	1
выше мы	1	1
лежит в	2	1
книге и	1	1
своих опытах	1	1
психологии но	1	1
таким образом	26	25
думается нам	1	2
эти обе	1	1
нами с	1	1
тем более	5	1
конечные результаты	1	1
и вниз	1	1
больше того	2	1
понятий и	4	9
детской мысли	13	17
всеми остальными	2	1
связанные с	1	1
связаны в	1	1
время не	1	1
о своих	1	1
тогда когда	3	8
сравнению со	1	1
ребенка и	5	9
тем что	6	7
одно и	2	6
уже в	3	6
всего процесса	1	1
одинаковой мере	1	2
в плане	1	1
значения слова	3	8
и мышления	11	3
мысли ребенка	1	3
не только	16	15
в наши	2	2
вплотную к	1	1
он не	5	1
в основном	1	1
говорит он	15	5
смысле этого	3	7
ребенка в	8	4
все эти	4	5
что из	1	1
в данном	2	2
к целому	1	1
как уже	7	4
ребенка это	4	2
мышления а	1	3
в истории	1	10
внешнее сходство	1	2
и потому	2	1
слова в	1	9
целого ряда	1	2
чем анализ	1	1
содержит в	1	2
это противоречие	1	1
с самого	8	1
мысли по	2	1
в их	3	12
поэтому не	1	1
того в	1	1
основе этого	1	2
в себе	6	10
в одинаковой	2	2
с той	2	2
в большей	1	1
психологических функций	1	1
шага в	1	1
на его	1	3
мы постараемся	1	2
между ними	2	4
как известно	3	3
к тому	4	6
впервые в	1	1
значении этого	1	1
ребенка он	1	1
на основе	1	10
мышления она	1	1
таким же	1	2
что вся	1	1
не оставляет	1	1
в животном	1	1
ребенок с	1	1
исследования и	6	1
образование понятий	1	5
проблему развития	1	1
перед нами	5	5
основной формой	1	1
говорит один	1	1
одной стороны	9	9
развития детской	1	2
как если	2	1
за шагом	2	1
отличает эти	1	1
говорили выше	2	3
раньше чем	1	5
и те	2	4
интересующей нас	2	4
теории в	1	1
среди детей	2	1
из них	1	4
с другом	4	7
наблюдаем в	1	1
первый план	2	4
этими двумя	2	2
и для	1	4
что только	1	1
и слова	1	1
в области	3	4
исключает всякую	1	2
отношении всякого	1	1
целого на	1	1
но даже	1	1
вообще и	1	1
обобщение но	1	2
отличается от	1	2
что отличает	1	1
настолько же	1	1
мышления если	1	1
его теории	1	1
у ребенка	6	13
обстоятельство что	1	3
нам думается	6	1
целую эпоху	1	1
всех остальных	3	2
ступени развития	2	2
которые мы	2	3
по себе	5	1
мышлении ребенка	2	6
и является	1	3
не менее	1	3
к нашему	1	1
еще не	1	2
привести к	1	2
целый ряд	4	5
пиаже также	1	1
не столько	4	1
целым рядом	1	1
теоретических построений	1	1
попытка вывести	1	1
представляют собой	2	1
и которая	2	2
же самое	3	7
объективной связи	1	1
но на	1	1
в конце	2	1
форму мышления	1	1
на все	3	3
к мысли	2	2
стороны мы	1	2
а в	2	2
говорит относительно	1	1
среды и	1	1
тому что	5	4
мы полагаем	1	1
каждом шагу	1	6
поведения в	1	2
так например	1	1
всего в	2	1
положение в	1	1
готово понятие	1	1
и более	5	7
представляет собой	11	3
только с	1	1
мы вправе	2	1
слов и	1	1
видели уже	1	1
своей природе	2	1
на которую	1	1
и мыслью	1	1
остановиться на	1	2
ребенка как	4	2
не исчезают	1	1
тех отношений	1	1
в поведении	3	1
с первого	1	3
с теоретической	1	2
в своем	3	4
на которой	2	1
стороны и	1	2
одного из	3	1
в нашем	2	4
подробно на	1	1
и на	8	6
в ходе	8	4
вплоть до	1	1
в различных	1	1
не имеют	1	3
которые в	1	4
от друга	3	1
заслуживает названия	1	1
к другу	2	1
свет на	1	1
затруднения и	1	1
его мышления	3	1
стадию в	1	2
на которое	1	2
анализа и	1	2
за простой	1	1
истинном значении	1	1
ли они	1	1
мотивов и	1	1
с которыми	1	1
целом мы	1	2
теории пиаже	8	2
наших глазах	1	1
для тех	1	1
вообще не	1	2
к построению	1	2
плодотворным и	1	1
сложных психологических	1	1
для того	15	5
и мышление	4	3
детского развития	3	3
при переходе	2	1
поведение человека	1	1
мысли пиаже	3	2
детского мышления	34	24
как и	14	9
означает в	1	1
собой в	1	1
для пиаже	3	1
должен был	1	1
тому как	1	2
числе и	1	2
думается что	5	1
по законам	1	2
потому что	6	12
представлений и	1	3
на котором	1	2
нуждается в	2	1
что с	2	4
значения слов	1	3
вывод что	1	1
в самом	7	6
ожидать что	1	2
развиваются в	1	1
по этому	1	1
видит в	1	1
с неизбежностью	1	2
мышлении и	7	2
в то	7	1
время от	1	1
поэтому в	2	1
по отношению	7	1
никогда не	2	5
и то	3	10
своеобразного пути	1	1
этом отношении	4	7
что к	1	1
к такому	1	1
для примера	1	1
раз в	1	2
ставит в	1	1
своем исследовании	1	1
слова не	1	3
и в	23	20
все время	6	4
как оно	1	2
связаны с	1	1
так же	16	11
эти различные	1	1
так что	1	3
спонтанных понятий	1	10
благодаря тому	2	1
приводят к	1	3
и начинает	1	1
не просто	1	2
так как	7	10
научного знания	1	1
последнего времени	1	2
им из	1	1
но не	4	3
анализа не	1	1
не имеющих	1	1
понятий ребенка	3	4
развитии детской	1	1
исследование которое	1	1
и том	1	1
и свойств	1	1
такой же	3	2
ключ к	2	4
что функция	1	1
формы мышления	2	3
не в	4	4
лежащих в	1	2
развития ребенка	1	7
этом неизбежно	1	1
пиаже если	1	1
вопрос в	1	1
в полном	1	1
развития его	1	3
то как	1	2
по мнению	1	2
этого факта	3	1
основной задачей	1	1
на этом	2	3
мы должны	5	11
как показывает	1	2
мы пытаемся	1	1
в которых	3	1
по существу	4	3
оба эти	3	1
представить себе	5	2
бы он	2	1
почти совершенно	1	1
к гипотезе	1	1
являются как	1	1
традиционной психологии	2	1
и пиаже	3	1
научных и	1	2
нами пути	1	1
до самого	1	1
школьного возраста	3	2
если речь	1	1
в центр	1	1
собой те	1	1
нечто подобное	2	1
образованию понятий	1	1
раз и	1	1
центр внимания	1	1
как это	2	9
для ребенка	1	2
который не	1	2
отношении к	1	1
нами в	2	4
что этот	2	2
исследовании мышления	1	1
с этим	6	5
словом и	2	4
что оба	1	1
тех же	2	1
показали что	4	4
речь идет	2	5
и с	9	4
взрослых людей	1	2
просто в	1	1
точного знания	1	1
предположить что	1	1
к годам	3	1
другом в	2	1
пример того	1	1
