3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part7_wordlist_3gram
в слове и	1	1
силу того что	1	2
для того чтобы	18	7
всей нашей работы	1	1
о том что	4	3
этой точки зрения	4	2
на то что	4	3
если только не	1	1
что иное как	1	1
они будут служить	1	1
к внутренней речи	3	1
могли бы сказать	2	3
как и в	3	2
и вместе с	2	2
зависимости от этого	1	2
с помощью этого	1	2
мышления в целом	1	1
этом и заключается	1	2
речи в этом	2	1
развитии детской речи	1	1
той или иной	1	2
что и в	1	5
мы могли бы	4	7
одним и тем	2	1
в зависимости от	1	5
или на цилиндре	1	1
по своему функциональному	1	1
знак равенства между	1	1
по своей психологической	3	2
так же точно	3	3
том что она	2	1
в том что	13	17
для социальных приспособлений	1	1
все же в	1	2
представляет собой такое	1	1
ребенка этого возраста	1	1
показывает что в	1	1
с таким образом	1	1
самого начала в	1	1
то что ребенок	1	3
проследить их образования	1	1
так же как	7	6
не станем останавливаться	1	1
стадии где они	1	1
в отличие от	2	6
коротких замыканий и	1	2
по характеру до	1	1
и речи есть	1	1
слово входит в	1	3
кроме того что	1	1
речи ребенка мы	1	1
до их конечной	1	1
что речевое мышление	1	1
том числе и	1	1
имелось бы так	1	1
ребенок таким образом	1	1
в пользу того	1	2
это имеет место	1	1
так как в	1	1
в собственном смысле	3	6
каждой возрастной ступени	1	2
с самого начала	7	6
будут служить для	1	1
таким образом по	1	1
со взрослым в	1	1
сама по себе	1	1
в функциональном и	3	1
внутренняя речь не	1	1
ее других свойств	1	1
с внутренней речью	4	1
в последнее время	2	3
с точки зрения	21	1
входит в структуру	2	3
речь для себя	13	1
мы не можем	3	1
в этом смысле	1	2
принципиально ничем не	1	1
остается тем же	1	1
и ослаблению других	1	1
и речи в	2	2
и функциональных особенностей	2	1
все что мы	3	2
лежащие в основе	1	1
речь в этом	2	1
были бы неузнаваемы	1	1
который мог бы	1	1
все скрытые процессы	1	1
речи к шепоту	1	1
само по себе	1	2
идет впереди его	1	1
служить для индивидуальных	1	1
и связанное с	1	1
речи то и	1	1
характеру до их	1	1
заключается в том	4	7
в развитии мышления	2	6
того что она	1	1
на ряд отдельных	1	1
не только в	1	1
мы стремились показать	2	1
к той же	1	1
как мы уже	1	2
не для социальных	1	1
свете наших экспериментов	1	1
то положение что	1	1
ребенка и взрослого	1	7
в детском возрасте	1	2
социализации детского мышления	1	1
как и для	1	1
возникающая на основе	1	1
эгоцентрическая речь ребенка	5	1
скажем только что	1	1
речи тем не	1	1
благодаря этому возникает	1	3
является в этом	1	1
представляется в свете	2	1
сокращений коротких замыканий	1	2
что эта связь	1	1
и что мы	1	1
таким образом приходим	1	1
от внутренней речи	1	1
могли развернуть все	1	1
тот факт что	1	5
совершенны и социальны	1	1
процессы и записать	1	1
по своему строению	5	2
с помощью речи	1	2
же как и	2	4
не может возникнуть	1	1
же в них	1	1
и структурном отношении	3	1
контакт между ребенком	1	1
одного из авторов	1	1
анализ показывает что	1	1
так как этот	1	1
между мышлением и	2	1
в свою очередь	2	2
функционального и структурного	1	2
по отношению к	5	2
с другой стороны	1	3
не проследить их	1	1
мышлением и речью	2	1
мы могли развернуть	1	1
мышления и речи	6	18
и том же	1	1
мы остановимся в	1	1
