3gram	Tiupa_LitereturaIMentalnost_partition_part1_wordlist_3gram	Tiupa_LitereturaIMentalnost_partition_part2_wordlist_3gram
жизни и в	1	1
коммуникативная стратегия сверхтекста	2	1
народного пути иллюстрация	1	1
к труду со	1	1
из того что	1	2
может быть названа	1	1
[] на наш	1	1
по характеристике и.п	1	1
онтологизм эстетического откровения	1	1
сублимация субъективности самоактуализация	1	1
по сути своей	1	1
всеединая основа не	1	1
можно было бы	1	1
к управлению слов	1	1
свое частное бытие	1	1
то ни было	1	1
основа не подавляет	1	1
эстетической деятельности как	1	1
культуры уединенного сознания	1	5
одном из таких	1	1
о том что	2	2
на единой всеобщей	1	1
очерк третий неотрадиционализм	1	1
этой точки зрения	1	3
и то что	1	2
мы имеем дело	1	1
воплощение культурной инерции	1	1
дискурс власти коммуникативная	1	1
креативного и рецептивного	1	1
напротив взаимно полагают	1	1
и культуры в	1	2
художественная деятельность мыслится	1	2
самим собою без	1	1
на самом деле	1	1
крестного пути иллюстрация	1	1
в том числе	2	1
они не исключают	1	1
все той же	1	1
транстекстуальности онтологизм эстетического	1	1
в русской классической	1	3
не поглощает частных	1	1
традиция и индивидуальный	1	1
в-третьих эта всеединая	1	1
не говоря уже	2	2
самотрансценденция гетеролиризм своего	1	1
новозаветный хронотоп крестного	1	1
быть не может	1	1
очерк второй соцреализм	1	1
явления художественной культуры	1	1
дезактуализации идеологема врага	1	1
прежде всего в	1	3
между я и	3	2
власти коммуникативная стратегия	1	1
в исторической жизни	1	1
границы соцреализма культура	1	1
свое собственное слово	1	1
сознания дискурс власти	1	1
на причастность к	1	1
ответственности коммуникативная стратегия	2	1
и заодно с	1	1
характеристике и.п смирнова	1	1
на этом полюсе	1	1
в стихах и	1	1
взаимно полагают себя	1	1
соцреализм границы соцреализма	1	1
героика дезактуализации идеологема	1	1
третий неотрадиционализм постановка	1	1
подавляет и не	1	1
а.а ахматовой диктатура	1	1
на наш взгляд	3	5
замечает и.п смирнов	1	1
по и.п смирнову	1	1
может быть это	1	3
субъективности самоактуализация как	1	1
реабилитация художественности самоактуализация	1	1
культуры в целом	1	2
в том что	5	11
соцреализма а.а ахматовой	1	1
эта всеединая основа	1	1
в целом ряде	1	1
гетеролиризм своего другого	1	1
то же время	9	5
битве со смыслами	1	1
целого а утверждают	1	1
другого новозаветный хронотоп	1	1
причастности к исторической	1	1
в е годы	2	2
дает им полный	1	1
тем не менее	2	2
в соответствии с	1	1
и прежде всего	1	3
в равной степени	2	1
литературного процесса в	1	1
этом полюсе художественной	1	1
по крайней мере	2	1
в свою очередь	1	1
не исключают целого	1	1
бы то ни	1	1
вызвать свое собственное	1	1
по отношению к	3	2
в конечном счете	5	4
в равной мере	1	1
отношению ко всему	1	1
с другой стороны	4	1
в отличие от	1	5
при этом как	1	3
