3gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_3gram
у нас в	1	2
нам суждено в	1	1
и художественного образа	1	1
в аллегории мы	1	1
и все они	2	1
в той или	7	2
от символа и	3	1
в том чтобы	2	1
как мы только	1	1
также и то	1	4
для того чтобы	2	1
необходимо сказать что	3	2
о том что	3	3
на то что	1	1
этой точки зрения	1	2
что иное как	2	4
начала до конца	1	1
на самом деле	3	2
являются не просто	1	1
не только не	4	1
как и в	1	1
у гоголя и	1	2
в войне и	1	1
с другими соседними	1	1
и тем не	3	3
сих пор мы	1	1
в отвлеченном виде	1	1
более или менее	2	1
если принять во	1	1
из которых состоит	1	1
самим пушкиным и	1	1
сливаются в одно	1	1
той или иной	11	8
яснее если мы	1	1
мы только что	1	1
по себе а	1	3
в символе и	1	2
в том смысле	2	3
чем иным как	2	1
случае не является	1	1
было бы весьма	3	1
и в частности	2	2
художественный образ тоже	1	1
об этом мы	1	1
такого рода конструкции	1	1
в том что	8	9
символ а не	1	1
нам представляется что	2	1
хотя и не	2	2
европу прорубить окно	1	1
не в самой	1	1
во время войны	1	1
так же как	1	1
до того что	1	1
иметь в виду	1	1
равно как и	1	1
в натуралистическую копию	1	1
в смысловом отношении	2	1
не имеет ничего	2	3
пройденный нами путь	1	1
которые находятся в	1	1
для нас и	1	1
с чем мы	1	1
можно назвать символом	1	1
одна к другой	1	2
символ потому что	1	2
как мы сказали	1	1
уж во всяком	2	3
вдохновенный раздался звучный	1	1
в то же	2	4
нет никакой возможности	2	1
вовсе не являются	2	1
по себе и	1	1
сама по себе	2	8
символ отличается от	2	2
в таком случае	1	4
с точки зрения	11	2
мы убеждаемся в	1	1
идейная образность или	1	3
то тем самым	1	1
или иной мере	3	2
смысле слова поскольку	1	1
как будто бы	2	3
тут перед нами	2	1
как и во	1	1
взятый сам по	2	2
тоже является символом	2	1
здесь не только	1	1
ни в чем	1	2
крайней мере в	1	1
ни на какой	1	1
и ни в	3	2
божественная комедия данте	2	1
но если бы	2	1
характером и не	1	1
и когда мы	1	1
и тоже есть	1	1
ничего общего ни	2	1
вплоть до их	1	1
и от мифа	1	1
само по себе	1	3
убеждаемся в том	2	1
сами по себе	2	6
ничто не мешает	1	2
о том как	1	2
всяком художественном образе	1	1
заключается в том	2	3
ту или иную	1	1
уже во всяком	1	2
другие структурно-семантические категории	2	1
т д и	1	4
к какому ее	1	1
не только в	4	2
не есть ни	2	3
то ни было	1	3
и может быть	1	1
и тем более	2	2
в теогонии гесиода	1	1
и начала xx	1	1
значит что и	1	1
числом десятичных знаков	1	1
такое обобщение которое	1	1
дело не в	2	2
как раз и	1	4
подлежащая разложению в	1	1
никак не может	1	2
обратить внимание на	1	1
и не очень	1	1
должны сказать что	1	3
и потому что	1	1
чем же в	2	2
есть другими словами	1	1
только при помощи	2	2
лиц и событий	1	1
что они слишком	1	1
говорить о том	1	1
если иметь в	1	1
всякий художественный образ	1	2
тех или других	1	1
то есть чисто	1	1
не есть символ	1	4
же самое можно	2	1
там и здесь	1	3
же как и	1	2
а дело в	1	1
может быть даже	1	3
есть символ но	2	1
художественной метафорой ни	1	1
сказать и о	1	1
и если мы	1	2
и не в	1	1
потому что дело	1	1
совсем другое дело	1	1
не обходится без	2	1
всерьез а только	1	1
но даже и	4	4
к другой и	1	1
с другой стороны	6	5
всегда есть нечто	1	2
то что здесь	1	1
по определенному закону	2	1
уже символ второй	1	1
несет с собой	1	1
прочих структурно-семантических категорий	1	1
является и ее	1	1
есть не что	2	4
даже и очень	1	1
это вовсе не	1	4
образ тоже есть	1	1
но никак не	2	3
нет ничего общего	2	1
которая так и	1	1
к тому же	2	1
и только в	2	2
точно так же	3	3
друг к другу	1	1
хотя часто и	1	1
в каком случае	3	2
того или иного	3	3
том смысле что	1	3
в том виде	2	2
не значит что	1	2
это и не	2	3
ни аллегорией ни	1	1
начала xx в	1	2
тогда-то свыше вдохновенный	1	1
уже по одному	2	1
xix и начала	1	1
более общее и	1	1
дело в том	1	3
для тех или	1	1
есть символ в	1	1
не скажет что	1	1
чем не заинтересованного	1	1
это можно было	1	1
образом отличать от	1	1
и от аллегории	1	1
он не просто	1	1
каком случае не	3	1
вовсе не является	2	2
не просто художественное	1	1
сказать что если	1	1
поскольку в аллегории	1	1
самый настоящий символ	1	2
конца xix и	1	1
нашем смысле слова	10	1
ни аллегория ни	1	1
а не просто	1	3
когда мы произносим	1	1
здесь не в	2	3
одно нераздельное целое	5	1
можно сказать о	1	1
в художественном образе	1	1
самом же деле	2	4
что тут перед	1	1
а может быть	1	1
и тем что	1	1
д и т	1	4
и т д	3	13
в каком виде	1	1
все такого рода	2	2
в одно нераздельное	5	1
суждено в европу	1	1
также и закон	1	1
то это значит	1	2
с бесконечным числом	1	1
символа а не	1	1
том что всякий	1	1
структурно-семантических категорий в	3	1
такого рода эмблемы	1	1
во всяком случае	4	6
общего ни с	2	1
число в арифметике	1	1
как в аллегории	2	1
или образная идейность	1	3
той или другой	3	4
отнюдь не всякий	1	1
и то что	1	7
самое можно сказать	1	1
вся эта картина	1	1
взятый в чистом	1	1
не менее в	1	1
тут идет речь	1	1
а еще и	1	1
под него тоже	1	1
подпадающих под него	2	2
или в виде	1	1
на самом же	2	4
других структурно-семантических категорий	1	1
смысле слова символ	1	1
к тому что	1	1
нас не только	1	1
однако вовсе не	1	1
вовсе не есть	2	8
другое дело когда	1	1
что здесь мы	1	1
и не было	2	1
символ в прямом	1	1
по сравнению с	1	2
не что иное	2	4
итак символ отличается	1	1
отнюдь не является	1	2
несмотря на свою	1	1
мы хотели бы	2	1
жизни андрея болконского	1	1
войне и мире	1	1
что дело здесь	1	1
и как бы	1	2
в связи с	3	7
но отнюдь не	1	1
именно потому что	1	3
по крайней мере	6	5
бы то ни	1	4
символ второй степени	1	3
взятое само по	1	2
раздался звучный глас	1	1
сам по себе	6	6
и чистая художественность	1	1
художественные образы и	1	1
песни якова в	1	1
указывает на нечто	1	2
в нашем смысле	10	2
далеко не все	1	1
в начале или	1	1
то есть он	1	2
том виде как	2	2
нечего и говорить	1	1
так и в	1	1
природой здесь нам	1	1
аллегория ни олицетворение	1	1
тоже есть нечто	1	1
с одной стороны	1	1
изображенная здесь картина	1	1
том или другом	1	1
каких бы то	1	1
в медном всаднике	1	1
и без этого	1	1
едва ли кто-нибудь	2	1
разложению в бесконечный	1	1
только потому что	1	2
только в очень	1	1
так же и	1	1
не является просто	1	1
во все эти	1	1
ничего другого кроме	1	1
связи с той	1	1
взятые сами по	1	4
нераздельное целое однако	1	1
всякий символ есть	4	2
не всякий символ	3	1
они вовсе не	1	1
мы сейчас и	1	1
художественным произведением но	1	1
символа и от	1	1
и более абстрактное	1	1
в чистом виде	2	2
и во всяком	3	1
в чем же	1	1
содержит в себе	8	3
если бы он	1	1
что же касается	1	4
всяком случае не	1	1
общее и более	2	1
действительности и самой	1	1
дело вовсе не	1	2
только в том	3	1
то время как	2	4
что единственный способ	1	1
одно и то	1	3
нечто иное чем	2	1
в настоящее время	1	2
в самой этой	1	1
это значит что	7	2
с начала до	1	1
только в результате	2	1
с этой точки	1	1
не чем иным	2	1
не то чтобы	1	1
в том или	2	2
общее и единичное	1	3
если не прямо	1	1
еще не есть	1	2
природы и общества	1	2
в чем не	1	2
только то что	1	2
заключается не в	1	1
в аллегории и	1	1
же в таком	1	1
бесконечный ряд всевозможных	1	1
мы говорили выше	1	1
можно было бы	4	3
у нас выше	3	2
несет на себе	1	2
смысле слова и	1	3
о том или	1	1
мы должны сказать	2	3
а то что	2	2
только в виде	2	1
это и есть	1	1
бы даже и	3	1
в первую очередь	1	3
в античной мифологии	1	1
на нечто иное	2	1
образность или образная	1	3
эмблема есть символ	1	1
то и другое	3	1
вовсе не так	1	1
и больше ничего	2	2
отличается и от	1	1
дело здесь не	1	3
и единичное в	1	1
на первый взгляд	1	2
даже и не	2	4
что не только	1	1
по себе но	1	1
художественного образа в	1	1
свыше вдохновенный раздался	1	1
и не просто	2	1
имеет ничего общего	2	3
в то время	2	4
это не значит	1	1
быть даже и	1	1
смысле слова но	3	1
еще и потому	1	1
здесь нам суждено	1	1
к выводу что	1	1
и говорить о	1	1
сказать что в	1	1
в европу прорубить	1	1
бесконечным числом десятичных	1	1
при условии их	1	1
структурно-семантические категории в	1	1
тем не менее	10	10
не указывает ни	1	2
том что символ	1	1
то есть в	6	3
ни в каком	5	4
звучный глас петра	1	1
то более то	1	1
тому что символизируется	1	1
к самому предмету	1	1
то есть другими	1	1
том что он	1	1
в бесконечный ряд	14	7
только и можно	3	2
в данном случае	5	7
бросается в глаза	1	1
почти можно сказать	1	1
для этого необходимо	1	1
и от типа	1	1
в том какую	1	1
перестал бы быть	1	1
и символ в	1	1
же в конце	1	1
или по крайней	2	4
указывает ни на	1	2
если угодно можно	1	1
более то менее	1	1
принять во внимание	1	1
порождает из себя	1	1
никто не скажет	1	1
не являются только	1	1
не является пустой	1	1
не просто тип	1	2
является не чем	1	1
потому что он	2	4
тех или иных	3	4
значение сам по	1	1
это было бы	1	1
до сих пор	1	2
ничего общего с	2	2
только при условии	2	1
что здесь перед	3	1
как указание на	1	1
если бы мы	1	1
не есть просто	1	2
это и значит	1	1
во всяком художественном	1	1
нечто целое и	1	2
по своему содержанию	5	2
на действительность и	1	1
что он не	1	1
то ясно что	1	1
в одном случае	2	1
