2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram
перейти в	1	1
и сами	1	1
все же	4	5
его в	1	4
свобода и	1	1
времени и	2	1
как точка	1	1
от всех	1	1
в первых	2	1
о мире	1	1
в значительной	1	1
менее всего	1	4
слова и	7	1
и имеет	1	1
даже в	1	2
за пределами	1	1
существенно и	1	3
делая его	2	2
и старается	2	2
романа который	1	2
и к	9	4
действие романа	1	2
к другому	5	2
успокоиться в	1	1
его романе	1	1
автор действительно	1	1
не становится	1	5
слышим все	1	1
но здесь	3	1
ведь мы	2	1
того и	2	1
кроме того	4	3
этим можно	1	1
себе еще	2	2
словесного целого	1	1
голоса в	1	2
в авторский	2	1
его и	1	1
от автора	2	3
так и	4	10
достоевского это	2	1
последнюю смысловую	1	1
сознание и	1	3
в другой	1	3
стиля но	1	1
словесного стиля	1	1
чужие слова	1	1
и у	1	4
далее и	1	1
за пределы	5	6
тон и	3	1
романа глава	1	1
единство не	1	1
поэтому все	2	1
последнее слово	1	9
этой форме	1	2
то что	4	18
тем самым	1	1
но как	1	3
не как	3	12
достоевского можно	1	1
достоевский так	1	1
никак не	3	2
не укладывается	1	1
его как	2	5
в пределы	1	1
самый факт	1	2
развития европейской	1	1
весь роман	1	1
дух и	1	1
должна быть	2	2
все его	1	1
в одном	11	9
подлинной полифонии	1	2
так именно	1	1
в высшей	1	1
несмотря на	1	6
той же	3	6
самосознание героя	1	5
от себя	1	1
в обычном	1	2
если бы	3	10
к которому	1	1
структурные особенности	1	1
самосознания и	2	1
ни в	6	3
к одному	6	1
героя к	1	1
лежат в	1	1
как не	1	4
слова о	1	1
что в	4	8
могут дать	1	1
всеми ее	1	1
при всех	1	1
в руках	2	1
ивана карамазова	1	5
однако в	1	2
он является	1	1
а как	2	6
о самом	1	1
в своей	3	11
как раз	7	4
произведения достоевского	1	2
друг с	5	3
все в	2	6
макара девушкина	6	1
авторского слова	2	7
героев более	1	1
строится так	1	1
приговоренного к	1	1
и самая	1	1
с его	5	6
на материале	1	3
художественного замысла	1	1
что она	1	2
как правило	1	1
бы и	2	4
в той	3	6
что если	1	1
и что	3	1
именно оно	1	1
увидим дальше	1	1
и все	9	3
сливается с	1	2
монологического романа	1	1
проблемы на	1	1
на этот	2	2
что достоевский	1	3
в авторском	1	3
нам кажется	5	4
слова так	1	1
слова он	1	1
всем этим	1	1
именно такие	1	1
и о	3	3
точке зрения	1	2
жизни и	5	6
где есть	1	1
чужому слову	9	1
себя и	3	2
художественная концепция	1	1
адекватное ему	1	1
если уж	2	2
и притом	1	2
него в	3	2
в них	1	3
до своих	2	1
кажется что	3	3
их взаимоотношения	1	1
автором как	1	1
всеми своими	1	2
место в	1	1
эта особенность	1	4
слова его	1	2
иметь в	1	1
может стать	2	1
да так	1	1
не есть	1	1
диалогические отношения	15	3
те же	2	1
форма является	1	1
образом как	1	1
для понимания	2	3
что все	1	3
построение его	1	1
сознания с	1	2
не может	19	11
могут быть	2	1
автора как	1	3
в чужих	1	1
там где	2	6
сказать что	2	5
его о	1	2
то есть	40	24
л.толстой но	1	1
художественное значение	1	3
вместе с	2	2
не могло	2	1
он должен	1	1
слова но	4	2
сознания и	2	3
свое выражение	1	1
что говорит	1	1
и одновременно	2	3
в рассказах	1	1
в братьях	2	1
себя как	3	5
в том	9	11
рассказ и	2	1
как объект	1	4
в его	9	24
все равно	2	2
художественного видения	2	12
на почве	2	1
они даны	1	1
и т.п	14	3
разобранные нами	3	1
есть если	2	1
нею и	1	1
не входит	2	1
произведений достоевского	6	7
ставит нас	1	1
и оценки	1	1
глубокое и	1	3
приводит к	4	3
о том	5	2
у тургенева	4	1
между тем	2	5
отношение к	3	1
и чужого	1	1
перед тем	1	1
достоевского он	1	2
который мы	1	1
самосознание бедного	1	1
достоевского его	1	2
в самой	5	7
да и	4	2
которых он	1	1
большинстве случаев	8	2
мире достоевского	2	5
между авторским	1	1
слово слово	3	1
должны быть	1	1
в некоторых	1	1
наконец к	1	1
как мы	12	5
однако не	1	2
т.п все	1	1
в духе	2	3
она имеет	1	1
иного рода	1	1
так чтобы	3	1
может быть	23	21
тон рассказа	1	1
из героев	1	1
и его	6	13
в одной	2	4
себе его	1	1
каждом атоме	1	1
теоретического осознания	1	1
в сфере	1	2
что как	1	1
как его	1	1
к чужому	7	1
в отношении	3	2
сознании и	2	1
в устах	1	1
и могут	1	1
вовсе не	9	8
она не	3	5
можно согласиться	1	1
слово то	3	1
всего на	1	1
произведениях достоевского	3	5
структуры образа	1	1
себя самого	1	4
и весь	1	1
повести но	1	1
была бы	1	2
кажется нам	1	1
или наоборот	1	1
чужого сознания	1	2
в тех	1	1
каждая из	1	1
не на	1	3
здесь нет	3	1
ни было	1	4
только один	1	1
в особом	2	1
лишает их	1	1
достоевского мы	1	4
типа и	1	3
здесь не	4	1
его художественного	1	4
линии развития	1	2
о себе	5	9
и самовысказывания	1	1
бы в	3	3
и тон	1	2
направлена на	1	1
и нет	4	1
отличие от	3	2
его к	2	4
сравнению с	1	1
у толстого	1	2
достоевского и	2	12
романа и	1	4
не сливается	1	1
и самое	1	2
к каждому	1	1
и других	4	5
со стороны	1	2
и показать	2	2
как он	3	2
тем как	2	4
бедного человека	1	1
слова героя	2	1
его слова	3	1
как творца	1	1
достоевского как	1	12
романам достоевского	1	1
быть лишь	1	1
весь свой	1	1
мир где	1	1
в частности	1	1
над ней	1	1
оглядкой на	2	1
монологического сознания	1	1
в каждой	1	2
поэтому-то и	1	1
и окружающий	1	1
не было	2	3
не во	1	3
к слову	2	1
и даже	3	3
но ведь	2	1
например у	2	1
и тем	2	2
того чтобы	1	4
и при	3	1
то это	3	1
в своих	1	2
только в	6	8
в произведениях	2	2
тоже не	1	1
он стремится	1	3
вводит в	1	2
другой стороны	3	2
