2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram	Vygotskiy_Psychologia_partition_part2_wordlist_2gram
мы станем	1	2
когда они	1	1
им не	1	1
и действие	2	1
раз наоборот	1	1
все же	4	7
речи и	1	1
времени и	1	3
это совершенно	2	2
самой природе	1	1
смотреть на	1	3
к фабуле	1	1
из основных	1	1
не ту	1	1
себе не	1	2
раз противоположный	1	1
и всякого	1	1
так например	1	3
том и	2	2
в одну	1	1
что ему	1	2
в собственном	1	1
общего с	1	1
в состоянии	2	3
и каждый	1	1
что им	1	1
и вместо	1	1
эмоционального действия	1	1
мы имеем	4	8
и к	3	4
каждый раз	1	1
к другому	1	2
конечном счете	3	1
и оно	1	1
переживания и	1	1
того и	2	1
материал для	4	2
всем его	1	1
выходит так	1	1
при внимательном	1	1
с мы	1	2
мы совершенно	1	1
прямо говорит	2	1
что при	9	3
имеет целью	1	1
таком понимании	2	1
на язык	1	1
восприятия есть	1	1
нашего исследования	1	1
его и	1	1
том виде	3	1
так и	3	3
только совершенно	2	1
что неизмеримо	1	1
частный случай	2	1
и т	10	7
при таком	4	3
психологическая теория	1	1
именно эту	1	1
нас от	1	1
действующие лица	1	4
когда мы	2	6
тому который	1	4
один и	1	1
фантазии и	1	2
у них	2	1
есть нечто	2	3
указывали на	1	1
означает что	1	1
и почему	1	2
самому существу	1	1
то что	21	37
но как	3	1
как бы	6	19
собой напрашивается	2	1
не как	3	3
в каком	3	3
и от	2	1
чтобы сделать	1	1
онегина и	2	3
с в	2	1
из того	2	3
никак не	4	6
тоже исходит	1	1
прямо противоположном	1	1
энергии который	1	1
эти самые	1	1
имеет в	1	1
подход к	2	1
исключительно в	1	1
приложим к	1	1
в одном	2	2
в свою	3	3
тот факт	1	4
иное как	1	2
тому же	1	1
несмотря на	4	5
той же	8	3
не любит	2	1
если бы	6	11
иначе говоря	4	1
та же	3	1
мы получим	2	2
нет никакого	1	1
связи с	1	2
же точно	10	6
и постоянно	1	1
ни в	2	3
человеческого тела	2	1
из двух	1	3
кто не	1	1
и которые	2	1
и той	4	2
то время	3	1
как не	2	1
что в	20	24
совершенно очевидно	1	5
мы указывали	1	1
этом совершенно	1	1
его характер	1	1
этой цели	1	1
принадлежат к	2	1
противоречия и	1	1
двух противоположных	1	6
допустить что	2	1
друг от	1	2
чувства как	1	2
а как	1	2
однако в	1	1
же прием	1	1
к сожалению	1	1
он является	1	2
но совершенно	3	1
как раз	5	13
за ним	1	1
оно конечно	2	1
того кто	1	1
которое было	1	1
друг с	1	3
переживания которые	1	1
к числу	1	1
в основе	11	7
достаточной ясностью	1	1
очень легко	1	3
напротив того	1	2
с его	2	2
с нашими	1	1
этих двух	2	7
как только	2	4
автоматизма и	1	1
для психологии	2	3
этом случае	1	2
вбирает в	1	1
бы если	1	2
что она	16	6
в той	1	3
этот закон	1	2
все более	2	1
тогда мы	1	1
что если	6	6
зависимости от	1	7
и что	22	23
в психологической	2	1
показал что	2	1
эти три	1	2
под этой	1	1
он никогда	1	1
на самый	2	1
и все	4	4
что самое	2	2
содержания и	2	4
бессознательного и	2	1
мы говорим	1	1
или менее	1	1
которое мы	1	3
на этот	2	3
сюжета и	1	1
указать на	1	1
слов то	1	1
бы мы	1	3
они все	1	1
то для	1	1
и заключается	3	4
и другую	1	1
или иные	1	1
что на	4	3
психология искусства	2	1
и о	1	3
абсолютную величину	1	1
и эту	1	1
жизни и	4	6
но когда	2	1
в ритме	1	2
игры и	1	1
себя и	1	2
после того	2	1
и фантазии	1	1
ответ в	1	1
для чего	1	2
имеем совершенно	1	1
из которых	2	4
простейшем виде	1	1
король и	1	2
что эта	1	4
в них	2	4
не имея	1	1
что форма	4	1
только не	1	5
сейчас же	5	8
не хотели	1	1
для понимания	1	1
на деле	8	8
форма является	1	2
не есть	1	4
в основу	1	4
и так	3	2
роман с	1	1
драме мы	1	1
действия и	2	4
как звуки	1	1
не то	1	1
звук и	1	1
или иное	1	1
понятно что	2	2
очень мало	1	1
не может	17	9
могут быть	4	8
которого мы	3	2
это имеет	1	1
и за	1	1
иметь дело	4	1
там где	2	4
связано с	1	1
сказать что	7	9
следующим образом	1	2
мы видели	1	1
ко всем	1	1
то есть	21	13
того или	3	1
произведения искусства	4	2
вместе с	2	12
обратным образом	1	1
он должен	1	8
по тому	1	1
и значит	1	1
слезы и	1	1
в том	37	27
мы знаем	7	2
формы при	1	1
точно и	2	1
наподобие того	1	1
указывал что	1	1
психологии и	2	1
в противоположность	1	2
этого материала	2	1
время с	1	1
в его	2	4
в новой	2	1
верно что	1	3
чтобы наметить	1	1
в нас	3	13
на две	1	1
на всем	1	1
мы имели	1	1
она может	1	1
и другим	1	1
не существует	2	3
и может	1	1
что тот	3	2
надо сказать	2	1
приводит к	1	2
совершенно невозможно	1	1
от того	4	4
о том	6	10
между тем	4	1
что бессознательное	1	1
создать художественное	1	1
совершается в	1	1
отношение к	2	1
для одних	1	1
противоречие с	2	2
роман в	1	1
то обстоятельство	1	1
отказаться от	3	1
в виду	3	4
бы к	1	1
на то	11	17
бы с	2	1
еще в	1	2
с помощью	1	2
есть только	5	2
составляют почти	1	1
что между	1	2
понятие о	1	1
с можно	2	2
что задача	1	1
должны быть	3	1
мы и	1	1
этого переживания	1	1
против такого	1	2
и наоборот	2	1
его словам	1	1
в некоторых	1	1
в литературном	1	1
что ее	1	1
главным образом	3	1
как мы	1	5
средством для	1	1
заключает в	2	4
к которым	3	2
относится к	3	1
может быть	18	11
и чувства	1	2
находим в	1	1
то в	1	1
и его	7	6
ничто не	1	1
совершенно откровенно	1	1
и вне	1	1
не прекращающаяся	1	1
на другую	1	1
в поэтическом	2	1
произведения и	1	1
однако мы	1	1
в сфере	1	1
с таким	8	2
согласны в	1	1
основе своей	1	1
что все	9	6
в отношении	3	2
эту мысль	1	2
с достаточной	1	1
сознании и	2	1
справедливо указывает	2	1
были бы	3	1
и фрейд	2	1
вовсе не	2	3
она не	2	1
совершенно иное	1	1
отношении совершенно	1	1
мы воспринимаем	1	6
которую она	1	1
который является	1	1
которых это	1	1
есть не	4	4
была бы	2	3
детской игры	2	1
его от	2	1
самый смысл	1	1
искусства в	5	2
в виде	1	1
ли не	1	2
с тем	11	8
совершенно верно	2	4
это есть	1	3
сам не	1	1
те элементы	1	1
обратиться к	1	5
из этого	4	2
басне и	1	1
том смысле	1	1
эта теория	2	5
и охотно	2	1
которым пользуется	1	1
каждый из	2	1
бы в	1	5
увидим что	2	9
вслед за	5	1
к которой	2	1
действие по	1	1
чувств и	1	4
и нет	1	1
которая является	1	1
эти два	1	3
и ему	1	1
показать как	2	4
отличие от	2	2
на которых	2	2
сравнению с	2	4
в какое-нибудь	1	1
тот же	6	3
могло быть	1	1
этой теории	2	2
же мы	3	1
и важных	1	1
со стороны	1	3
и показать	1	1
состоит из	2	1
с и	12	5
как он	2	2
тем как	1	1
на искусство	3	2
начинает казаться	1	2
в глазах	1	2
есть с	1	1
в таком	2	3
в прямо	1	1
в стих	1	1
в частности	3	4
внимание что	1	1
как говорит	3	4
нет ничего	1	1
учения о	2	3
мы примем	1	2
на примерах	1	1
в каждой	1	3
т п	8	3
показывает что	3	3
всякий раз	2	2
ответ на	2	5
и даже	5	2
ее состав	1	1
от этой	1	2
вопроса о	1	2
нам не	1	1
и очень	1	1
не было	2	1
и тем	4	6
привело к	1	1
достигает своего	1	2
того чтобы	14	20
и при	2	2
то это	3	4
в своих	9	5
только в	7	5
в смысле	3	1
во внимание	2	5
ней и	1	1
с ними	1	1
другой стороны	2	5
в этой	6	5
или иного	2	1
в русском	2	1
свести на	1	1
образом через	1	1
само по	3	2
красивых вещей	3	1
не могли	3	4
когда она	4	3
простого и	1	1
идет о	1	1
психологии в	1	1
отсюда понятно	1	1
в трех	1	3
которые он	1	2
его с	2	2
все то	1	2
важный для	1	1
том случае	4	1
к этому	1	3
вот это	1	1
из чего	1	1
и эта	1	2
от нас	1	2
как в	9	3
слишком много	2	1
он прямо	2	1
во всяком	2	1
и не	10	6
что у	5	3
элемента в	1	2
душевное как	1	1
приемом искусства	1	1
и та	1	2
который он	2	1
мы на	1	1
лежит в	1	1
в переживании	1	1
таким образом	21	20
тем более	2	1
нам придется	1	2
совершенно напоминает	1	1
по своему	3	1
неизмеримо более	1	1
совершенно понятно	1	1
что чем	2	1
если же	4	2
полагал что	2	2
показывают что	2	1
в высших	1	1
с так	1	2
без психологического	1	1
трагической любви	1	3
говорит фрейд	1	1
тогда когда	3	1
особенно очевидным	1	1
тем что	9	6
хотелось бы	1	1
одно и	1	3
возникает из	1	1
с теми	1	3
по самому	3	2
в жизни	4	1
это и	1	2
и дает	1	1
к действительности	2	1
правильности этого	1	1
и цель	1	1
не только	12	16
искусства как	2	4
вплотную к	1	2
на другой	2	1
его частей	1	1
он не	6	3
