4gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_4gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_4gram
заключается в том что	2	1
когда мы говорим что	1	2
сих пор мы рассматривали	1	1
в себе закон для	1	1
то же самое время	4	4
единое и нераздельное целое	1	1
есть нечто более общее	1	1
о самом акте обозначения	1	1
д и т д	4	2
указанные у нас выше	1	1
не обязательна и не	1	1
петра i в полтаве	1	1
а не что-нибудь другое	1	1
мы уже видели что	1	1
смысле слова мы должны	1	1
уже по одному тому	1	1
не что иное как	4	2
символа и если мы	1	1
вовсе не есть ни	1	1
на самом же деле	4	1
указывает на нечто иное	1	1
ни в каком случае	2	3
для нее вовсе не	1	1
что всякий символ обязательно	1	2
нужно сказать и о	1	2
одно и то же	3	1
уже во всяком случае	1	1
не имеют никакого отношения	2	1
мы хорошо знаем что	1	1
но уже во всяком	1	1
по одному тому что	1	1
мы должны сказать что	2	1
хотя символ здесь и	1	1
в понятии символа мы	1	1
же самое нужно сказать	1	2
одного и того же	1	2
в том что всякий	1	1
точно так же и	1	2
есть не что иное	4	2
в то время как	4	1
по себе может быть	1	1
то что вовсе не	1	1
т д все это	1	1
и т д и	4	4
мы до сих пор	1	1
не чем иным как	1	1
даже и в этом	1	1
и это вовсе не	2	1
действительности когда мы говорим	1	1
то более то менее	1	1
то это значит что	2	1
вовсе еще не есть	1	2
но отнюдь не всякий	1	1
еще и потому что	1	1
указывает на нечто такое	1	1
это не значит что	1	1
вовсе не есть символ	1	1
серп и молот не	1	1
взятые сами по себе	4	2
в таком случае не	1	1
одним и тем же	1	1
только то что символ	1	1
просто сам по себе	1	2
всякий символ есть обязательно	1	1
как мы видели выше	1	1
то есть в нем	2	1
xix и начала xx	1	2
до сих пор мы	1	2
что тут перед нами	1	1
что мы выше называли	1	1
сама по себе она	1	1
в каком случае не	1	2
они сливаются в одно	1	1
необходимо обратить внимание на	1	1
а может быть даже	1	1
он есть также и	1	1
если мы выше говорили	1	1
что бы то ни	1	1
же в таком случае	1	1
самом же деле это	1	1
здесь перед нами не	1	1
на нечто иное чем	1	1
так же как и	1	1
не имеет ничего общего	3	2
не имеют ничего общего	1	4
т д и т	4	3
мы выше говорили что	1	1
дело в том что	2	3
вовсе не являются только	1	2
может быть даже и	1	2
имеют никакого отношения к	2	1
но все дело в	1	1
взятый сам по себе	2	1
которое мы находим в	1	1
к тому или иному	1	1
и т д все	1	1
ничего символического в себе	1	3
они вовсе не являются	1	1
все дело в том	1	1
и тем не менее	3	8
или по крайней мере	4	1
не только то что	1	1
то же самое нужно	1	2
ничего общего с тем	2	2
самое нужно сказать и	1	2
он уже перестанет быть	1	1
в себе не содержат	1	1
символического в себе не	1	3
в то же самое	4	4
он есть принцип конструирования	1	1
ни к каким другим	1	1
если же мы возьмем	1	1
символа которое мы находим	1	1
имеет ничего общего с	1	1
бы то ни стало	1	1
во что бы то	1	1
имеют ничего общего с	1	1
содержит в себе закон	1	1
самом акте обозначения который	1	1
конца xix и начала	1	2
себе закон для получения	1	1
