3gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram
ту мысль что	2	1
участвуют в образовании	1	1
ним ни в	1	1
из того что	4	1
мы будем иметь	1	1
в готовом виде	1	2
не могут быть	1	1
взрослого таким образом	1	1
с тем мы	1	1
можно было бы	3	5
для того чтобы	14	7
во всяком случае	1	4
в том чтобы	1	1
и того же	3	4
мы видели занимает	1	1
между собой как	2	1
ступени в развитии	2	1
к одному и	2	1
о том что	4	3
самые различные предметы	1	1
ребенка с помощью	1	1
в его развитии	1	2
друг с другом	7	5
в высшей степени	2	6
и то что	2	2
ребенка на этом	1	1
вместе с тем	2	10
что иное как	1	1
в этом случае	3	1
данной ступени развития	1	2
то положение что	1	1
с ним но	1	1
в процессе решения	1	1
своему строению и	1	1
является то что	2	4
среднее место между	1	1
на первый план	1	2
к внутренней речи	2	1
и влечет за	1	1
основные интеллектуальные функции	1	1
в том числе	1	1
может быть совершенно	1	1
могли бы сказать	2	3
мы показали выше	1	1
и вместе с	1	2
с помощью этого	1	2
этом и заключается	1	2
самых общих чертах	1	1
друг от друга	4	1
между собой и	1	1
более или менее	1	1
с помощью которого	2	2
так как это	3	1
таким образом что	2	2
в результате этого	1	1
влечет за собой	1	1
в школьном возрасте	18	1
с помощью которой	1	2
в основе этого	1	2
понятий так как	1	1
том что начальные	1	1
это мы и	1	1
именно в этой	1	1
то и другое	2	4
той или иной	1	2
имеет дело с	1	2
мы могли бы	6	7
и не является	1	1
мышления а с	1	1
этой точки зрения	4	2
как мы увидим	1	2
они относятся к	1	1
включает в себя	2	2
между одним и	1	1
и что мы	1	1
в зависимости от	2	5
от внутренней речи	1	1
к тому что	1	1
как показывают исследования	2	1
говорит нам о	1	1
одного и того	3	4
если бы оно	1	1
связи и отношения	2	1
исследования пиаже показали	1	1
того как он	2	1
по своему строению	1	2
одной и той	1	2
что уже в	1	1
к высшему типу	1	1
время как в	1	1
то обстоятельство что	2	3
так как она	2	2
своем развитии не	1	1
по своей психологической	2	2
уже говорили выше	1	1
по сравнению с	5	3
и по способу	1	2
не что иное	1	1
так же точно	1	3
же как и	1	4
которые показали бы	1	1
в связь с	1	1
что они имеют	1	2
то что они	2	1
мы думаем что	1	1
в том что	11	17
мы не станем	2	4
в то время	4	4
не может возникнуть	1	1
совершенно иным путем	1	1
к выводу что	1	2
до того как	2	1
представление о том	1	1
сказать что в	1	1
вперед по сравнению	2	1
в развитии ребенка	1	2
переход к высшему	1	1
ступень в развитии	2	6
со всеми своими	1	1
виде как его	1	1
показывает что в	1	1
одним и другим	1	1
связаны между собой	3	1
именно это обстоятельство	1	2
тем не менее	1	5
то что ребенок	3	3
обоих этих моментов	1	1
если бы ребенок	1	1
в развитии понятий	1	3
что вместе с	1	1
так же как	7	6
в связи с	1	5
ребенка и что	1	1
образования понятия и	1	1
в свою очередь	3	2
в самых общих	2	1
по отношению к	12	2
что он в	1	1
в этом заключается	1	1
с другой стороны	2	3
ни в каком	1	1
в отличие от	2	6
сам по себе	1	1
в процессе развития	3	1
ребенок приходит к	1	1
как известно ребенок	1	1
проб и ошибок	1	1
кроме того что	1	1
и что следовательно	1	1
вместе с этим	1	2
смысле этого слова	1	4
все основные интеллектуальные	1	1
том чтобы понять	1	1
происходит так что	1	1
он так же	1	1
к вопросу о	1	1
так и здесь	1	1
но и по	1	1
особенность состоит в	1	1
в следующем виде	1	1
мы видим таким	1	1
их развития в	1	1
приводят нас к	1	1
первого школьного возраста	1	1
есть не что	1	1
еще в высшей	1	1
в частности благодаря	1	1
одному и тому	2	1
как уже сказано	1	5
том виде как	1	2
результатов к которым	1	1
так и в	1	2
и что оно	1	2
связанными между собой	1	2
на основе ряда	1	1
с одной стороны	3	5
речи как и	2	1
в применении к	1	1
том числе и	1	1
встречается ребенок в	1	1
в этом отношении	5	3
приходит к осознанию	1	1
собственном смысле слова	1	2
применении к проблеме	1	1
образования понятия в	1	2
в развитии речи	1	4
значение только в	1	1
бы сказать что	1	3
как мы видели	2	3
друг к другу	1	1
принять во внимание	1	1
мы должны будем	1	1
помощью этого метода	1	1
тем что они	1	2
в ее основе	1	1
того или иного	1	2
по аналогии с	1	1
и тому же	2	1
в известном смысле	7	2
непосредственное отношение к	1	1
как она сложилась	1	1
ребенка с необходимостью	1	1
в собственном смысле	1	6
понятий для того	1	1
что мы знаем	1	3
в другом месте	4	1
с самого начала	5	6
и той же	1	2
приводит нас к	2	1
в том виде	1	2
ребенка в года	1	1
является для ребенка	1	1
к тому чтобы	4	1
и в развитии	1	2
до сих пор	3	1
были бы невозможны	1	1
место между двумя	1	1
ничего общего с	2	1
сама по себе	4	1
речи так как	1	1
есть в сущности	1	1
говорит об этом	1	2
не говорит нам	1	1
заставляет нас дать	1	1
для развития мышления	1	1
том что в	2	1
более и более	1	1
с точки зрения	9	1
мы уже говорили	1	5
принципиально иное чем	1	1
что ребенок не	1	1
мы не можем	1	1
в этом смысле	1	2
видим таким образом	1	1
с их помощью	1	1
и во всяком	1	2
потому что оно	1	2
и как они	1	1
ребенка раннего возраста	1	4
в ходе развития	2	1
на данной ступени	1	2
что они являются	1	1
в этом и	1	2
независимо от того	1	3
мы никогда не	1	2
не является сколько-нибудь	1	1
своей психологической природе	2	2
является одним из	1	1
к этим последним	1	1
в функциональном отношении	1	6
все более и	1	1
что процесс образования	1	2
исследования показывают что	1	2
в своем развитии	4	1
только в том	1	2
в этот период	2	1
но в силу	1	1
не в состоянии	4	1
того же самого	3	1
речь в этом	1	1
совершенно так же	1	2
по своей природе	1	1
не является для	2	1
одним из основных	1	2
то время как	4	4
то же самое	4	1
процесса образования понятий	1	14
по мере развития	1	1
и что в	1	1
путь по которому	1	1
подобно тому как	4	1
стадии в развитии	1	1
нас к выводу	1	1
с ним в	1	1
это значит что	4	4
нам о том	1	1
как мы говорили	1	1
со всеми остальными	1	1
с этой точки	4	2
не может быть	3	2
понятия без этого	1	1
не только потому	1	1
образования понятий у	1	3
само по себе	2	2
последовательность в развитии	1	1
в какой степени	1	1
состоит в том	3	3
и связанное с	1	1
потому что она	1	1
образованию понятий и	1	1
