2gram	Vygotskiy_Myshlenieirech_partition_part1_wordlist_2gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_2gram
все же	6	3
ко всей	1	2
дело происходит	1	1
что развитие	3	1
связанных между	1	1
что тип	1	1
в развитии	24	12
кроме того	1	1
мышлением и	1	3
иначе как	1	1
к внешней	2	1
нашего исследования	1	8
отнести к	1	1
к проблеме	2	2
ключом к	1	2
не является	8	9
и у	6	1
в известном	4	2
то что	15	17
основной вывод	5	1
своих исследованиях	1	1
наряду с	3	1
все его	1	1
на отдельные	1	3
несмотря на	1	2
мышления и	23	40
связи с	9	3
между собой	13	5
и той	2	2
чрезвычайно существенным	1	1
то время	4	5
речи к	1	1
психологической природы	2	4
проблемой мышления	1	1
на первый	2	2
все более	2	3
этом мы	1	1
возраста и	3	1
мы скажем	1	1
и речи	20	38
что внутренняя	1	1
мышления которые	3	3
из которых	5	3
этих последних	2	1
действия и	1	2
могут быть	5	3
из которого	1	1
связано с	1	2
себя уже	2	1
точно и	1	2
в его	15	14
и другим	1	2
животных форм	1	1
который мы	2	2
другом месте	1	6
еще в	2	1
во всей	1	4
функциональной и	1	1
развития детского	2	2
противоречие между	1	1
к которым	4	1
по мере	1	4
не можем	3	1
так мы	2	1
внутренняя речь	5	4
речью в	1	2
вовсе не	1	3
полагать что	1	1
между двумя	2	2
здесь нет	1	1
за собой	1	2
образом что	2	3
своей функции	1	1
бы в	2	5
в мышлении	11	1
собой по	1	1
от речи	3	2
сравнению с	3	5
ему не	1	1
а вместе	1	1
уже сказано	5	6
степени важное	1	1
связаны между	1	1
как говорит	5	2
относительно поздно	3	1
является еще	1	1
вывод который	1	1
другой стороны	3	9
отношению к	2	7
к выводу	2	4
то и	4	3
к этому	3	4
этого говорят	1	1
но для	1	1
характера мы	1	1
и не	10	9
со всеми	6	2
выше мы	1	1
таким образом	17	26
по своему	11	1
и речью	1	2
связанные с	2	1
тогда когда	4	3
сравнению со	1	1
тем что	8	6
чтобы убедиться	1	2
и мышления	2	11
результате чего	1	1
смысле этого	4	3
ребенка раннего	4	1
все эти	7	4
вот что	1	1
эту пору	2	1
для всего	2	1
в данном	1	2
мышления а	2	1
значительной степени	1	2
целого ряда	1	1
с самого	6	8
мы находим	1	3
что является	2	2
основе этого	2	1
в ход	4	1
на его	2	1
как известно	3	3
возникает то	1	1
образование понятий	6	1
перед нами	10	5
как если	1	2
говорили выше	2	2
общего закона	1	1
словом как	2	1
до конца	1	1
отличается от	3	1
задачи не	1	1
и эти	2	2
исследование в	1	1
человеческой речи	1	8
в изучении	2	2
целым рядом	2	1
исследования он	1	1
форму мышления	1	1
этого мало	1	1
существенным для	2	1
сложное целое	1	1
их помощью	1	1
исследование показало	1	2
слов и	5	1
своей природе	1	2
мышлению как	1	1
как ни	1	1
и отношение	2	2
от низших	1	1
в поведении	5	3
с первого	1	1
в своем	4	3
одного из	2	3
станем останавливаться	1	1
к области	2	1
эгоцентрическая речь	4	19
это является	1	1
свете новых	1	1
за простой	1	1
речи с	1	2
в психологии	1	10
детского мышления	8	34
как и	15	14
собой в	1	1
с такой	1	2
т.е обобщение	2	1
на котором	2	1
значения слов	5	1
на относительно	1	1
поэтому в	2	2
и в	25	23
задачи возникающей	1	1
последнего времени	1	1
но не	6	4
развитии детской	1	1
что значение	1	1
или к	1	1
по существу	1	4
если попытаться	1	1
и структурной	1	1
этой цепи	1	1
образованию понятий	6	1
что каждое	1	1
который не	1	1
с этим	4	6
ступенью в	2	1
своей деятельности	1	1
самое существенное	1	1
весь процесс	6	1
когда он	3	2
сходную с	1	1
в ряду	1	1
всяких психологических	1	1
ребенка но	3	1
человека к	1	2
которые устанавливаются	1	1
поэтому мы	1	1
должно быть	2	2
функции и	2	6
того как	3	2
это значит	4	1
заключающееся в	1	1
мы получили	3	2
помимо того	1	1
нам остается	1	1
прежде всего	4	10
указывает на	2	2
абстрактному мышлению	1	1
объединены между	1	1
формы детского	1	1
тем и	4	3
остановиться еще	1	1
речи через	1	1
ступень в	7	1
включает в	2	1
ребенка есть	1	2
основных форм	2	2
в зависимости	5	2
недостаточно оформившиеся	1	1
функционального значения	2	1
постольку поскольку	2	1
генетические корни	4	1
в результате	3	4
когда ребенок	2	1
предшествующим и	1	1
если это	1	2
когда я	1	1
все что	2	1
с этой	3	6
об этом	2	3
значения и	5	2
в переходном	9	1
в совершенно	2	1
корни мышления	2	1
чистом виде	1	1
развитие и	1	1
которые могут	1	1
стали изучать	1	1
совпадает с	6	1
эта гипотеза	1	1
против этого	1	1
значение для	1	1
мы называем	2	3
чем мышление	1	1
что ребенок	7	4
едва ли	2	2
хотя и	2	2
чем она	1	1
от общих	1	1
например в	1	1
то же	2	8
если только	1	1
могло бы	4	1
мы могли	9	7
что нам	1	1
в свете	2	4
нас сейчас	2	2
мы таким	1	1
и центральной	1	1
и остается	1	3
помощью которых	7	1
мы видим	3	4
является действительно	2	1
но мы	1	1
развития мышления	5	4
различные формы	1	2
для построения	1	1
почти не	1	1
в течение	2	2
поведения и	1	1
основное положение	1	2
животном мире	5	1
себе как	1	1
один из	6	2
объяснить нам	1	1
в действительности	1	1
ясно что	2	2
отношения к	1	3
с точки	1	18
истории развития	1	1
операцией и	1	1
ходе развития	1	1
к этим	1	2
является столь	1	1
одинаково и	1	1
мышления это	2	2
взрослый человек	2	1
форм мышления	2	3
причины этого	1	1
но в	1	5
не имеет	1	2
связь по	1	1
могла бы	1	1
этот метод	2	2
сих пор	1	4
у детей	2	3
между словом	1	1
тем не	5	1
специфических свойств	1	1
о которых	1	1
в другом	1	7
речь ребенка	1	12
все основания	1	2
быть столь	1	1
ребенка наконец	1	2
мышление не	1	2
в котором	3	4
для него	5	2
которое является	1	1
к высшим	1	1
отношении в	1	1
полным основанием	1	1
свою очередь	2	3
по выражению	1	1
формами мышления	1	2
других авторов	1	1
этой проблемы	2	8
структурных и	1	1
понимания и	1	1
станем здесь	1	1
можно было	6	3
со всей	2	4
и это	4	3
с на	1	1
а следовательно	1	1
развития понятий	5	2
среднее место	1	1
связь с	3	1
с полным	1	1
в состоянии	1	2
речи по	1	1
его взрослых	1	1
о которой	1	1
внешней речи	6	1
и оно	1	1
это скорее	1	1
тем это	1	1
с мы	4	3
до этого	1	1
том виде	2	1
основного положения	1	1
мы с	1	1
раннего возраста	7	2
и от	2	3
с в	1	1
из того	2	5
очень рано	2	2
раннем возрасте	1	2
принципиально нового	1	1
переходе от	1	2
понятия нужно	1	1
в одном	2	4
той же	4	2
иначе говоря	2	2
лежат в	1	1
может рассматриваться	1	1
только после	2	1
мы поэтому	2	1
первой группы	1	1
ему недостает	1	1
в приложении	1	2
друг от	1	3
речь для	1	3
приложении к	1	2
друг с	5	4
на других	1	1
очень легко	2	1
с его	2	4
бы и	1	2
между мышлением	3	2
и все	4	5
на этот	2	3
и заключается	2	1
развитии мышления	7	8
что эта	1	2
в них	2	2
но тем	2	2
гласит что	1	2
там где	4	2
внешней к	1	1
к внутренней	2	1
его помощью	1	1
отнюдь не	4	1
речи во	1	1
ко всем	1	3
развития значений	1	1
в том	23	24
мы знаем	4	1
его социальная	1	1
психологии и	1	1
новый метод	2	1
с развитием	2	2
на две	1	3
как они	2	1
скорее должно	1	1
от того	4	6
на вопрос	1	2
эти особенности	1	1
что между	1	2
и функции	1	4
как мы	8	5
заключает в	2	1
результате этого	1	1
социальная среда	1	1
мысль или	1	1
быть связан	1	1
в сфере	2	3
что как	2	2
возникающей в	2	1
как его	1	1
в отношении	6	10
есть не	1	2
это явление	1	1
к установлению	2	3
в виде	3	2
обратиться к	1	3
исторической психологии	1	1
она становится	1	1
как он	3	3
и между	1	1
одно из	1	2
леметра и	1	1
практической операции	1	1
в своих	2	5
речи мы	1	4
мышление ребенка	2	3
от этого	6	2
в связь	2	2
ребенка и	17	5
уже в	7	3
в жизни	3	1
к новой	1	1
на другой	1	1
желания и	1	1
тип внутренней	1	1
ребенка в	12	8
развитии и	1	1
ребенка это	1	4
и потому	2	2
связное мышление	1	1
сопровождает детскую	1	1
