2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_2gram
все же	8	6
его в	3	3
и весьма	2	1
своей целью	1	1
необходимо чтобы	1	1
мы указали	1	1
символ и	1	18
подобно тому	2	1
и знак	4	2
знак ведь	1	1
есть функция	1	1
это вовсе	2	4
языкознании и	3	2
мы отличили	1	1
термины как	3	1
кроме того	5	3
некоторого рода	7	10
чтобы ее	2	1
нашего исследования	3	2
чем не	1	3
к проблеме	1	2
и т	6	13
не является	7	11
в ту	1	1
негативных теорий	3	3
в известном	1	2
то что	38	23
внутри него	1	1
с понятием	2	3
возникает вопрос	1	1
помощи понятия	1	1
знаков но	1	1
нет никакой	2	1
несмотря на	3	1
нет никакого	1	4
связи с	5	8
же деле	1	4
самим предметом	1	1
и той	4	1
между собой	5	1
то время	1	4
не всякий	1	1
собственно говоря	2	5
он является	2	3
и и	1	1
на первый	4	4
языковой знак	8	1
этом случае	7	5
получается таким	1	1
всего этого	1	1
этом мы	1	1
отношении является	1	1
имеет свое	1	1
и знаками	1	1
мы скажем	3	2
ни от	2	4
мы говорим	4	4
никто не	3	2
и речи	3	1
в логическом	1	1
из которых	2	2
не есть	33	35
или иное	2	2
но никак	2	3
и значит	1	1
никуда не	2	1
в его	7	9
все равно	3	3
символа с	1	5
мы бы	3	1
сам собою	1	1
с нею	2	2
мы конечно	2	1
разделить на	1	1
знак есть	11	6
во всей	1	3
да и	10	5
слова это	2	2
есть только	8	4
имеется в	3	4
для этой	1	1
особого рода	1	1
сам предмет	2	1
не можем	4	1
были бы	2	2
не полное	1	2
слова или	1	1
вовсе не	37	37
же тут	2	1
такой степени	1	1
стороны это	1	1
оттенков значения	1	1
ни было	1	3
из этого	2	3
образом что	1	1
знака мы	2	1
бы в	3	2
ни о	4	3
и нет	1	2
других знаков	1	1
есть знак	10	1
иначе чем	1	1
слова которые	1	1
связаны между	2	1
самих себя	1	1
знак можно	1	1
не обладает	1	1
и будут	1	1
реальное существование	1	1
от символа	1	4
натурального ряда	1	2
могут не	1	1
другой стороны	5	5
которых она	1	1
самый настоящий	1	3
к выводу	1	1
то и	4	5
предметом тоже	1	1
свидетельствует о	2	1
к этому	1	1
символа в	2	3
и все-таки	3	1
но для	1	1
даже до	1	1
же о	3	1
и не	37	35
тоже ведь	1	1
и та	1	1
таким образом	4	9
по своему	5	2
говорить об	3	1
тогда когда	3	1
здесь возникает	1	1
имеет свою	1	3
тем что	4	4
хотелось бы	2	1
его определенного	1	1
не считают	2	1
что-нибудь другое	1	1
дает нам	1	2
все эти	7	7
есть он	1	2
понятие модели	1	1
в общую	1	2
в данном	10	9
оказывается не	1	1
в литературе	1	1
вообще говоря	4	1
т д	6	13
что является	1	2
и того	3	1
мы считаем	2	1
и этот	3	1
перед нами	2	8
деле если	1	2
и достаточно	1	1
рода смысловую	1	1
сами по	2	6
до конца	1	1
отличается от	2	4
понятия символа	3	1
предмета но	1	2
большей частью	3	1
все наше	1	1
первый взгляд	1	2
логическом смысле	1	1
в языкознании	7	2
он отличается	1	1
бы его	2	1
бесконечное число	2	2
поэтому и	1	2
с первого	1	3
вообще как	1	1
то уже	1	1
в своем	4	5
в нашем	3	5
и без	5	4
никакой знак	1	2
по крайней	6	5
предмета в	2	1
не являются	3	2
это за	2	3
и своего	1	2
как и	5	10
тот предмет	2	1
или что	3	1
или попросту	1	1
речи или	2	1
каком случае	3	2
той вещи	1	1
поэтому в	1	1
действительности то	1	1
и в	35	44
и модели	3	1
эту вещь	3	2
но не	4	3
ни стало	1	1
взятый в	1	3
и будет	1	2
чем-то гораздо	1	1
для нас	9	16
существование знака	1	1
итак если	1	1
не связан	1	1
мы сказали	1	1
ни даже	2	1
как знак	2	1
бы он	1	1
пункте нашего	1	2
и об	1	1
ее отражение	1	1
с этим	5	2
но это	6	8
ее в	1	1
же в	1	3
ведь если	4	2
просто как	3	2
на тот	2	1
в заключение	2	3
это не	1	9
сколько их	1	1
здесь в	1	3
а если	1	1
это значит	4	4
бы быть	1	3
количество этих	1	1
более или	4	1
имеет значение	2	6
казалось бы	7	1
прежде всего	11	3
указывает на	5	7
же такое	4	3
указанные у	1	1
уже это	1	1
знаковой природе	1	1
одно нераздельное	1	1
это тоже	3	2
хотели бы	2	1
не что-нибудь	1	2
в результате	4	2
только одного	2	2
возникает только	1	1
перестает быть	3	1
не какой-нибудь	1	1
есть именно	5	5
не что	3	4
если это	2	1
обязательно есть	2	2
самого себя	2	3
когда это	1	2
об этом	2	3
действительности для	1	1
значения и	11	1
в некотором	1	2
даже просто	1	2
а во	1	1
о знаках	1	1
множество всякого	1	1
не привносит	1	1
чистом виде	3	2
а только	6	5
при условии	6	2
и есть	4	5
едва ли	9	5
то эта	2	1
самом деле	4	3
самом же	1	4
хотя и	3	5
специальной информации	1	1
самый знак	3	1
то же	5	13
играют здесь	1	1
если только	1	1
другими словами	6	6
нельзя сказать	1	2
мы могли	2	4
другое дело	1	2
что нам	1	1
значение и	8	5
тоже нечто	3	2
свое собственное	1	2
в свете	3	1
в чистом	3	3
например не	1	2
если она	1	1
такое в	2	1
представляется нам	1	1
то более	2	1
такие же	1	1
но мы	3	1
ее только	1	1
но при	2	1
а и	1	1
знака в	5	1
к этой	1	1
и поэтому	2	1
ясно что	8	6
то тем	2	1
отношения к	1	3
же и	2	4
можно только	2	1
от которого	1	1
этого термина	8	2
например есть	1	1
самого акта	1	1
ли кто-нибудь	2	1
окончательной форме	1	1
но в	6	12
вещей в	1	1
всякого рода	4	4
не имеет	7	9
говорят что	2	1
раз именно	1	1
сих пор	4	2
если и	1	1
будет уже	1	2
тем не	12	10
не значит	2	3
о которых	3	3
есть прежде	4	1
а потом	1	1
отдельно от	2	3
в другом	1	2
знак обязательно	1	1
и чтобы	1	1
в окончательной	1	1
значение так	1	1
да еще	1	2
вещи для	1	1
бы даже	1	1
совсем не	7	2
модель для	2	2
взятое в	1	1
самый термин	1	2
знак не	3	1
можно было	5	4
предметах которые	1	2
предмета который	2	1
и это	5	9
мы его	1	1
которой она	1	3
этот вывод	1	1
мы сейчас	1	2
дело заключается	1	1
случае когда	2	2
ничего общего	3	7
отношений но	1	1
так например	1	1
с полным	1	4
самому предмету	1	1
большое распространение	1	1
о которой	1	1
уж во	2	3
и далее	1	1
от нее	1	1
будет сказать	4	1
уже давно	5	1
при таком	2	2
когда мы	6	15
еще и	5	7
обозначения однако	1	1
самой собой	2	2
и от	3	9
пожалуй даже	2	1
а мы	1	2
является ни	1	2
сейчас мы	1	2
знак как	1	3
в одном	1	1
иное как	3	4
семантические оттенки	1	1
наше сознание	2	1
а скорее	2	1
той же	2	1
не говорим	2	1
прийти к	2	1
может иметь	2	3
может рассматриваться	1	1
имеет никакого	2	3
друг от	2	2
оттенки данного	1	1
о самом	1	1
не должно	1	1
как только	3	3
и больше	1	3
бы и	7	1
в той	2	3
себе в	2	1
сказать так	1	1
самого предмета	2	1
и все	5	3
от всего	3	1
всякий знак	17	12
самого знака	1	1
представляет собою	1	1
и о	4	5
еще только	1	1
но когда	1	2
но отнюдь	1	1
в них	2	1
если даже	2	1
аксиоматики знаковой	2	1
и ни	3	3
если не	4	3
отнюдь не	5	10
семантических оттенков	2	1
очень близких	1	1
языка с	1	1
в том	12	21
как они	2	1
от того	1	2
рассуждение относится	1	1
и структура	1	1
который и	1	1
без которой	2	1
к самому	1	2
того если	1	1
не все	4	1
идет речь	2	3
как мы	5	8
и искусства	1	2
это требует	1	1
только тогда	3	2
это содержание	2	1
пока еще	9	2
предмет необходимо	1	1
ведь когда	1	1
в отношении	4	2
теории языка	12	3
научное значение	1	1
можно назвать	1	1
есть не	6	5
такие термины	2	1
в виде	6	6
настоящее время	16	2
является чем-то	2	3
здесь не	2	8
нас только	1	1
символа и	1	6
всякий символ	1	4
понятием которое	1	1
иным как	1	1
самой этой	1	2
сказать мы	1	1
вовсе еще	1	1
или ином	2	2
а а	6	1
является здесь	2	2
то чтобы	2	1
между знаком	7	2
может существовать	1	1
что здесь	1	5
нет ничего	2	6
менее в	1	1
то он	1	2
существует очень	1	1
рода значение	1	1
то это	3	10
в своих	3	1
или иного	5	3
предполагает существование	1	1
является вполне	1	1
необходимо будет	1	1
и вполне	4	5
от этого	1	1
живой речи	1	1
о той	1	1
же оказывается	1	2
определенным образом	2	2
уже во	1	2
уже в	3	3
знака к	7	2
это и	3	7
значит и	1	3
и никаких	1	1
особенно в	1	1
в истории	3	1
что всякое	2	1
особой предметности	1	1
и потому	1	7
знак то	4	2
как на	2	2
но оно	1	3
с их	1	2
здесь имеется	1	1
заставляет нас	2	2
этом тоже	1	1
в настоящем	1	3
даже при	1	1
просто только	1	2
вполне понятно	1	1
не менее	13	10
вещей и	1	1
еще не	10	5
к понятию	3	2
он сам	3	4
однако все	2	1
же самое	6	9
тоже вполне	1	1
в конце	7	5
о каком	1	2
не вполне	4	1
эта последняя	2	2
тех или	3	5
и тогда	1	3
отсюда вытекают	1	1
бы нас	1	2
можно даже	1	1
чего же	2	1
до символа	1	1
не годится	2	1
и на	5	1
есть чисто	1	1
к другу	2	1
структура и	3	1
возможно только	2	1
есть то	5	3
имела бы	1	1
вообще не	4	1
для того	3	1
такого чего	1	1
конечно и	1	1
уже ничем	1	1
от знака	5	2
или иную	1	1
но вот	2	3
в самом	5	3
а то	1	3
яснейшим образом	1	1
мы еще	3	1
в то	6	9
теории знака	4	2
никогда не	1	6
и модель	2	1
можно ли	6	4
так же	5	5
как некоторого	2	1
без всякого	4	3
так что	11	12
предметами если	1	1
звеньев которые	1	1
не имеющих	2	1
не в	2	13
знаковой теории	14	3
следующая аксиома	1	1
прямо и	1	1
есть в	4	3
и во	1	2
своего собственного	5	1
на нее	1	1
и кончая	1	1
раз и	5	4
как это	1	2
нами в	2	2
время является	1	1
них всего	1	1
лишь в	3	1
с чем	1	2
тоже только	1	1
речь идет	2	1
скажем что	3	1
уже предполагает	1	1
таковы же	1	1
без обозначения	1	1
с самой	1	3
структуры а	1	1
о них	2	1
и самого	4	1
для этого	3	6
первого взгляда	1	3
мы это	2	1
требует от	1	1
поэтому если	2	1
далеко не	4	1
что-нибудь значит	2	1
как бы	4	9
из отдельных	2	2
о его	1	2
себе и	2	1
выводу что	1	1
а с	1	2
наше исследование	2	1
и почти	1	1
видно что	1	1
уже по	1	1
предмета так	1	1
уже перестает	1	1
он может	1	1
только то	3	2
не знали	1	2
будто бы	5	3
знака как	1	1
или это	1	1
мы можем	6	6
только при	2	4
от его	2	2
не был	4	2
в целом	3	6
этот самый	1	1
одновременно и	3	1
что не	5	1
что эти	1	1
наш термин	1	1
с большим	1	2
а не	10	18
этот вопрос	1	3
значит что	4	7
если мы	9	16
вообще он	1	1
обобщение которое	1	2
время как	1	4
подобного рода	4	3
все те	1	1
это различие	1	1
одним из	1	1
и ее	2	3
или даже	3	5
а наоборот	1	1
вещи есть	1	2
если каждый	2	1
совсем другое	1	4
пор мы	2	1
более общее	1	1
могли бы	3	4
мы говорили	1	2
а может	2	2
иначе но	1	1
он обозначает	3	1
с ее	1	2
само собою	1	1
и другое	1	1
они не	1	1
он есть	1	2
что оно	2	2
мы пока	1	1
и особенно	2	2
только знаком	1	1
при помощи	8	8
том или	3	3
к необходимости	1	1
в порядке	1	3
на некоторого	2	1
это было	2	2
чем мы	1	1
тут не	1	1
является не	2	2
и пусть	3	1
что самый	1	1
структуры это	1	1
и обозначаемое	1	2
той предметности	1	1
знак в	2	4
самого же	2	2
с собой	1	3
что же	9	8
знака и	15	4
знак а	3	1
когда говорится	1	1
имеет ничего	2	3
часто даже	1	2
вопрос о	3	1
одной и	2	1
что ни	1	1
отличный от	1	1
ничего не	10	3
говорили что	1	1
не ставит	1	1
самым мы	2	2
но они	1	1
что они	3	5
на одну	1	2
к символу	1	2
никакой возможности	1	1
по поводу	2	2
значением и	2	1
какого-нибудь одного	1	1
только потому	1	2
структуры и	2	3
тоже есть	5	4
но только	4	6
огден и	1	1
быть только	3	1
это слово	1	1
предметности которая	2	1
к другим	1	1
что вовсе	1	1
такое значение	1	1
или иной	5	8
возможности быть	1	1
и здесь	4	5
и символа	3	3
мы тоже	2	1
являются только	1	3
ведь иначе	2	1
акте обозначения	1	1
только из	1	1
того что	12	8
при этом	3	4
отношение между	2	1
есть отношение	2	1
но уже	5	3
но что	1	2
тоже еще	2	2
и она	1	1
этих предметов	1	1
что иное	3	4
в нее	2	1
в этих	4	2
только одной	1	2
сама по	4	8
только по	2	1
смысла и	2	1
или другого	2	3
и соответствующие	1	1
нечто такое	1	1
в предмете	1	1
входит в	2	1
повелительно требует	1	1
был бы	6	1
знаком и	8	3
в слове	3	2
то ни	3	6
языка как	2	1
что это	1	3
находятся в	1	3
знака поскольку	2	1
друг к	2	1
во все	2	1
определения того	1	1
таких например	2	1
смысл они	1	1
из нас	1	1
и тоже	3	3
начиная от	1	1
или другое	1	1
в собственном	1	1
знак и	21	3
чем иным	1	1
мы коснулись	1	1
слова и	4	3
даже в	2	1
совершенно неверно	1	1
мы имеем	1	2
каждый раз	3	3
таком случае	10	4
что при	4	2
так и	7	10
термина в	1	1
вещи и	2	7
один и	2	1
у них	1	2
всю теорию	1	1
или другой	5	4
д в	1	1
только от	1	1
тем самым	7	5
но как	6	4
что тут	1	3
и мыслится	1	1
от всякого	2	2
множество других	1	2
бы то	2	4
но например	1	1
выходящее за	1	1
если бы	4	3
говорил о	1	1
нас в	3	4
близких к	1	1
как раз	8	8
очень трудно	1	1
знака или	4	1
вовсе нет	1	1
данным словом	2	1
что она	4	1
вообще а	1	1
что если	4	1
о чем	6	2
каких-нибудь других	1	2
и что	13	7
такие слова	1	1
которое мы	1	5
обзоре негативных	1	2
структуру в	1	1
число значений	1	1
некоторые из	1	1
себя и	1	1
для чего	1	2
и притом	3	4
что остается	1	1
значение может	1	1
иметь в	1	1
что все	6	2
которого мы	1	1
ведь есть	1	1
сказать что	24	16
то есть	39	34
вместе с	2	2
ни его	1	1
именно о	1	1
о чем-то	1	4
а н	1	1
этой аксиомы	1	1
ничего и	1	1
в знаке	1	1
является символом	1	3
отличаются друг	1	2
то остается	1	1
относится к	6	1
то в	1	3
и его	1	5
может показаться	1	1
правда в	2	1
слова можно	1	1
ничего нового	2	1
принцип но	1	1
на какое	1	1
его от	2	1
не на	1	1
это есть	1	3
еще от	1	1
поэтому когда	1	1
если угодно	2	2
собою ясно	1	1
о предмете	2	1
той или	5	12
самостоятельное значение	4	4
конечно нет	1	1
и наша	2	1
какой-нибудь другой	1	1
и действительно	2	1
же мы	2	1
до бесконечности	1	1
состоит из	2	5
им обозначается	1	1
в частности	5	2
с которой	3	2
значение мы	1	1
предмет в	1	1
и даже	11	14
и очень	1	3
и тем	4	9
только в	14	19
тоже не	7	5
и значение	4	3
не должны	1	1
символическое значение	1	1
символ в	1	5
также еще	1	1
целое и	1	2
есть самый	3	1
литературы и	1	2
как в	1	5
мы уже	3	4
что у	1	3
или о	2	1
сама эта	1	3
взятые сами	2	4
тем более	10	3
раз это	1	1
и слишком	2	2
на необходимость	1	1
который может	1	1
значение знака	2	2
гораздо богаче	1	1
что всякий	5	9
есть и	1	2
из моментов	2	1
случае не	4	3
содержит в	2	3
в их	3	2
со своим	1	2
перед собой	1	1
не будут	1	2
общего и	1	1
относится и	1	2
что бы	1	1
в себе	5	8
к тому	3	3
только как	3	1
вопрос а	1	1
своему содержанию	1	2
само собой	1	2
первый план	3	2
после всего	1	1
но даже	3	4
и копия	2	1
иначе он	1	1
которые мы	3	3
и является	3	4
специфике языкового	1	1
случае он	1	1
с ним	1	7
заметим что	1	1
тому что	3	4
такого же	1	2
и более	5	2
только с	2	4
до такой	1	1
своя собственная	1	1
с самим	3	3
и вы	2	1
та или	2	3
является в	2	2
или может	2	1
не мешает	1	3
и животные	1	1
исследования мы	1	1
именно этой	1	1
родового понятия	1	3
только та	1	1
так или	6	1
то или	3	3
этих оттенков	3	1
знак является	1	2
то менее	2	1
она является	1	1
которого оно	2	1
потому что	13	25
друг друга	1	2
что для	3	3
пришлось бы	1	1
только и	3	8
на том	3	1
слов или	1	1
и то	10	14
всех этих	4	2
xix и	1	1
все время	1	1
знак нечто	3	2
именно знаком	1	1
и элементарного	1	1
не просто	11	23
все они	1	2
так как	7	9
и всегда	1	2
речь но	1	1
как будто	6	3
даже не	3	2
не означает	1	1
которая если	1	1
области знаковой	1	1
было только	1	1
модель в	1	1
свести только	2	1
не могут	4	1
или других	3	1
в известной	1	2
говорим о	3	3
что под	2	1
все указанные	1	1
можно бесконечно	1	1
мы все	3	1
языка и	5	4
и с	10	9
говорить здесь	2	2
в него	2	1
это в	2	2
и всякий	3	1
во что	1	1
знак тоже	3	2
тут же	8	4
также и	12	16
в понимании	2	1
предмет и	1	1
с другой	6	7
самое время	4	4
было бы	8	8
если его	1	3
здесь и	1	3
бы весьма	1	1
какой бы	1	1
значит не	1	1
только к	1	2
дело с	1	1
не очень	2	2
у нас	18	10
о структуре	1	1
к своему	1	1
бы только	1	2
именно в	1	2
соотношении знака	1	1
себе но	1	1
мы не	7	7
составляющих его	2	1
здесь мы	3	1
для данного	1	1
ли в	2	1
и вовсе	6	4
но эта	3	3
гораздо более	4	5
с одной	5	2
не столь	2	1
и окончательно	1	1
точно так	3	3
все человеческие	1	1
быть и	2	3
нечто целое	1	2
смысл или	2	1
том как	1	2
ввиду того	1	1
для себя	9	2
в поисках	2	2
на него	2	1
как таковое	1	1
