4gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part3_wordlist_4gram
заключается в том что	6	5
же как и в	1	1
одного и того же	4	4
друг с другом в	1	1
в том что в	1	1
с этой точки зрения	2	1
в том числе и	1	1
то время как в	1	1
мы могли бы сказать	3	2
принципиально нового по сравнению	1	1
общего к частному и	1	2
наблюдаем мы и в	1	2
в то время как	4	5
вместе с тем и	4	2
есть не что иное	1	1
совершенно так же как	1	1
состоит в том что	3	2
для того чтобы прийти	1	1
в зависимости от этого	2	1
процесса образования понятий и	3	1
приводит к тому что	1	1
нового по сравнению с	1	2
только в том что	2	1
на каждой возрастной ступени	2	1
понятие в собственном смысле	1	1
новая ступень в развитии	1	2
того чтобы прийти к	1	1
мы видим таким образом	1	1
видим таким образом что	1	1
не что иное как	1	1
ребенка мы могли бы	1	1
в собственном смысле слова	2	1
мы не станем сейчас	1	1
от общего к частному	1	2
как показывает исследование является	1	1
на данной ступени развития	2	1
по своей психологической природе	2	1
одной и той же	2	3
одном и том же	1	2
на то что ребенок	1	1
так же как и	4	1
принять во внимание что	1	1
в связи с этим	1	1
экспериментальном исследовании образования понятий	1	1
в этом и заключается	2	1
по сравнению с тем	1	1
и того же по	1	1
новое что возникает в	1	1
в силу того что	2	5
это вполне совпадает с	1	1
ничего принципиально нового по	1	1
вперед по сравнению с	1	1
если принять во внимание	1	2
что возникает в мышлении	1	1
заключается только в том	1	1
того же по своей	1	1
понятий для того чтобы	1	1
для всего нашего мышления	1	1
могли бы сказать что	3	2
