4gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_4gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_4gram
как раз и является	1	1
заключается в том что	1	2
о том что это	1	1
ничего общего между собою	4	1
самого понятия знака мы	1	1
в буквальном смысле слова	1	1
бы что может быть	1	1
что в конце концов	1	1
то же самое время	4	4
есть нечто более общее	1	1
а не что-нибудь другое	1	1
не что иное как	2	3
вовсе не есть ни	1	1
на самом же деле	1	1
ни в каком случае	3	3
но в таком случае	4	3
в связи с этим	1	2
разговаривать не о чем	1	1
уже во всяком случае	1	1
вовсе не есть нечто	1	1
быть проще того что	1	1
но уже во всяком	1	1
в то или иное	1	1
сама по себе вовсе	1	1
то что мы сейчас	1	1
может быть проще того	1	1
мы должны сказать что	1	1
мышления в этом смысле	1	1
что может быть проще	1	1
точно так же и	2	1
о знаке и символе	1	1
есть не что иное	2	3
в то время как	1	1
то что мы выше	1	1
не имеющих ничего общего	1	1
можно ли сказать что	2	2
свидетельствует о том что	2	1
не чем иным как	1	1
даже и в этом	1	1
который вовсе не является	1	1
общего между собою но	1	1
то это значит что	1	2
вовсе еще не есть	2	1
взятая сама по себе	4	2
по себе вовсе еще	1	1
то во всяком случае	1	2
и перечислить и которые	1	1
взятые сами по себе	2	2
вместе с тем однако	1	1
едва ли кто-нибудь станет	1	1
и уж тем более	1	5
одним и тем же	1	1
в этом смысле и	2	1
до сих пор мы	2	1
вовсе не так уж	1	1
вовсе не является только	1	1
в каком случае не	2	2
каком случае не может	2	1
и в то же	1	1
а иной раз и	1	1
здесь идет речь не	1	1
а может быть даже	1	1
мы здесь не будем	1	1
кто-нибудь станет утверждать что	1	1
что бы то ни	1	1
же в таком случае	1	1
тем не менее он	1	1
тут же выясняется что	1	1
а может быть и	1	1
не говоря уже о	1	4
так же как и	1	1
не имеет ничего общего	2	2
другой стороны однако и	1	1
нечто более общее чем	1	1
в данном случае уже	1	1
может быть даже и	2	1
мы и хотели бы	1	1
внимание на то что	1	1
можно сказать что он	1	1
и тем не менее	8	1
или по крайней мере	1	3
казалось бы что может	1	1
что мы сейчас назвали	1	1
это вовсе не есть	2	1
ли кто-нибудь станет утверждать	1	1
уж тем более для	1	1
в то же самое	4	4
себе вовсе еще не	1	1
случае не может считаться	1	1
имеет ничего общего с	1	2
только тогда когда есть	1	1
на тот или иной	1	1
бы то ни стало	1	1
с другой стороны однако	1	1
во что бы то	1	1
точно так же мы	1	1
