4gram	Losev_DialektikaMifa_partition_part1_wordlist_4gram	Losev_DialektikaMifa_partition_part3_wordlist_4gram
раз и показывает что	1	1
не есть ни в	1	1
и – больше ничего	1	1
когда мы говорим что	1	1
есть не что иное	3	1
и т д на	1	1
в то время как	4	1
если иметь в виду	2	2
не имеет никакого отношения	1	1
и в то же	1	2
ровно ничего не говорит	1	2
в этом его полная	1	1
ни в коем случае	3	1
что это значит? это	2	1
и т д и	6	2
и тем не менее	2	1
или по крайней мере	1	2
и есть то что	1	1
значит что он –	1	2
миф сам по себе	2	2
д и т д	5	2
не значит что для	1	1
как раз и показывает	1	1
это и значит что	1	1
уже по одному тому	2	1
что в мифе нет	1	1
не что иное как	6	1
в коем случае не	3	1
стать на точку зрения	1	1
вовсе не есть ни	1	1
с одной стороны и	1	2
ни того ни другого	1	1
итак миф не есть	2	1
то это значит что	3	1
есть ни в каком	1	1
коем случае не есть	2	1
одной и той же	1	1
это значит что он	4	3
ни на что не	1	2
с точки зрения самого	1	2
это значит что в	1	2
это не значит что	1	1
т д и т	5	2
в связи с этим	1	1
одно и то же	2	4
в то же время	1	4
по крайней мере в	3	1
это значит? это значит	2	1
убежден в том что	1	1
одна и та же	1	2
никто никогда не воспринимает	1	1
точки зрения самого же	1	1
ни в каком смысле	3	1
жизнь со всеми ее	1	1
с той или иной	1	1
по себе и как	1	1
вещи что же теперь	1	1
по одному тому что	2	1
сам по себе и	1	1
это значит что мы	3	1
значит? это значит что	2	1
