4gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_4gram
заключается в том что	4	13
процесса развития детского мышления	1	1
в том смысле что	1	1
происходит по нашему мнению	1	1
в том что в	1	1
смысле этого слова а	1	1
в том числе и	3	2
даже в том случае	1	1
в том что ребенок	3	2
верно и то что	1	1
в качестве орудия для	1	1
с генетической точки зрения	1	1
сомневаться в том что	1	1
само по себе не	1	1
состоит в том что	3	3
как мы постараемся показать	1	1
если мы обратимся к	1	4
в отношении интересующей нас	1	1
в самом деле если	1	1
интересует в данном случае	1	1
как мы уже говорили	3	2
не только то что	1	1
только в том что	1	2
все более и более	1	2
если бы мы хотели	1	1
нечто чрезвычайно близкое к	1	1
мы могли бы сформулировать	1	1
мы видим таким образом	1	4
том смысле что они	1	1
во всей теории пиаже	1	1
положения для того чтобы	1	1
в собственном смысле слова	3	1
но на самом деле	1	1
на вопрос о том	2	1
здесь на каждом шагу	1	1
с одной стороны и	2	2
указывают на то что	1	1
вывод заключающийся в том	1	1
отношении интересующей нас проблемы	1	1
нас интересует в данном	1	1
в том что перед	1	1
истинном смысле этого слова	3	1
место во всей теории	1	1
развития детского мышления в	1	1
не имеют ничего общего	1	1
в данном случае не	1	2
вопрос о том как	1	1
бы то ни было	1	1
мы могли бы выдвинуть	1	3
развитии детского мышления которая	1	1
оказывается в высшей степени	1	1
что с точки зрения	1	1
приходит к выводу что	1	1
а с другой стороны	1	1
мы видели что эта	1	1
один и тот же	1	7
пиаже говорит что в	1	1
мы уже говорили выше	1	2
с точки зрения нашей	1	1
в развитии детского мышления	5	8
он заключается в том	1	1
заключающийся в том что	2	1
в том случае если	1	1
имеют ничего общего с	1	1
заключается в том чтобы	3	1
в мышлении взрослого человека	1	4
в истинном смысле этого	2	1
в том что он	1	1
указанием на то что	1	1
он приходит к выводу	1	1
как мы видели выше	1	1
