2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram
его в	2	4
времени и	2	1
слов о	3	1
от всех	1	1
своей сущности	1	1
которые были	1	3
идеи в	2	7
менее всего	2	4
и над	1	1
план это	1	1
слова и	3	1
мысли о	2	1
даже в	1	2
ко всему	1	1
к одной	1	1
из него	1	1
отличен от	2	1
и к	5	4
всего она	1	1
но здесь	2	1
все голоса	1	1
в единство	1	5
в развитии	3	1
вот он	1	1
кроме того	3	3
и далее	1	1
но достоевский	1	1
на язык	4	1
особенностей его	1	1
от автора	1	3
так и	6	10
существенную роль	1	1
дело идет	1	6
достоевского от	1	2
на другого	1	1
и у	7	4
за пределы	1	6
своим художественным	1	1
тон и	1	1
предисловии к	1	1
есть нечто	1	1
поэтому все	1	1
последнее слово	1	9
тем самым	1	1
то что	9	18
не как	1	12
они определяются	1	1
достоевского можно	2	1
и от	3	1
времени а	1	1
достоевский так	1	1
всей их	1	1
черт его	1	1
но ее	1	1
его как	1	5
условия для	1	1
наряду с	5	1
развития европейской	2	1
дух и	1	1
дистанция между	1	1
завершенность и	1	1
все его	2	1
творчества и	1	2
можно найти	1	1
углом зрения	4	2
исторической поэтики	2	1
несмотря на	2	6
той же	5	6
от себя	1	1
это уже	1	1
на полноту	1	1
тон этой	1	1
к одному	2	1
мира на	1	1
и которые	2	1
свободой и	1	1
что в	2	8
нет надобности	1	1
всеми ее	1	1
при всех	2	1
ивана карамазова	4	5
и форм	1	1
всею отчетливостью	1	1
в начале	2	1
диалогической природы	1	1
хотя он	1	1
в своей	3	11
глубине и	1	1
уже и	1	1
всех произведениях	1	1
произведения достоевского	3	2
все в	1	6
и самая	1	1
карамазова и	1	4
в основе	5	5
с его	2	6
его произведений	3	2
как только	1	1
что дело	1	1
и больше	1	1
что она	1	2
в той	2	6
что если	1	1
разумеется все	1	1
зависимости от	2	3
и что	1	1
нельзя правильно	1	1
в применении	1	1
и все	10	3
что достоевский	1	3
и заключается	2	1
человеческой жизни	3	2
как художника	1	1
жизни и	9	6
был человек	1	1
художественная концепция	1	1
себя и	2	2
к человеку	2	2
их художественного	1	1
и притом	1	2
людьми и	1	1
из которых	1	2
как можно	1	2
в них	2	3
души в	1	1
достоевского а	1	1
всеми своими	1	2
место в	2	1
для понимания	2	3
традиции с	1	1
в европейском	1	1
что все	1	3
не то	3	1
не может	2	11
могут быть	4	1
других писателей	1	2
более широкое	1	1
же основной	1	2
там где	1	6
сказать что	10	5
то есть	48	24
что позволяет	1	1
вместе с	2	2
ними не	1	1
сознания и	1	3
и одновременно	4	3
я называю	1	1
в братьях	2	1
в том	14	11
разделения на	1	1
он почти	1	1
рассказ и	1	1
в его	8	24
характеристика жанровых	1	1
все равно	4	2
на почве	1	1
и т.п	31	3
прежде чем	2	1
достоевский как	1	2
и земли	1	2
не существует	1	1
его творчество	2	4
произведений достоевского	2	7
сюжетно и	1	1
самой своей	1	1
о том	2	2
между тем	2	5
видения жизни	1	1
отношение к	6	1
роман в	1	2
единство и	1	1
этот тип	1	1
мгновения и	1	1
особый характер	2	1
достоевского его	1	2
в самой	1	7
во всей	4	2
да и	2	2
которых он	1	1
большинстве случаев	4	2
можно сделать	1	1
должны быть	1	1
трех планов	1	1
в некоторых	4	1
именно этот	1	1
и острой	1	1
не все	1	1
как мы	5	5
а потому	1	2
т.п все	1	1
своей совокупности	1	1
в духе	8	3
и рассматривать	1	1
может быть	12	21
тон рассказа	2	1
даже сказать	1	1
и его	10	13
в одной	2	4
не можем	1	1
новое отношение	1	1
развития в	1	1
произведения и	1	1
в сфере	1	2
уже говорили	2	1
миг не	1	1
как его	1	1
сознании и	1	1
в органическое	1	1
вовсе не	3	8
всего на	1	1
произведениях достоевского	3	5
нельзя конечно	1	3
себя самого	3	4
есть не	1	2
до достоевского	3	2
бы я	1	1
человека а	1	1
или наоборот	2	1
в тех	1	1
веками но	1	1
я не	4	3
здесь нет	1	1
только один	1	1
с чертом	2	1
в особом	1	1
достоевского мы	4	4
произведении достоевского	1	1
типа и	1	3
здесь не	4	1
линии развития	3	2
и социального	1	1
почти во	3	1
о себе	2	9
ее нельзя	1	1
и тон	2	2
а о	1	1
той линии	1	1
самой жизни	2	1
проявилась в	1	1
показать как	1	1
отличие от	1	2
могла быть	1	1
сравнению с	4	1
достаточно чтобы	1	1
очень важной	1	1
тот же	2	2
достоевского и	6	12
и самое	1	2
и действительно	1	1
для них	1	1
и других	9	5
а вместе	1	1
концепции а	1	1
как он	2	2
рассматривать как	1	1
его слова	1	1
и взаимного	1	1
достоевского как	1	12
странника макара	1	1
общества и	1	1
индивидуальности и	1	1
наиболее полное	1	1
в каждой	1	2
идет именно	1	1
для эпохи	1	1
подпольного человека	1	1
и отчасти	2	1
к слову	1	1
от этой	1	1
и даже	2	3
но ведь	1	1
например у	3	1
не было	4	3
и тем	2	2
почти вовсе	4	1
то это	1	1
в своих	2	2
только в	4	8
в смысле	2	2
в произведениях	1	2
ней и	1	1
о тех	1	1
другой стороны	1	2
так сказать	5	3
он умел	2	4
в этой	1	4
достоевского с	3	7
отношению к	1	11
хорошо и	1	1
целого романа	1	1
и глубокое	1	1
и никогда	1	1
подходе к	2	2
все то	3	4
которые он	1	2
всяком случае	1	3
героев достоевского	2	3
ибо не	1	2
самим собою	4	2
с большой	2	1
к этому	4	2
романа в	1	4
видеть в	1	1
вот это	1	1
второй план	1	1
мир в	1	2
они и	2	1
как в	7	6
нет ни	2	2
лишь на	1	2
во всяком	1	4
и не	15	34
мы уже	5	2
характеров и	1	1
свое последнее	1	1
со всеми	8	1
диалога у	1	1
таким образом	6	11
вера в	1	1
тем более	2	1
мире а	1	2
мире в	1	3
жизни в	3	1
если же	1	2
достоевского более	1	1
он как	1	1
с достоевским	1	1
тем что	2	3
было замкнуто	1	1
уже в	2	5
чтобы убедиться	1	1
в жизни	8	6
это и	1	9
в плане	1	5
во внешних	1	1
не только	4	13
с какой-то	1	1
он не	3	4
эта способность	1	1
его жизнь	1	2
что даже	1	1
смысле этого	2	1
xviii века	3	1
но у	1	2
наконец в	2	2
все эти	9	8
внутреннего человека	1	1
и идеи	4	1
вот что	2	2
в истории	3	2
как уже	1	1
творчества так	1	1
и несовместимых	1	1
рядом с	1	13
в литературе	5	3
и потому	5	3
есть и	2	1
тенденция к	1	1
собою в	2	1
в их	2	3
с самого	3	2
здесь конечно	4	1
особого типа	1	1
одного произведения	1	1
представления о	2	1
из самых	2	1
конечно эта	1	1
мира и	2	7
как определенный	1	1
основе этого	1	1
в себе	5	5
между ними	2	2
в пространстве	1	3
и он	1	1
особенно резко	1	1
на его	3	2
как на	1	2
личности в	1	4
бы мир	1	1
с их	2	5
впервые в	2	1
самое построение	1	1
как у	5	2
таким же	1	2
человека по	1	2
один миг	1	1
в эту	3	1
достоевского имеют	1	1
перед нами	5	4
из них	4	2
бы уже	1	2
ничем не	1	1
и для	4	3
творчества достоевского	10	7
в платоновском	2	1
в осуществлении	1	1
не вызывает	1	1
в области	3	3
особенности этого	5	1
и уже	2	3
вполне понятно	1	1
для достоевского	3	6
авторской позиции	2	3
подчеркнуть что	3	1
не менее	3	1
еще не	5	5
знает что	1	1
в году	1	1
на первом	1	1
он сам	4	3
перейти к	2	1
с ним	2	6
мир но	1	1
этих романах	1	1
по типу	1	1
к его	1	1
же самое	1	1
но на	1	1
в условиях	4	2
в конце	3	5
достоевского по	1	2
к той	1	2
все еще	3	1
а в	2	7
и этим	1	2
полемизирует с	1	1
тех или	1	1
всего в	1	1
и более	2	1
и художественно	1	1
видеть и	1	1
только с	1	2
в каждом	4	8
нужно сказать	2	1
и тогда	1	1
достоевского является	1	1
нам важно	1	1
одному и	2	1
с самим	5	1
говорит достоевский	1	1
можно даже	1	1
это главное	1	1
братья карамазовы	1	1
в своем	1	8
романа но	1	2
основные особенности	2	1
самому и	1	1
ни был	1	1
на которой	1	1
но с	1	1
в вечности	1	1
люди и	2	1
и на	18	10
должны перейти	1	1
диалог и	1	1
своему существу	1	1
к другу	1	1
достоевского в	3	19
по крайней	1	2
достоевский был	4	4
них в	2	1
нем и	1	1
есть его	1	1
для того	1	2
как и	11	8
человека его	1	1
вступают в	2	1
потому что	5	12
не его	1	3
и всех	1	1
друг друга	1	3
конечно и	4	4
что для	1	2
взаимное игнорирование	1	1
в самом	2	8
это последнее	1	1
же время	5	7
может сосредоточиться	1	1
в то	5	10
или иным	1	1
поэтому в	1	2
по отношению	2	11
никогда не	2	5
и то	1	1
этом отношении	1	5
в россии	1	1
что главное	1	1
достоевского было	1	3
достоевского но	1	8
всех этих	1	3
и в	53	23
все время	1	1
в последних	1	1
в мире	5	7
человека он	1	1
и самый	5	1
так что	1	1
с большей	1	1
записок из	1	3
них нет	1	1
все они	1	1
так как	7	7
значение в	4	1
но не	5	8
особенности творчества	1	1
не в	2	6
как будто	2	3
даже не	1	1
времени была	1	1
полифонического романа	1	17
в полном	1	1
творчестве достоевского	5	5
есть в	3	3
зрения и	1	2
и обнаженной	4	1
самостоятельных и	1	2
мы должны	4	2
не была	1	1
мы сказали	1	1
конечно тоже	1	1
и во	4	2
по существу	5	4
из величайших	3	1
бы он	1	1
же по	1	2
и до	5	1
образа героя	1	3
отдельные моменты	1	1
до самого	1	1
как она	1	1
макара долгорукого	1	1
с этим	2	1
словом и	1	1
сохраняя свою	1	1
слове и	1	1
и глубоко	1	1
несколько дальше	1	1
и с	6	4
для испытания	1	1
дело и	1	1
появляются новые	1	1
но это	3	5
и полно	1	1
он остается	1	2
характерно для	1	1
под влиянием	1	1
это в	1	2
не для	1	1
через все	2	1
ее в	3	1
при обычном	1	1
здесь достоевский	1	1
ее и	1	1
конечно не	4	1
является одним	1	1
ведь если	2	1
творчеству достоевского	2	1
ибо все	1	1
для этого	1	1
это не	6	10
и идеологической	1	1
именно на	1	2
слово в	2	2
между людьми	3	1
образом и	1	1
и образ	1	1
с другой	2	2
здесь в	10	1
он все	1	2
знал бы	1	1
сочетание в	2	1
но самый	1	1
и романа	1	1
но он	2	2
и был	1	3
далеко не	2	1
было бы	5	6
как бы	14	28
слышать и	1	1
бы быть	1	1
в процессе	1	4
так это	1	1
теперь мы	4	1
к более	1	2
смешного человека	18	1
на своей	1	1
казалось бы	3	1
и утверждение	1	1
прежде всего	15	7
точки зрения	4	21
по этим	1	1
себе и	1	3
при изображении	2	1
идеи у	1	1
него как	1	1
что именно	2	2
особенности его	1	5
и судеб	1	1
он ни	1	1
мы остановимся	2	3
тем или	1	1
но и	7	11
к своему	1	1
и всюду	1	1
в ее	3	1
литературы в	3	1
именно в	2	6
нет и	1	1
из трех	1	1
над ним	1	1
кризис и	1	1
до сих	5	2
сочетается с	3	3
в последующие	2	1
не знает	4	1
в творчестве	8	5
в зависимости	2	3
достоевского художественно	1	1
в большинстве	4	2
идея здесь	2	1
но именно	1	4
мы не	4	2
чем в	1	2
одной из	4	1
так можно	1	1
и полное	1	1
я бы	1	1
достоевского которые	1	1
у шекспира	1	1
построены по	1	1
жанра ведь	1	1
здесь мы	2	2
этом не	1	1
жизни как	4	1
в результате	1	4
на самом	1	4
именно потому	1	2
или точнее	1	1
и наконец	2	5
по достоевскому	1	2
по нескольку	1	1
в главе	1	1
не к	1	1
всех его	1	1
все элементы	1	1
но эта	1	4
в целом	1	4
к творчеству	1	1
для других	2	2
перестает быть	1	1
построения а	1	1
что не	1	1
некоторых из	1	1
но во	1	1
а не	11	20
говорить о	2	2
с этой	1	1
крайней мере	1	2
все романы	1	1
в этом	8	25
и особый	1	1
построены как	1	1
совсем другой	1	1
превращается в	1	1
время как	1	1
со своей	1	1
человека но	1	2
достоевский не	1	5
об этом	1	1
он дан	1	1
быть и	2	1
со всею	1	3
всему творчеству	1	1
одним из	3	8
его жизни	1	1
и делает	1	1
и художественной	1	1
людей и	1	1
из многочисленных	1	1
достоевского достоевский	1	2
или даже	1	2
здесь с	1	3
автора он	1	1
на него	1	2
но эту	1	1
x мы	1	1
