3gram	Vinokur_StatiiOPushkine_partition_part1_wordlist_3gram	Vinokur_StatiiOPushkine_partition_part2_wordlist_3gram
при жизни пушкина	1	1
только совсем не	1	1
том значении которое	1	1
по рукописям и	1	1
в прямом смысле	1	1
ни для кого	1	1
сомнений в том	1	1
во всяком случае	3	6
в том чтобы	1	1
не зная пушкинских	1	1
без всякого внимания	1	1
для того чтобы	5	10
их и не	1	1
черным по белому	1	1
о том что	11	11
на то что	2	4
нет ни одного	1	1
пушкин т е	1	1
в пушкинское время	2	2
в этом случае	1	2
бы думать будто	1	1
в обоих случаях	1	1
что в своем	3	1
на самом деле	1	6
в таком виде	1	1
нет и речи	1	1
в том числе	1	2
вопрос о том	3	2
еще в г	1	1
дело не в	1	2
для в и	1	2
и чернышев не	1	6
отчета в том	1	1
наук ссср в	1	1
в первую очередь	1	2
к сожалению не	1	2
ни на чем	1	1
с которыми он	1	1
начале xix века	1	1
обратить внимание на	4	1
не говоря уже	1	1
что в россии	1	1
издания к изданию	1	1
и в наши	1	1
пушкиным и его	2	1
бориса годунова и	5	1
того что именно	1	1
во вторую половину	1	1
ответ на вопрос	1	1
пушкина как на	2	1
можно было в	1	1
на л об	1	1
в свое время	1	2
как раз в	2	2
к тому что	5	1
в зависимости от	1	1
так что в	1	1
буква в букву	1	1
в своей трагедии	4	1
тот факт что	4	1
сочинений пушкина но	1	1
в том смысле	2	2
говорит что он	1	1
рукописей пушкина в	1	1
и в этом	2	3
в это время	2	1
здесь нет и	1	1
что такое отношение	1	1
и сейчас еще	1	1
и чернышев спрашивает	1	1
то обстоятельство что	4	2
в советское время	1	1
и чернышев в	1	5
никаких сомнений в	1	1
академического издания сочинений	1	1
в каком он	1	1
себе отчета в	1	1
истории государства российского	2	1
имеет ничего общего	1	2
в том что	16	17
из того же	1	1
в то время	1	2
вряд ли можно	1	1
чтение академического издания	1	1
к борису годунову	3	2
в начале xix	1	1
то же время	1	4
не хотелось бы	1	1
и т п	3	9
в печатном тексте	1	1
тем не менее	2	2
о том кто	1	1
говорит о том	1	2
так же как	3	3
и в области	1	4
в том же	2	1
на чем не	1	1
бы то ни	2	1
по отношению к	1	3
и чернышева по	1	1
лежащий в основе	1	1
таким образом в	1	1
с другой стороны	3	6
ни в каком	1	1
уже о том	1	1
того чтобы можно	1	1
не имеет ничего	1	2
а между тем	1	1
пушкина в его	1	1
словаре академии российской	2	3
том что пушкин	2	3
том-то и дело	1	1
в данном отношении	1	5
и я не	1	1
для пушкина и	4	1
в борисе годунове	28	2
что как раз	1	1
том что он	5	1
в данном случае	1	6
мне кажется что	2	2
в одном из	3	1
пушкин и его	1	1
но все же	2	3
и сам в	1	2
как и вообще	1	1
совсем не в	1	1
в той же	1	2
достаточно для того	2	2
академии российской т	1	2
издатели сочинений пушкина	1	1
в котором он	1	1
главы евгения онегина	1	1
я не могу	1	1
так и в	2	4
издании бориса годунова	1	2
пушкина но они	1	1
работы пушкина над	3	2
каждого из них	1	2
чтобы можно было	1	1
нового академического издания	2	2
в то же	1	4
в один общий	1	1
в этом отношении	9	7
т п в	1	3
но к концу	1	1
пушкин жил в	1	2
виде в каком	1	1
т е в	1	2
аргументации в и	1	1
точно так же	1	1
в печатном издании	3	1
согласно которой в	1	1
пушкина по рукописям	1	1
но я не	1	1
борису годунову в	1	1
от издания к	1	2
том смысле что	1	1
в другом месте	2	1
а другое дело	1	1
еще отметить что	1	1
всякого внимания к	1	1
одним и тем	1	2
в самом деле	2	5
в той мере	2	1
пушкина и в	2	1
борисе годунове пушкина	2	1
но только совсем	1	1
да и в	1	2
до сих пор	5	7
ничего общего с	1	3
обстоятельство что в	1	1
все же только	1	1
было бы знать	1	1
на вопрос о	1	2
так или иначе	1	2
т е не	1	1
том что в	2	3
дело в том	4	4
с точки зрения	2	8
речь идет о	3	2
как бы ни	1	1
я считаю что	1	1
в г в	3	1
и тем же	1	2
говоря уже о	1	1
чернышева по поводу	1	1
в этом смысле	1	1
он не только	1	1
после того как	4	1
сам в и	1	2
той мере в	2	1
этот вопрос в	1	1
что же касается	1	3
всяком случае не	2	1
бориса годунова в	3	2
тексте бориса годунова	1	5
пушкина не только	1	2
ни о каком	1	1
что он не	4	1
академическое издание сочинений	1	1
на этот вопрос	1	1
мере в какой	2	2
за то что	2	3
пушкина в михайловском	2	1
критика нового академического	1	1
того времени не	2	1
в одной из	2	1
в статье о	1	2
т д на	1	1
в конце концов	1	1
было бы предполагать	1	1
в том-то и	1	1
нужно сказать что	1	4
но также и	1	4
в настоящее время	1	1
по этому поводу	2	2
ни одного слова	1	1
ставит себе целью	1	3
издания сочинений пушкина	2	6
бориса годунова г	1	1
не в том	2	2
в словаре академии	2	3
пушкина и его	1	3
издание сочинений пушкина	1	3
морозова или ефремова	1	1
сами по себе	2	1
на тему о	1	1
находим и в	1	2
в и чернышев	10	66
и т д	6	21
в и чернышева	2	41
между пушкиным и	3	1
и что поэтому	1	1
евгений онегин гл	1	1
зная пушкинских рукописей	1	1
заключается в том	1	3
и в том	1	2
в и чернышеву	1	10
таким путем в	1	1
должна была бы	1	3
внимание на то	1	1
то что он	2	1
тем что в	1	2
что оба эти	2	1
но столь же	1	1
в начале г	1	1
из них и	1	1
с того что	1	1
не секрет что	1	1
и в печатном	2	1
то что в	2	2
