2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram
мы станем	2	1
когда они	1	1
в последнее	1	4
и действие	1	1
все яснее	1	1
все же	7	5
времени и	3	1
от всех	1	3
это совершенно	2	1
из нас	1	2
чувство с	1	1
себе не	2	3
это произведение	1	1
однополюсной траты	2	1
нас совершенно	1	1
том и	2	2
в одну	1	1
в собственном	1	3
этот анализ	1	1
в значительной	1	1
в состоянии	3	3
есть к	1	2
даже в	1	2
усиливается или	1	1
совершенно неверно	1	1
бессознательной сфере	1	1
мы имеем	8	4
и к	4	3
он исходит	2	1
конечном счете	1	3
эстетическая реакция	6	1
правильно указывает	1	1
переживания и	1	1
того и	1	1
и составляют	1	1
выходит так	1	2
нечто гораздо	1	1
и всей	1	1
мы совершенно	1	2
прямо говорит	1	1
что при	3	3
силы с	1	1
таком понимании	1	1
или фантазии	1	1
то мы	1	1
и свою	1	1
сказывается в	1	1
его и	1	3
нашего исследования	1	3
так и	3	3
шекспира но	1	1
отнести к	1	1
что если	6	1
и т	7	26
не является	2	5
при таком	3	1
нас от	1	1
эмоции при	1	1
когда мы	6	3
гекзаметров и	1	1
еще и	1	1
содержанием и	1	1
один и	1	1
фантазии и	2	1
вероятно не	1	1
в известном	1	2
есть нечто	3	2
означает что	1	2
и почему	2	1
самому существу	1	3
то что	37	32
но как	1	2
всегда в	1	1
сущности говоря	8	3
в каком	3	2
и от	1	2
с в	1	3
никак не	6	4
своих исследованиях	1	1
ее можно	1	1
именно то	4	1
в монологе	1	1
на задний	1	1
его как	1	1
психологической эстетики	1	3
специфическое что	1	1
имеет в	1	2
можно выразить	1	1
которая существует	3	1
подход к	1	1
должна быть	2	3
того что	8	10
в одном	2	2
в свою	3	1
иное как	2	1
формулы для	1	1
тому же	1	3
в воображении	2	1
что психика	1	1
несмотря на	5	5
той же	3	3
с первым	1	1
мы найдем	4	2
иначе говоря	1	5
та же	1	3
от себя	1	4
совершенно понятной	1	1
если бы	11	6
связи с	2	1
же точно	6	3
раз из	1	2
ни в	3	9
из двух	3	1
фантазию как	1	1
нигде не	1	2
этом совершенно	1	1
и той	2	3
то время	1	5
между собой	2	1
как не	1	1
совершенно очевидно	5	3
что в	24	23
при всех	1	1
нас в	1	2
принадлежат к	1	2
для объяснения	1	3
однако в	1	1
в приложении	1	1
но совершенно	1	2
а как	2	1
за ним	1	1
в своей	4	3
приложении к	1	1
как раз	13	2
обозначался как	1	1
достаточной ясностью	1	1
к числу	1	2
в основе	7	2
напротив того	2	2
с такого	1	1
очень легко	3	2
что эмоция	1	1
с его	2	1
говорит нам	1	1
реакции и	3	1
эстетический объект	3	1
этих двух	7	2
как только	4	1
для психологии	3	1
в состав	3	1
что она	6	6
бы если	2	1
в той	3	1
не имеем	2	1
что всякая	4	2
о чем	4	2
этот закон	2	1
смысл в	1	1
зависимости от	7	6
и что	23	8
в психологической	1	1
показал что	1	1
имеет свое	1	1
он никогда	1	1
самых разных	1	2
что самое	2	3
в применении	1	2
и все	4	5
содержания и	4	1
мы говорим	1	1
или менее	1	2
никто не	1	1
на этот	3	1
которое мы	3	1
и заключается	4	1
бы мы	3	2
и другую	1	2
что на	3	3
психология искусства	1	9
и о	3	4
жизни и	6	3
в вопросе	1	1
себя и	2	2
деятельности фантазии	2	1
содержание и	4	1
мы ощущаем	1	1
из которых	4	3
это положение	1	1
что эта	4	3
в них	4	2
не бывает	1	1
что форма	1	1
о смерти	5	1
мы хотим	2	1
только не	5	3
для понимания	1	1
может стать	1	3
на деле	8	3
не есть	4	3
в основу	4	2
и так	2	4
этому поводу	4	2
не то	1	2
действия и	4	2
что все	6	3
или иное	1	2
понятно что	2	1
не может	9	17
могут быть	8	11
это имеет	1	2
с психологической	1	3
иметь дело	1	1
там где	4	4
сказать что	9	7
мы видели	1	2
то есть	13	26
можно легко	2	1
эмоции но	1	1
проблем и	1	1
вместе с	12	8
этом вопросе	1	1
он должен	8	1
произведения искусства	2	1
по тому	1	3
иметь никакого	1	1
простейший пример	1	1
тот новый	1	1
в том	27	30
мы знаем	2	3
точно и	1	2
заключены в	1	1
указывал что	1	1
психологии и	1	3
составные части	1	1
этого материала	1	2
нашей фантазии	2	2
оно в	2	1
в его	4	6
на пересечении	1	1
все равно	2	1
верно что	3	1
быть сведены	1	1
полной мере	1	1
в нас	13	2
которое не	1	1
эстетики он	1	1
как они	2	2
вступить в	1	1
мысль о	4	1
бы как	1	1
не существует	3	2
и может	1	2
надо сказать	1	3
как при	1	1
если принять	1	1
приводит к	2	2
от того	4	3
о том	10	7
между тем	1	4
что бессознательное	1	1
согласно этой	1	1
сделать чрезвычайно	1	1
совершается в	1	1
точно также	1	1
что самая	1	1
для одних	1	1
несет функцию	1	1
отношение к	1	2
