2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram
все же	4	8
его в	1	4
так себе	2	1
времени и	2	2
по другую	2	1
здесь только	2	1
живет только	1	1
голоса голядкина	1	4
и смеялась	1	1
себе не	1	1
в первых	2	1
сплошь да	1	1
впрочем что	1	1
прилично ли	1	2
начиная от	1	1
у фонаря	1	1
всюду где	1	1
о мире	1	8
в значительной	1	1
он теперь	1	2
менее всего	1	1
важное в	1	1
чужая реплика	2	3
слова и	7	11
даже в	1	5
с отношением	2	1
к исключительно	1	1
себя за	1	2
диалога так	1	1
это вовсе	2	1
не хочу	1	4
для другого	2	2
делая его	2	1
и к	9	12
каждый раз	1	1
я вам	1	5
на два	3	1
к другому	5	16
его романе	1	1
но здесь	3	1
чужим человеком	2	1
из главных	1	1
кроме того	4	1
чем у	3	1
как рассказ	1	1
мы здесь	2	1
их сиамских-то?	1	1
голоса в	1	2
замысла но	1	2
его и	1	3
так и	4	8
достоевского это	2	3
сознание и	1	2
в другой	1	1
истории известно	1	1
вовлекается в	1	1
уже давно	1	1
может обойтись	1	1
все произведение	1	1
пожалуй и	2	1
только еще	1	1
эти вопросы	1	1
чужие слова	1	1
мы наблюдаем	1	1
и у	1	4
за пределы	5	3
когда мы	1	1
еще и	4	1
в последнем	1	2
тон и	3	4
на свой	6	1
последнее слово	1	4
от чужого	1	4
то что	4	10
до крайности	1	2
но как	1	4
не как	3	3
и великие	2	2
как слово	2	1
двойника то	1	1
слове другого	1	2
никак не	3	1
и странность	1	1
не укладывается	1	1
этот другой	1	1
люди подчас	1	1
чужих слов	4	1
последнего слова	1	1
каждом своем	1	1
ответа и	2	1
в эти	1	2
все его	1	4
в одном	11	6
и содержательно	1	1
в свою	1	1
тому же	1	3
или поздно	1	1
или на	1	1
мы обратимся	1	1
в высшей	1	3
к речи	1	1
той же	3	2
же есть	1	1
самосознание героя	1	1
от себя	1	5
в обычном	1	2
та же	1	4
к которому	1	1
если бы	3	1
связи с	1	1
ни в	6	2
сиамских-то? положим	1	1
вот вы	1	1
героя к	1	2
к одному	6	3
что в	4	6
как не	1	1
слова о	1	4
речь героя	2	3
бы сказали	1	1
углубленной форме	1	1
ивана карамазова	1	4
слово но	2	1
а у	1	1
голосов не	1	1
это дано	1	2
только пусть	1	1
ибо и	1	2
друг от	1	1
так я	2	1
а как	2	2
однако в	1	2
чужие реплики	1	2
в своей	3	4
как раз	7	4
что их	1	1
после каждого	1	1
полемики с	1	1
друг с	5	4
все в	2	1
макара девушкина	6	1
на чужое	11	2
со словом	2	3
с его	5	7
с сестрой	1	1
двумя пределами	1	2
этих двух	4	2
освободиться от	1	1
этом случае	1	1
все более	1	1
бы и	2	2
в той	3	4
карамазову в	1	1
очень часто	4	2
знают и	1	2
и что	3	6
оглядкой и	1	1
голос другого	1	1
и все	9	15
сливается с	1	4
на этот	2	2
что достоевский	1	1
уж не	1	2
нам кажется	5	1
они все	1	1
слова он	1	1
всем этим	1	2
что на	1	2
ты не	1	1
себя и	3	8
чужому слову	9	1
после того	1	1
героя начинает	1	1
ему и	1	1
самому другого	1	1
этого он	1	1
него в	3	1
в них	1	4
кажется что	3	2
не бывает	1	1
и весь	1	1
в роман	1	2
эта особенность	1	2
в замысле	1	1
слова его	1	2
может стать	2	1
на одном	1	1
да так	1	1
образом как	1	1
те же	2	2
между этими	3	1
и так	2	4
речи героя	2	2
что все	1	2
не может	19	18
что же?	1	1
остановимся еще	1	1
которого мы	1	1
в чужих	1	2
из которого	1	1
там где	2	7
литературная пародия	1	1
его о	1	1
функции в	1	1
к внутренней	2	1
то есть	40	16
тему о	2	2
здесь еще	1	2
сказать что	2	3
на тему	1	2
слово это	1	1
вместе с	2	2
ней в	1	1
он должен	1	1
он ничего	2	2
сознания и	2	4
братьев карамазовых	1	2
это ничего	2	1
что говорит	1	1
моментом которого	1	1
издевательства и	1	1
сказать о	1	1
в рассказах	1	1
в братьях	2	3
мы знаем	1	2
себя как	3	3
в том	9	5
я ведь	4	4
рассказ и	2	1
в его	9	21
все равно	2	2
его уже	1	1
даже из	1	1
от времени	1	1
и т.п	14	6
девушкина но	1	1
диалога но	1	1
даны в	3	1
что герои	1	1
разобранные нами	3	1
разыгрывает роль	1	1
слово представляется	1	1
мы бы	1	1
и другим	1	1
не входит	2	1
в диалоге	3	3
приводит к	4	2
в последней	1	1
о том	5	2
между тем	2	4
протокольное слово	1	1
во всякой	1	1
совершается в	1	1
нами отрывке	2	1
отношение к	3	6
нет к	1	1
но полифония	1	1
речи как	2	1
достоевского он	1	1
вы меня	1	1
к читателю	1	1
с выражением	1	1
и рогожина	1	1
в виду	4	3
бы с	1	2
достоевского его	1	1
еще в	1	4
да и	4	5
ну да	4	2
отношений к	1	1
которых он	1	1
этого места	1	1
большинстве случаев	8	2
мире достоевского	2	3
к самому	2	5
монологическое слово	1	1
слово слово	3	2
чудо и	1	1
бы ему	1	1
с порфирием	1	1
нового принципа	1	1
характерный для	1	1
внутренняя полемика	1	1
в некоторых	1	1
как мы	12	8
так чтобы	3	4
уже после	3	1
чужой голос	2	6
может быть	23	14
не должен	1	1
тон рассказа	1	1
и его	6	14
известно что	1	1
в одной	2	3
себе его	1	1
это я	1	3
правда в	3	1
чужой реплики	2	2
реальное слово	1	1
почти нет	2	1
свойственных ему	1	1
яков петрович	2	6
главных героев	1	1
он вводит	1	1
как его	1	3
внутренняя жизнь	1	1
в отношении	3	9
ее но	1	1
в устах	1	1
самые атомы	1	1
вовсе не	9	7
она не	3	1
она знает	1	1
произведениях достоевского	3	2
себя самого	1	7
между двумя	3	2
чужого сознания	1	4
он там	1	1
или наоборот	1	1
в бесах	1	1
не на	1	1
отношением к	1	3
господин голядкин	1	3
обращено к	1	2
ни было	1	3
всего как	1	1
двух разных	2	1
подчас чудаками	1	1
достоевского мы	1	1
уже сама	1	1
а вот	1	1
здесь не	4	1
не интригант	1	1
во многих	1	1
о себе	5	17
что знаменитый	1	1
и голос	1	5
к лицу	1	1
той или	2	4
этот скрытый	1	1
бы в	3	4
и тон	1	3
направлена на	1	1
увидим что	2	2
и жизнь	2	1
у мышкина	1	1
все из	1	1
подумали что	1	1
из политики	1	1
увидит что	1	1
отличие от	3	2
его к	2	3
разобранным нами	1	1
достоевского и	2	2
и самое	1	2
рассказчика слово	1	1
это конечно	1	1
и других	4	1
может войти	1	3
до времени	1	1
но там	1	1
как он	3	2
вы не	1	2
и между	6	1
прозаическая лирика	1	1
его слова	3	2
достоевского как	1	2
и мысли	2	3
именно как	2	1
что вы	1	2
развивается диалогически	1	1
да рядом	1	1
нет ничего	1	1
не принимает	2	4
сразу с	1	1
в каждой	1	2
определяет его	1	1
двух голосов	6	4
здесь можно	1	1
зол он	1	1
слова мы	2	2
другим в	1	1
к слову	2	2
и даже	3	5
и очень	1	1
но ведь	2	2
слова второго	1	1
еще раз	1	1
чтобы не	1	2
установкой на	1	3
того чтобы	1	1
и при	3	1
то это	3	1
в своих	1	1
приведем еще	1	1
только в	6	6
в произведениях	2	2
тоже не	1	1
чужой взгляд	1	1
другой стороны	3	3
так сказать	5	2
в этой	3	1
достоевского с	1	1
настасье филипповне	2	1
чужим словом	13	1
отношению к	5	7
такого диалога	1	1
ну а	1	1
прорывается в	1	1
господина голядкина	1	2
то и	2	1
слово рассказа	1	1
что еще	1	1
всяком случае	1	4
его с	1	5
героев достоевского	3	3
друг о	1	1
к рогожину	1	3
резко отличается	1	1
самим собою	3	9
к этому	1	1
чужого слова	23	6
и эта	1	1
но для	3	2
как монологическое	1	1
как в	4	5
диалога в	3	2
бедных людях	3	1
во всяком	2	4
одному знаменателю	3	2
и не	27	27
и следует	1	1
слово как	4	1
что у	1	6
замыслу достоевского	1	7
лицом к	1	1
со всеми	1	3
мы уже	3	8
лежит в	1	2
и вообще	1	2
меньшей степени	2	1
таким образом	4	7
время их	1	1
речь его	1	1
свой предмет	7	2
замечательно что	1	1
чудаками смотрели	1	1
из истории	1	1
он как	2	4
а вовсе	1	1
тем что	3	4
одно и	1	3
поэтому слово	1	1
уже в	4	3
с теми	1	1
такой человек	1	1
в жизни	5	2
чужими словами	1	2
высшем смысле	1	1
да впрочем	1	1
у вас	1	1
в плане	1	6
не только	14	10
главного героя	2	1
дано на	1	1
заставляет его	1	1
он не	4	13
для его	1	2
девушкина в	1	1
наконец в	1	4
напряженный характер	1	1
приведенном нами	2	1
все эти	4	3
для всего	1	1
особенно в	5	2
в данном	2	1
в пределах	10	11
значительной степени	1	1
теперь внимательнее	1	1
перебой голосов	3	3
смысле и	1	1
рядом с	5	4
и потому	1	1
слова в	13	6
такою же	1	1
я его	1	1
с самого	1	8
в их	4	1
строгом смысле	2	1
там это	1	1
мы чувствуем	2	1
словом рассказчика	1	1
затем и	1	1
речь не	1	1
в себе	7	5
развивается в	1	1
минуты когда	1	1
и он	6	2
в большей	2	1
в рассказе	2	2
на его	1	4
причем эти	1	1
как на	1	1
между ними	10	1
в кавычки	2	1
оно является	2	1
начала в	1	1
к тому	2	6
к рассказу	1	1
еще хуже	1	1
на себе	1	1
других героев	1	1
как чужой	1	2
перед нами	12	1
с первой	1	1
как если	2	1
на всю	1	2
голосов и	3	2
реагирует на	2	1
слово о	4	7
как нам	2	1
бы не	2	2
а лишь	1	1
в бедных	3	1
самое главное	1	2
и слова	2	2
и для	3	8
с другом	5	4
мысли в	1	2
творчества достоевского	2	1
этими двумя	1	2
пародийного и	1	1
почти никогда	1	1
его собственных	2	2
свой смысл	1	1
самого достоевского	2	1
а что	4	2
до конца	4	4
авторского замысла	1	1
нельзя понять	1	1
что так	2	1
действия романа	1	1
отличается от	3	1
и вместе	1	1
художественного мира	1	1
в первом	1	2
него не	1	1
чужого голоса	3	1
слово или	2	1
для достоевского	2	2
чувствуем что	2	1
по себе	7	4
двух сознаний	1	1
любовь к	4	1
не менее	2	2
и углубленной	1	1
еще не	7	7
знает что	1	3
даже и	1	3
он сам	2	6
последующих произведениях	1	1
с ним	2	7
затем его	1	1
так в	2	2
слове рассказчика	1	1
интригант и	1	1
но на	2	4
слова как	3	1
в конце	3	5
убеждает себя	1	1
на все	2	1
иван карамазов	1	2
замысел автора	1	1
одному из	1	1
среди которых	1	1
а в	2	7
ну так	3	4
тому что	1	2
он только	2	3
слово и	7	2
всего в	1	1
слов с	2	1
только с	1	3
условного слова	1	1
слов и	3	3
в каждом	6	6
говорить с	1	1
над всеми	1	1
глубже и	1	1
с самим	5	15
в уста	1	1
оглядки на	1	1
чужого акцента	2	2
и вы	1	2
к аглае	1	1
и вот	1	4
ведь я	1	1
а впрочем	1	4
дело в	3	1
по преимуществу	1	1
с внутренней	1	1
него и	1	3
романа но	1	1
в своем	3	2
на которой	1	2
резко слово	1	1
в самые	1	1
но она	2	1
и без	1	4
слов героя	1	1
но с	2	1
с исключительною	1	1
нельзя дать	1	1
тонах и	1	1
из слов	1	1
стал ее	1	1
в сторону	1	2
с человеком	1	3
и на	11	6
бы на	1	1
и внутренняя	1	1
от друга	1	1
достоевского в	8	3
которые в	2	1
есть уже	2	1
эта оглядка	2	1
от него	1	6
в приведенном	3	1
с которыми	1	2
в самой	5	1
врывается в	1	1
в двух	1	1
перед его	1	3
рассказа и	1	1
и характер	1	1
особенно там	1	2
чтоб он	1	1
носит чрезвычайно	1	1
говорили в	1	1
направленность в	1	1
речь голядкина	2	3
только так	2	2
как и	12	18
собой в	1	1
все и	1	4
вступают в	1	1
потому что	4	8
одного монологического	3	1
будет? кстати	1	1
другую сторону	2	1
друг друга	6	2
конечно и	3	1
в самом	9	6
а то	3	1
при всем	2	1
это последнее	1	1
же время	5	10
голядкина с	2	6
в то	5	11
между словами	3	1
поэтому в	1	1
по отношению	5	6
никогда не	6	4
героев и	1	1
и то	1	5
речь рассказчика	1	1
в мир	1	1
тому и	1	1
раз в	2	2
на более	1	1
с чужим	6	2
им в	1	2
слова не	2	2
и в	46	35
все время	2	4
так же	3	7
отметить что	1	1
других людей	1	1
в мире	3	4
настасьи филипповны	6	7
без всякого	2	2
так что	2	5
пел петухом	1	1
приводят к	1	1
уж теперь	1	2
из его	1	2
так как	5	4
и только	3	1
значение в	2	1
но не	4	6
слово без	1	4
два голоса	3	3
вот я	1	3
и всегда	1	1
происходит лишь	1	1
такой же	3	3
может до	1	2
в стороне	1	1
словом другого	1	1
не в	10	10
по замыслу	1	11
если оно	2	1
вообще нет	1	1
не знал	1	2
точек зрения	4	2
как будто	1	4
творчестве достоевского	2	7
поэтому он	1	3
есть в	6	1
их друг	1	2
на этом	3	2
своей речи	1	1
и через	2	1
а между	2	3
мы сказали	3	1
и во	3	3
я ничего	1	1
своего собственного	1	3
в которых	2	2
на меня	1	6
не могут	3	1
человек в	1	1
бы он	1	2
им и	1	3
другом как	1	1
и резко	2	1
слово он	1	1
мышкина с	1	2
суворов пел	1	1
на нее	1	2
и до	3	1
приносит с	1	1
не я	1	1
у меня	3	6
раз и	4	3
да за	1	1
лишь как	2	1
так кончается	1	1
нами в	1	1
который не	1	1
отношении к	2	7
определения и	1	1
с этим	2	3
лишь в	2	7
словом и	3	3
романах достоевского	7	4
функций в	1	1
но иногда	1	1
же он	2	1
в предшествующих	1	1
и с	7	12
я и	1	2
мышкин и	1	1
дело и	1	1
но это	6	6
великие люди	1	1
характер это	1	1
он остается	1	1
позиции как	2	1
странность там	1	1
в него	6	3
внутренняя диалогизация	3	1
слов в	2	3
диалог двух	1	1
себя лишь	1	1
он находится	1	1
полную независимость	1	1
голосов как	1	1
это в	1	2
присутствует незримо	1	1
друг другу	1	4
характер в	1	1
в одних	1	1
когда он	2	3
пародия или	1	1
человек не	1	1
так тому	1	1
повести находится	1	1
он снова	1	2
чужое сознание	2	1
знает но	1	1
он уже	2	3
диалог у	1	2
общем не	1	1
конечно не	8	2
отношением его	1	1
слова если	1	1
имеет громадное	1	1
о них	1	2
он тоже	2	1
бы развернуть	1	1
голос голядкина	1	7
для этого	2	2
и т.д	3	3
мы это	1	1
он во	1	2
в заключение	2	1
это не	5	3
стремится быть	1	2
это все	1	1
человек так	1	1
слово в	6	2
предмет и	2	1
отрывок из	1	2
с другой	3	4
голядкина в	1	1
их можно	1	1
и как	2	2
он все	1	2
здесь в	2	2
голос самого	1	2
присущ всякому	1	1
в речах	1	6
бы ни	2	1
другого человека	3	3
но он	3	4
должно быть	4	3
и совершенно	2	1
в позднейшем	1	1
так он	1	1
далеко не	3	1
из своего	1	4
было бы	3	3
что такое	2	1
других романах	1	1
как бы	19	31
здесь и	3	1
ж полководцы?	1	1
в процессе	4	1
как изображение	1	1
чужой реакции	1	2
этот второй	3	1
нами особенность	1	1
оно обращено	1	1
проявляется уже	1	1
в первой	2	1
от власти	1	2
внутренних диалогов	1	1
и слияние	1	1
речь как	1	1
я знаю	1	1
вне себя	1	2
прежде всего	9	12
точки зрения	11	7
он продолжает	1	1
одном слове	3	2
себе и	3	7
делает свое	1	2
героя но	2	2
а с	1	3
же явления	2	1
сам и	1	3
его личности	1	1
него как	2	1
без другого	1	1
и уверенный	1	1
позднего периода	1	1
они и	1	1
первая часть	1	1
мы остановимся	1	3
человека с	1	3
голосом голос	1	1
но и	12	14
к своему	3	5
слово рассказчика	2	3
на фоне	6	1
в диалогах	2	4
на друга	2	2
в ее	1	3
знает и	1	5
он может	1	1
там говорят	1	1
нет и	2	4
достоевского всегда	1	1
несколько иные	1	1
в очень	1	1
а затем	1	2
чрезвычайно напряженный	1	1
остается в	2	1
до сих	8	1
одного момента	1	1
среди слов	1	1
этот чужой	1	1
не знает	4	6
в большинстве	9	2
но именно	3	2
форме и	1	1
самим собой	2	7
к собственному	1	1
чужих устах	1	2
мы не	4	1
своему предмету	3	7
героя с	2	1
ну что	5	1
себя в	3	2
себе героя	1	1
мы можем	4	2
во всем	4	4
героя и	4	10
один голос	1	1
себя на	2	1
голосов в	7	5
и другого	2	2
в результате	2	1
здесь мы	1	1
роль в	1	1
но эти	4	2
достоевского особенно	1	1
на самом	1	9
или точнее	1	1
абстрактный характер	1	2
он определяет	1	1
и наконец	4	7
ты меня	1	2
всех его	3	1
уст в	1	2
форме в	1	1
в целом	1	3
но эта	1	2
политики и	1	1
они становятся	1	1
не хочет	2	2
и заставляет	1	1
в последующих	3	1
i в	1	1
в преступлении	2	1
что не	1	4
в строгом	2	1
тон в	1	1
и пр	2	1
в письме	1	1
с большим	1	1
а не	11	4
этот вопрос	2	1
и другой	1	1
буквально повторяет	1	1
самого слова	1	1
с одной	1	1
их акцент	1	1
силы и	1	1
в этом	16	14
с одними	1	1
превращается в	4	1
приведенном отрывке	2	1
обойтись без	1	3
знаю что	4	2
в чужое	1	1
почему же	2	2
слово не	9	2
ли будет?	2	2
второго голоса	1	8
об этом	2	1
в доме	1	1
быть и	1	2
слово с	5	6
письма достоевского	1	1
во внутренний	1	5
одним из	3	1
и внутренне	1	2
мы замечаем	1	1
