4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_4gram
но тем не менее	1	1
в творчестве достоевского в	1	1
в записках из подполья	1	1
и в то же	2	2
нас прежде всего поражает	1	1
не чем иным как	1	1
отношение к себе самому	3	1
как мы уже говорили	2	2
все более и более	1	1
ипполита мое необходимое объяснение	1	1
и на протяжении всего	1	1
в этом отношении очень	1	1
к себе самому и	1	4
этом смысле можно сказать	1	1
для всех героев достоевского	1	1
до сих пор еще	2	1
с самим собою в	1	1
к себе самому к	1	1
или во всяком случае	1	1
в этом смысле можно	1	1
в той или иной	1	4
всех знает что он	1	1
достоевского особенно в его	1	1
смысле можно сказать что	1	1
произведений записки из подполья	1	1
большей или меньшей степени	2	1
мы остановимся только на	1	1
в то же время	5	10
бы он ни был	1	1
во всей своей полноте	1	1
мы можем сказать что	1	2
исповедь ипполита мое необходимое	1	1
той или иной форме	1	2
в большей или меньшей	2	1
то же время как	1	1
лучше всех знает что	1	1
с самим собою и	1	1
но в то же	1	4
ивана карамазова с чертом	2	1
