3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_3gram
перед нами в	1	1
не только в	1	1
адекватное ему но	1	1
друг за другом	1	1
герой из подполья	1	1
как мы уже	2	2
типа а не	1	2
значение для понимания	1	1
можно было бы	2	3
человека по отношению	1	1
в себя как	1	1
во всяком случае	1	3
приводит к распадению	1	1
о том что	2	2
преступления и наказания	3	1
друг с другом	5	3
по себе еще	2	2
в высшей степени	1	1
в этом глубокое	1	1
друг друга и	1	1
а не как	1	3
что может быть	1	2
увидеть и показать	1	1
в большинстве случаев	8	2
слово о себе	3	1
между тем как	1	4
то перед нами	4	2
роль в романе	1	1
слова о нем	1	1
таким образом и	1	1
как точка зрения	1	1
одним из героев	1	1
в его романе	1	1
точка зрения как	1	1
как раз и	3	1
вовсе не как	1	1
а вовсе не	1	1
в этом произведении	1	1
развития европейской литературы	1	1
линии развития европейской	1	1
в братьях карамазовых	2	1
в одной плоскости	2	3
может быть и	1	1
не входит в	1	1
одной плоскости с	1	1
и в то	1	3
в отношении к	2	1
о нем в	1	1
к своему предмету	1	1
к тому что	1	1
все равно мы	1	1
письме к брату	1	1
слова он сам	1	1
что в нем	1	1
и в сущности	2	1
в каждом атоме	1	1
том что все	1	1
его жизни и	1	1
в себе и	1	1
и не может	7	2
по сравнению с	1	1
достоевского так же	1	1
же как и	1	1
же время их	1	1
а следовательно и	2	1
нам кажется что	3	2
в пределах одного	6	1
в том что	2	7
видеть и изображать	2	1
этим можно согласиться	1	1
может быть лишь	1	1
но именно поэтому	1	1
русского капитализма и	1	2
конечно не в	2	1
к смертной казни	1	1
то же время	5	7
приговоренного к смертной	1	1
хотя и не	2	1
выходит за пределы	1	2
художественная концепция пространства	1	1
и наконец в	1	1
точек зрения и	2	1
прислушивается к каждому	1	1
в столкновение с	1	1
так же как	1	1
то есть в	4	3
у бальзака и	1	1
по отношению к	5	11
с другой стороны	3	2
в первых произведениях	1	1
пространства и времени	1	1
стиль и тон	1	1
от первого лица	1	2
в отличие от	3	2
мы увидим дальше	1	1
строится так чтобы	1	1
была по преимуществу	1	1
концепция пространства и	1	1
художественного видения и	1	3
чужому слову о	1	1
том что он	1	4
как и герой	1	1
не сливается с	1	1
бытия и не	1	1
в данном случае	1	2
произведений достоевского в	1	1
то есть вступить	1	1
молодого русского капитализма	1	1
в одном из	2	2
но все же	1	1
в той же	1	3
отношению к себе	1	1
он есть а	1	1
как мы сказали	3	1
не есть конечно	1	1
целое в этом	1	1
ее художественного видения	1	1
так и в	1	1
можно сказать что	2	2
по замыслу достоевского	1	1
и о мире	1	1
в то же	5	7
все же не	1	1
автора то есть	1	1
полифонического романа глава	1	1
его личности и	1	1
себе самом и	1	3
первых произведениях достоевского	1	1
он и на	1	1
в его мире	1	2
о себе самом	3	6
слова так как	1	1
уже в первом	1	1
ни в одном	2	1
из этих трех	2	1
никогда не довлеет	1	1
в письме к	1	1
друг против друга	1	2
себе еще не	2	2
с самого начала	1	2
самосознания и самовысказывания	1	1
в самом деле	4	2
достоевского все в	1	1
с чужим сознанием	1	1
до сих пор	8	2
а не к	1	1
в произведениях достоевского	2	2
своего социального круга	1	1
для него в	1	1
дело в том	2	1
с точки зрения	9	15
его художественного мира	1	1
к себе самому	3	1
они вовсе не	1	1
в романах достоевского	4	6
его видения и	1	1
именно в самой	1	1
и т.п все	1	1
в этом смысле	2	9
почти никогда не	1	1
в мире достоевского	1	4
в бедных людях	3	1
глубокое и полное	1	1
ставит нас перед	1	1
на этот вопрос	2	1
является одним из	1	1
как бы в	3	2
не только к	1	1
приводит его к	1	1
но в то	2	2
творчестве достоевского но	1	1
у него в	1	1
в конце концов	1	4
и в нем	1	1
с самим собою	3	1
и даже не	1	1
в значительной степени	1	1
совпадает с самим	1	1
в полифоническом романе	1	2
в этой форме	1	2
не совпадает с	1	1
как если бы	2	1
не может быть	8	3
достоевского можно было	1	1
приходит в столкновение	1	1
со всеми ее	1	1
сами по себе	2	3
равен себе самому	1	1
не в одном	1	1
потому что она	1	2
лишает их всякой	1	1
остается в пределах	1	1
отчетливого теоретического осознания	1	1
свои мысли в	1	1
хотя бы и	1	2
он остается в	1	2
в сущности на	1	1
он как бы	1	1
как нам кажется	2	2
же время оно	1	1
