4gram	Vygotskiy_Myshlenieirech_partition_part6_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_4gram
заключается в том что	4	5
в том смысле что	1	2
в том что в	1	1
в том числе и	3	1
совершенно так же как	1	1
состоит в том что	3	2
как раз в этой	1	1
с точки зрения этой	1	1
в зависимости от этого	2	1
находится в зависимости от	1	1
только в том что	1	1
отдает себе отчета в	2	1
мы видим таким образом	1	1
ту мысль что с	1	1
то же самое что	2	1
в собственном смысле слова	3	1
нам думается что все	1	1
не удивительно поэтому что	4	1
не отдает себе отчета	2	1
с помощью которого он	1	1
на самом деле не	1	1
необходимым условием для того	1	1
в связи с этим	1	1
вопрос о том как	1	1
в зависимости от того	1	1
по сравнению с развитием	1	1
рядом друг с другом	1	1
в том что всякое	1	1
один и тот же	1	1
в своем развитии и	1	1
является необходимым условием для	2	1
несмотря на то что	1	2
условием для того чтобы	1	1
ответить на этот вопрос	1	1
и не могут быть	1	1
в том что отношение	1	1
в приведенном выше отрывке	1	1
