3gram	Potebnia_Myslijsyk_partition_part4_wordlist_3gram	Potebnia_Myslijsyk_partition_part3_wordlist_3gram
все то что	1	1
в слове и	5	1
силу того что	1	1
и проч и	1	3
приведенном выше примере	1	1
вместе непонимание всякое	1	1
в том чтобы	2	1
но язык не	1	1
для того чтобы	3	4
о том что	1	5
на то что	1	4
представления и понятия	2	1
не подлежит сомнению	1	1
перестает быть собою	1	1
на самом деле	1	3
не только не	2	3
как и в	2	1
слов в которых	1	1
от чувственного образа	1	1
по своему влиянию	1	1
в этом слове	1	4
что и в	3	2
одним и тем	3	1
так что в	1	1
от того что	5	3
могли бы быть	1	1
в том смысле	3	2
не заботясь о	1	1
и в слове	2	1
следует сказать о	1	1
то это восприятие	1	1
для нас в	1	1
с этим последним	1	2
в том что	16	7
другой значило бы	1	1
душевной жизни то	1	1
глядя на доску	1	2
равно как и	1	2
из одного корня	1	1
все эти признаки	1	1
если я говорю	1	1
тем самым мы	1	1
свечи не дробится	1	1
первое слово есть	1	1
мы старались показать	1	1
мы можем предположить	1	1
до тех пор	1	6
не может стать	1	1
значило бы перестать	1	1
чувственный образ и	4	1
в мыслях вместе	1	1
или лучше сказать	2	1
царя трояна козьи	1	1
с течением времени	1	2
но тем не	2	2
в то же	5	3
что в то	3	1
трояна козьи уши	1	2
непосредственно примыкает к	1	2
то же следует	1	1
что этот образ	1	1
в котором нет	1	1
настоящего времени и	1	1
течение нашей мысли	1	1
в живой речи	2	1
в таком случае	2	2
то же что	4	1
ни действия ни	1	1
то тем самым	3	1
потому что хотя	1	3
в этом одном	1	1
мы не можем	2	3
после того как	1	2
не заключает в	2	1
тем а не	1	1
мысли говорящего и	2	1
в себе противоречие	1	1
тем самым и	1	1
рано или поздно	1	2
тому одному что	1	1
и чем более	1	1
в обыкновенном смысле	1	1
ни был этот	1	1
заметить что в	1	1
одна и та	1	1
для него вовсе	1	1
слово есть уже	1	1
что первое слово	2	1
то время когда	1	1
а не другое	1	1
само по себе	3	5
в ряду других	1	3
восприятием и вообще	1	1
сами по себе	1	2
заключается в том	1	1
если бы в	1	1
человека и все	1	1
случае если бы	1	1
и проч а	1	1
из двух слов	2	1
этот образ сам	1	1
а не как	1	1
на каждом шагу	1	1
слова от мысли	1	1
что внесено в	1	1
средство развития мысли	1	1
в понимающем что	1	1
быть не может	1	1
том смысле в	1	1
лишь тогда когда	1	3
из сказанного ясно	1	1
не имеет для	1	1
точно таким образом	1	1
для меня то	2	2
лишь в том	1	1
потому что не	3	1
же следует сказать	1	1
в одном пункте	1	1
связи с другими	1	1
есть для меня	2	4
отсюда видно что	1	1
то же время	5	3
при этом следует	1	1
в слове а	1	2
точно так как	6	1
может быть назван	1	3
уже есть в	1	1
с ними в	1	1
в свою очередь	3	1
по отношению к	5	8
с другой стороны	4	1
таким образом в	1	1
случае когда мы	1	1
в приведенном выше	1	1
можем заметить что	1	1
оно не есть	1	1
те же что	1	1
предмет сам по	1	1
в эту минуту	1	1
того и другого	1	1
то для меня	1	1
было в сознании	1	1
чувственного образа и	1	1
и сделал его	1	1
в языке и	1	3
единственно потому что	1	1
может быть не	1	1
слово есть средство	1	1
своей точки зрения	1	1
том смысле что	1	1
и той же	2	1
в том виде	1	1
а тем более	1	1
lazarus т с	1	2
языке и поэзии	1	1
не глядя на	1	2
же время и	1	1
так или иначе	1	2
и тем же	3	1
в этом настроении	1	1
и что только	2	1
в первый раз	1	1
с которой оно	1	1
сказанного ясно что	1	1
существующие независимо от	1	1
в нас самих	1	1
образ сам по	1	1
в голову по	1	1
подобно тому как	2	2
апперцепция в слове	1	1
форма в которой	2	1
своему влиянию на	1	1
есть вместе непонимание	1	1
у царя трояна	2	1
а может быть	1	1
из виду что	1	1
в том случае	1	3
без моего ведома	1	1
и т д	3	3
и без сомнения	2	1
что слово имеет	1	1
не все равно	1	1
в поэтическом произведении	1	1
понимание есть вместе	1	1
том что как	1	1
что язык есть	1	3
и то что	1	4
было бы невозможно	1	1
что только в	2	1
в одном слове	1	1
друг от друга	1	1
потому что в	1	3
мысли а не	1	1
человека только под	1	1
что чувственный образ	1	3
уже при самом	1	1
к тому что	2	1
только после того	1	1
говоря словами гумбольдта	1	1
так как при	1	1
результат научного анализа	1	1
фона на котором	1	1
одной и той	2	1
заботясь о том	1	1
человеческой мысли не	1	1
мы не знаем	2	1
там же с	6	2
может быть названо	1	1
крайней мере если	1	1
и в таком	1	1
и т п	2	4
тем и другим	1	3
не думая о	1	1
мере того как	3	4
относящееся сюда место	1	1
в разной мере	1	1
по крайней мере	5	5
и значением форма	1	1
всякое согласие в	1	1
и другому в	1	1
и та и	1	1
сам по себе	5	4
может быть объяснено	1	1
а между тем	2	4
как в виде	1	1
т с не	1	1
мы тем самым	1	1
по себе независимо	2	1
разница только в	1	1
от всего остального	1	1
вместе с этим	2	2
и многие другие	1	1
приведем относящееся сюда	1	1
и потому мы	1	1
значение языка для	1	1
перед собою доску	1	1
но это последнее	1	1
с одной стороны	3	1
в этом отношении	2	1
обыкновенном смысле этого	1	1
мыслях вместе несогласие	1	1
есть для нас	2	1
только потому что	2	2
почти то же	2	1
можно думать что	2	2
смысле в каком	2	1
в силу того	1	1
только до тех	1	1
примыкает к звуку	1	1
было бы совершенно	1	1
слове мы различаем	1	1
а не другим	2	1
то что я	2	7
забвения внутренней формы	1	1
по тому одному	1	1
то же выйдет	1	1
и в самом	2	1
один и тот	1	2
только в том	3	2
в слове мы	1	1
по мере того	3	4
согласие в мыслях	1	1
до такой степени	1	5
или что то	1	1
а в том	5	2
пламя свечи не	1	1
графически это можно	1	1
и та же	1	1
не может быть	3	5
не в том	5	2
та и другая	1	1
проч но не	1	1
что то же	1	1
потому что мы	2	2
уже готовую мысль	1	1
заключает в себе	5	8
то есть не	4	1
в звуке и	1	1
не вдаваясь в	1	1
имеет для него	2	3
не могут быть	2	2
что происходит в	1	1
вместе с тем	4	3
тогда когда предшествующие	1	1
находиться под влиянием	1	1
между тем и	1	3
таким образом что	1	2
то и другое	1	2
даже тогда когда	1	1
но несомненно что	1	1
с другими словами	1	2
что у царя	1	1
и трудно определить	1	1
в свое время	1	1
выражать уже готовую	1	1
на первый взгляд	1	1
