3gram	Potebnia_Myslijsyk_partition_part3_wordlist_3gram	Potebnia_Myslijsyk_partition_part2_wordlist_3gram
довольно вспомнить что	1	1
не идет далее	1	1
в слове и	1	5
и проч и	1	1
в том чтобы	1	2
для того чтобы	2	3
о том что	1	1
на то что	3	1
а как знак	1	1
на самом деле	2	1
как и в	1	2
более или менее	8	3
как например это	1	1
что и в	1	3
но не только	1	1
каждый из этих	1	1
от того что	4	5
в сознании то	1	1
могли бы быть	1	1
то к чему	1	1
в том смысле	4	3
и в слове	1	2
таком случае они	1	1
в том что	7	16
по всей вероятности	1	1
с таким образом	2	1
для нас смысла	1	1
и то же	2	5
один ряд который	1	1
время его жизни	1	1
нас известными отношениями	1	1
было для него	2	1
потому что без	3	1
ответ на это	1	2
для нас известными	1	1
до тех пор	1	1
или лучше сказать	1	2
что внутренняя форма	1	2
но не в	2	1
может и не	1	1
но тем не	3	2
в то же	2	5
и членораздельный звук	2	1
можно заметить что	1	1
по себе и	1	1
не имели бы	1	1
в собственном смысле	1	2
на все остальные	1	1
не прямо а	1	1
сама по себе	2	2
в таком случае	2	2
мы не в	1	1
то тем самым	1	3
нам остается только	1	1
потому что хотя	1	1
мы не можем	3	2
после того как	2	1
не заключает в	2	2
потому что и	1	2
потому что нельзя	1	1
и в других	1	1
с точки [зрения]	1	1
чего не можем	1	1
именно того что	1	1
и чем более	1	1
в птице которая	1	1
восприятий потому что	1	1
во-первых потому что	1	1
то время когда	1	1
к мысли о	1	1
а не другое	2	1
а потом уже	1	1
тем же словом	1	3
само по себе	2	3
в ряду других	1	1
сами по себе	7	1
и связанное с	1	1
между тем в	1	1
независимо от нашего	1	1
она входит в	1	1
если бы в	1	1
того что она	1	1
этого слова и	1	2
в его сознании	1	1
его душевной жизни	1	1
но эти слова	1	1
не останавливаясь на	1	1
если б мы	1	1
мы выше называли	1	1
при самом своем	1	1
а b с	1	4
в том как	1	3
и может быть	2	2
ним то есть	1	1
на каждом шагу	1	1
что в последнем	1	1
находиться в сознании	2	1
из них не	1	1
как в слове	1	2
том смысле в	1	1
не имеет для	1	1
только один из	1	1
потому что не	1	3
что мы видим	1	1
переходит от одной	1	1
вообще потому что	1	1
связи с другими	1	1
искать в них	1	1
то же время	2	5
своего появления в	2	1
точно так как	4	6
в сознании очень	1	1
в свою очередь	6	3
с другой стороны	2	4
таким образом в	2	1
одно из них	1	1
соединенное с ним	1	1
или же и	1	1
в душе животного	1	1
же что в	2	1
можем заметить что	1	1
в эту минуту	3	1
мы бы не	2	1
содержание это было	1	1
образование в душе	1	1
было в сознании	1	1
в сознание с	1	1
связанное с ним	1	1
внутренняя форма слова	1	2
единственно потому что	1	1
может быть не	3	1
внешняя форма слова	1	1
том смысле что	1	1
что ни одно	1	1
и той же	1	2
в том виде	1	1
lazarus т с	1	1
на предметы и	1	1
в ней самой	1	1
друг друга что	1	1
себе не может	1	1
то все же	2	1
не только от	1	1
во многих случаях	1	1
добывается человеком поздно	1	1
в сознании и	1	2
в данное мгновение	1	1
если б не	2	1
подобно тому как	4	2
связанных между собою	1	1
форма в которой	1	2
в том случае	1	1
нельзя себе представить	1	1
из виду что	1	1
на первых порах	1	2
отсюда можно заключить	1	2
и т д	3	3
осязания и вкуса	1	1
так как чувство	1	1
из того что	1	1
в сознание и	2	1
и не иметь	1	1
