4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_4gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_4gram
он уже с самого	1	1
но тем не менее	1	1
по отношению к герою	1	3
одного и того же	1	1
словом о себе самом	1	1
на протяжении всего романа	2	2
человека с человеком а	1	1
можем сказать что у	1	1
в то время как	1	1
установка по отношению к	1	1
то же время не	3	1
и в этом смысле	1	1
сказать что у достоевского	1	1
до сих пор еще	1	1
с самим собою в	1	1
в диалогах с порфирием	1	1
в той или иной	4	2
с самого начала все	1	1
большей или меньшей степени	1	1
в то же время	10	3
бы он ни был	1	1
рассказа иногда до жиль-блаза	1	1
в своем смысле и	1	1
человек из подполья но	1	1
отдельных мыслей и положений	1	1
и в том и	1	1
мы можем сказать что	2	2
своем смысле и в	1	1
дело в том что	1	1
той или иной степени	2	2
мы уже говорили что	3	1
сухость рассказа иногда до	1	1
в большей или меньшей	1	1
уже с самого начала	1	1
каков бы он ни	1	1
но в то же	4	3
в братьях карамазовых в	1	1
мы уже говорили в	1	1
