3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_3gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_3gram
говорится что он	1	1
схватил ее за	1	1
это означает что	1	1
одна из форм	1	1
дело так что	1	1
не только в	2	5
на ту пору	1	1
приведем еще один	1	1
она все же	1	1
в этом царстве	1	1
случаях мы имеем	1	2
таких случаев когда	1	1
в том чтобы	2	2
несколько случаев в	1	1
к представлениям о	1	1
в другой сказке	2	1
о том что	4	5
вместе с тем	6	1
этой точки зрения	1	3
показывает что здесь	1	1
в этом случае	7	1
должны быть рассмотрены	1	1
в нужный момент	1	1
уже очень рано	1	1
мы опять видим	1	1
и что он	1	1
неи эти примеры	1	1
в обряде и	1	1
образом мы видим	1	2
вопрос о том	1	1
как и в	2	2
здесь этого нет	1	1
здесь мы имеем	3	2
дело не в	1	3
как в сказке	1	1
можно сделать из	1	1
никогда не описывается	1	1
он приносит людям	1	1
показывают что мотив	1	1
интересен тем что	1	1
никак не может	1	1
здесь мы видим	1	1
в сказке в	3	1
и др все	1	1
близок к сказке	1	1
и потому что	1	1
что и в	2	2
мы видели что	2	1
повлечет за собой	1	1
только после этого	1	1
как мы увидим	3	1
проглатывание и извергание	1	1
гл iv §	2	1
брак с дочерью	1	1
в зависимости от	1	1
на том что	2	1
этому же циклу	1	1
в заупокойном культе	2	1
но и в	2	2
что он побывал	2	1
что он погибнет	1	1
испытывается как благо	1	1
и в сказке	1	6
в иной мир.<неи	1	1
же как и	2	1
т д то	1	1
и здесь мы	1	2
голову на колени	1	1
может быть это	1	1
мы легко узнаем	2	1
он погибнет от	1	1
в том что	2	4
в то время	1	2
герой не только	1	1
в сказке весьма	1	1
становится понятным что	1	1
здесь имеем отражение	1	1
иногда превращается в	1	1
время посвящения и	1	1
материалы показывают что	2	2
здесь совершенно ясно	1	1
но это не	2	2
на античном материале	1	1
во время посвящения	2	2
эти материалы показывают	1	2
в своей работе	1	1
к этому же	1	1
в североамериканском мифе	1	1
в иное царство	4	1
уже знаем что	1	2
тем не менее	4	4
в русской сказке	3	5
в таких случаях	2	1
мере того как	1	1
в худяковской сказке	1	1
показывает что он	1	3
так же как	3	4
в связи с	4	1
и из его	1	1
этот случай показывает	1	2
это не совсем	1	1
мы увидим ниже	3	1
этого мотива с	1	1
по отношению к	2	1
с другой стороны	8	8
совершенно очевидно что	1	1
в некотором царстве	1	1
что в мотиве	1	1
в варианте этой	1	1
у него нет	1	1
мы и здесь	2	1
нет тем не	1	1
узнает об этом	1	1
он не может	2	1
но для наших	1	1
в современной сказке	1	1
рассмотрен нами в	1	1
в свете наших	1	1
может быть сделан	1	1
что и здесь	1	3
в нем и	3	1
в сказке о	1	1
за тридевять земель	3	5
совершенно ясно здесь	1	1
вместе со своим	1	1
а если не	1	1
в другой версии	1	1
эти случаи показывают	1	1
в данном случае	2	3
здесь русская сказка	1	1
в этих случаях	6	10
но все же	4	2
после этого мы	1	1
что этот мотив	2	1
прямо не говорится	1	1
есть более поздняя	1	1
в преисподнюю в	1	1
что у него	1	4
мы здесь имеем	2	2
всех этих случаях	1	6
во всех этих	1	6
но так как	2	1
здесь ясно что	1	1
на колени царевны	1	1
с одной стороны	7	4
основана на том	1	1
на которой он	1	1
но тем не	1	2
его но это	1	1
мы увидим что	1	2
этого мотива но	1	1
т е в	3	2
как мы видели	1	1
точно так же	1	2
уже выше мы	1	1
в ином мире	2	5
сделан вывод что	1	1
мы имеем здесь	2	1
а не в	1	1
мы знаем что	4	1
переправе умершего в	1	1
одной из версий	1	3
и он же	1	1
что он на	1	1
в мировом фольклоре	1	1
что мы знаем	1	1
таким образом мы	2	2
в самом деле	1	1
в сказках где	1	2
пока он не	1	1
в приведенных случаях	1	1
него нет отца	1	1
до сих пор	2	2
а иногда и	1	1
и действительно мы	1	1
что здесь отражены	1	1
так что он	1	1
к заключению что	3	1
то же что	1	2
от этого становится	1	1
быть сделан вывод	1	1
с точки зрения	1	1
что мы здесь	1	1
на вопрос почему	1	1
в чужую страну	1	1
о чем речь	1	1
он не только	1	1
после того как	3	2
но уже в	1	1
варианте этой сказки	1	1
народов у которых	1	1
т д или	2	2
уже выше указывалось	1	1
выше мы видели	1	1
имеет отношение к	1	1
еще один аналогичный	1	1
что он не	1	1
тем что герой	1	1
для наших целей	1	1
и в других	1	2
связь и этого	1	1
к этой группе	1	1
только в том	1	1
в предыдущем случае	1	1
выводы можно сделать	1	1
сюда же относится	1	1
совершенно так же	1	1
же можно сказать	1	1
приходит к заключению	1	1
то время как	1	2
т е мы	1	1
неи эти материалы	1	1
и в мифах	4	1
по мере того	1	1
своей работе о	1	1
в долганском мифе	1	1
и этого мотива	1	1
и в русской	1	2
в американских мифах	1	1
это значит что	2	1
обращает на себя	1	1
с этой точки	1	3
не может быть	3	3
он побывал там	1	1
мы уже знаем	1	3
другой стороны с	1	2
выше указывалось что	1	1
в пермской сказке	1	1
герой попадает в	1	1
это одна из	1	1
в северной америке	1	1
но дело не	1	1
состоит в том	1	1
о том как	2	1
и т д	18	16
к себе в	1	1
в некоторых случаях	2	1
доказывает что он	1	2
мы видим что	4	3
сидит на стеклянной	1	1
в представлениях о	1	1
на том свете	1	1
эти примеры показывают	1	1
то что он	1	1
в иной мир	6	1
т д и	1	1
во время боя	3	3
умершего в иной	2	1
