2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram
перейти в	1	1
и сами	1	1
все же	5	4
его в	4	1
свобода и	1	1
времени и	1	2
как точка	1	1
от всех	1	1
в первых	1	2
о мире	1	1
в значительной	1	1
менее всего	4	1
слова и	1	7
и имеет	1	1
даже в	2	1
за пределами	1	1
существенно и	3	1
делая его	2	2
и старается	2	2
романа который	2	1
и к	4	9
действие романа	2	1
к другому	2	5
успокоиться в	1	1
его романе	1	1
автор действительно	1	1
не становится	5	1
слышим все	1	1
но здесь	1	3
ведь мы	1	2
того и	1	2
кроме того	3	4
этим можно	1	1
себе еще	2	2
словесного целого	1	1
голоса в	2	1
в авторский	1	2
его и	1	1
от автора	3	2
так и	10	4
достоевского это	1	2
последнюю смысловую	1	1
сознание и	3	1
в другой	3	1
стиля но	1	1
словесного стиля	1	1
чужие слова	1	1
и у	4	1
далее и	1	1
за пределы	6	5
тон и	1	3
романа глава	1	1
единство не	1	1
поэтому все	1	2
последнее слово	9	1
этой форме	2	1
то что	18	4
тем самым	1	1
но как	3	1
не как	12	3
достоевского можно	1	1
достоевский так	1	1
никак не	2	3
не укладывается	1	1
его как	5	2
в пределы	1	1
самый факт	2	1
развития европейской	1	1
весь роман	1	1
дух и	1	1
должна быть	2	2
все его	1	1
в одном	9	11
подлинной полифонии	2	1
так именно	1	1
в высшей	1	1
несмотря на	6	1
той же	6	3
самосознание героя	5	1
от себя	1	1
в обычном	2	1
если бы	10	3
к которому	1	1
структурные особенности	1	1
самосознания и	1	2
ни в	3	6
к одному	1	6
героя к	1	1
лежат в	1	1
как не	4	1
слова о	1	1
что в	8	4
могут дать	1	1
всеми ее	1	1
при всех	1	1
в руках	1	2
ивана карамазова	5	1
однако в	2	1
он является	1	1
а как	6	2
о самом	1	1
в своей	11	3
как раз	4	7
произведения достоевского	2	1
друг с	3	5
все в	6	2
макара девушкина	1	6
авторского слова	7	2
героев более	1	1
строится так	1	1
приговоренного к	1	1
и самая	1	1
с его	6	5
на материале	3	1
художественного замысла	1	1
что она	2	1
как правило	1	1
бы и	4	2
в той	6	3
что если	1	1
и что	1	3
именно оно	1	1
увидим дальше	1	1
и все	3	9
сливается с	2	1
монологического романа	1	1
проблемы на	1	1
на этот	2	2
что достоевский	3	1
в авторском	3	1
нам кажется	4	5
слова так	1	1
слова он	1	1
всем этим	1	1
именно такие	1	1
и о	3	3
точке зрения	2	1
жизни и	6	5
где есть	1	1
чужому слову	1	9
себя и	2	3
художественная концепция	1	1
адекватное ему	1	1
если уж	2	2
и притом	2	1
него в	2	3
в них	3	1
до своих	1	2
кажется что	3	3
их взаимоотношения	1	1
автором как	1	1
всеми своими	2	1
место в	1	1
эта особенность	4	1
слова его	2	1
иметь в	1	1
может стать	1	2
да так	1	1
не есть	1	1
диалогические отношения	3	15
те же	1	2
форма является	1	1
образом как	1	1
для понимания	3	2
что все	3	1
построение его	1	1
сознания с	2	1
не может	11	19
могут быть	1	2
автора как	3	1
в чужих	1	1
там где	6	2
сказать что	5	2
его о	2	1
то есть	24	40
л.толстой но	1	1
художественное значение	3	1
вместе с	2	2
не могло	1	2
он должен	1	1
слова но	2	4
сознания и	3	2
свое выражение	1	1
что говорит	1	1
и одновременно	3	2
в рассказах	1	1
в братьях	1	2
себя как	5	3
в том	11	9
рассказ и	1	2
как объект	4	1
в его	24	9
все равно	2	2
художественного видения	12	2
на почве	1	2
они даны	1	1
и т.п	3	14
разобранные нами	1	3
есть если	1	2
нею и	1	1
не входит	1	2
произведений достоевского	7	6
ставит нас	1	1
и оценки	1	1
глубокое и	3	1
приводит к	3	4
о том	2	5
у тургенева	1	4
между тем	5	2
отношение к	1	3
и чужого	1	1
перед тем	1	1
достоевского он	2	1
который мы	1	1
самосознание бедного	1	1
достоевского его	2	1
в самой	7	5
да и	2	4
которых он	1	1
большинстве случаев	2	8
мире достоевского	5	2
между авторским	1	1
слово слово	1	3
должны быть	1	1
в некоторых	1	1
наконец к	1	1
как мы	5	12
однако не	2	1
т.п все	1	1
в духе	3	2
она имеет	1	1
иного рода	1	1
так чтобы	1	3
может быть	21	23
тон рассказа	1	1
из героев	1	1
и его	13	6
в одной	4	2
себе его	1	1
каждом атоме	1	1
теоретического осознания	1	1
в сфере	2	1
что как	1	1
как его	1	1
к чужому	1	7
в отношении	2	3
сознании и	1	2
в устах	1	1
и могут	1	1
вовсе не	8	9
она не	5	3
можно согласиться	1	1
слово то	1	3
всего на	1	1
произведениях достоевского	5	3
структуры образа	1	1
себя самого	4	1
и весь	1	1
повести но	1	1
была бы	2	1
кажется нам	1	1
или наоборот	1	1
чужого сознания	2	1
в тех	1	1
каждая из	1	1
не на	3	1
здесь нет	1	3
ни было	4	1
только один	1	1
в особом	1	2
лишает их	1	1
достоевского мы	4	1
типа и	3	1
здесь не	1	4
его художественного	4	1
линии развития	2	1
о себе	9	5
и самовысказывания	1	1
бы в	3	3
и тон	2	1
направлена на	1	1
и нет	1	4
отличие от	2	3
его к	4	2
сравнению с	1	1
у толстого	2	1
достоевского и	12	2
романа и	4	1
не сливается	1	1
и самое	2	1
к каждому	1	1
и других	5	4
со стороны	2	1
и показать	2	2
как он	2	3
тем как	4	2
бедного человека	1	1
слова героя	1	2
его слова	1	3
как творца	1	1
достоевского как	12	1
романам достоевского	1	1
быть лишь	1	1
весь свой	1	1
мир где	1	1
в частности	1	1
над ней	1	1
оглядкой на	1	2
монологического сознания	1	1
в каждой	2	1
поэтому-то и	1	1
и окружающий	1	1
не было	3	2
не во	3	1
к слову	1	2
и даже	3	3
но ведь	1	2
например у	1	2
и тем	2	2
того чтобы	4	1
и при	1	3
то это	1	3
в своих	2	1
только в	8	6
в произведениях	2	2
тоже не	1	1
он стремится	3	1
вводит в	2	1
другой стороны	2	3
