3gram	Vygotskiy_Psychologia_partition_part2_wordlist_3gram	Vygotskiy_Psychologia_partition_part4_wordlist_3gram
что шиллеру надо	1	1
и совершенно прав	1	1
надо разработать психологию	1	1
то ни было	1	1
можно было бы	4	4
то что она	1	3
во всяком случае	3	2
том что у	2	2
в том чтобы	3	3
мы встречаемся с	1	1
никогда не сумеем	1	2
что если в	1	1
как и на	1	1
с однако легко	1	1
о том что	10	4
для того чтобы	19	13
в том как	1	1
друг с другом	4	1
на то что	6	6
имеем здесь дело	1	1
вместе с тем	2	1
этой точки зрения	1	2
что иное как	1	1
и может быть	4	1
а не только	1	1
когда он заканчивает	1	1
и сейчас же	3	1
когда говорит что	1	2
на самом деле	5	5
и гамлет не	1	1
и что он	2	1
то что это	1	1
не только не	2	1
в своих последних	1	1
убивает короля сразу	1	1
те же самые	2	2
что все это	1	2
басни крылова и	1	1
никак не может	2	1
и что эта	1	1
это то что	1	2
прямо сказать что	1	1
на то чтобы	2	1
с то же	1	1
видит в этом	1	1
с совершенной точностью	1	1
что и в	1	3
что трагедию надо	1	1
мы могли бы	1	1
совершенно обратный тому	1	1
разработать психологию медлительности	1	1
не потому задерживается	1	1
их в стих	1	1
в жизни и	1	2
все это было	2	1
к тому что	5	2
тот факт что	1	1
нас как бы	1	1
задерживается трагедия что	1	1
на то как	2	2
что в таком	1	1
другом и в	1	1
то есть как	1	2
одной и той	2	4
везде и всюду	1	1
совершенно понятно что	2	1
то обстоятельство что	1	1
и так как	1	1
так как она	3	1
и говорит что	2	1
отсюда понятно что	1	1
примере легче всего	1	1
и не может	1	2
искусстве на самом	1	1
и в частности	2	1
раз наоборот потому	1	1
не что иное	1	1
так же точно	5	7
валленштейн медлит что	1	1
то что мы	3	1
в том и	1	2
но он не	1	1
же как и	1	1
как нельзя лучше	1	1
том что она	1	3
может быть это	2	1
в том что	12	17
лежит в основе	1	1
в то время	2	3
и вот это	1	1
с которым приходится	1	1
в художественном произведении	1	5
к выводу что	1	1
то же время	1	2
к составляющим ее	1	1
того материала который	1	2
к помощи такого	1	2
к такому же	1	1
и т п	3	8
с таким образом	2	8
и это совершенно	1	1
иметь дело при	1	1
к составляющим его	1	1
и в гамлете	1	1
так же как	3	4
того чтобы сделать	1	1
психологию медлительности а	1	1
и до самого	1	1
в свою очередь	1	2
его словам как	1	1
бы то ни	1	2
с другой стороны	2	2
в конечном счете	1	3
как во сне	1	2
целый ряд других	1	1
совершенно очевидно что	1	1
что все эти	1	1
таким образом в	2	2
сам по себе	2	4
ни в каком	1	2
всего тем что	1	1
при этом как	1	2
слова в этом	1	1
составляющим его словам	1	1
в согласии с	1	2
с но если	1	1
привело к тому	1	1
словам как мелодия	1	1
и что следовательно	1	1
сказать то что	1	1
иметь дело с	1	3
бы не было	1	1
формы и содержания	1	1
том что он	3	3
же самое и	2	1
же точно как	1	3
до тех пор	2	1
в каком они	1	1
медлительности а как	1	1
он говорит что	2	1
в ней и	1	1
о ней не	1	1
он полагает что	2	1
связи и в	1	1
но и целый	1	1
можно сказать что	1	1
потому задерживается трагедия	1	1
с одной стороны	3	1
в противоречие с	1	1
до самого конца	2	1
не было бы	1	1
он все же	1	1
который видит в	1	1
шиллеру надо разработать	1	1
вместо того чтобы	2	1
мы увидим что	1	1
с конца с	1	1
в то же	1	2
трагедия что шиллеру	1	1
когда он говорит	1	1
к которой мы	1	1
приходится иметь дело	1	3
знаем что она	1	1
точно так же	3	3
согласны в том	1	1
наоборот потому валленштейн	1	1
всего того что	1	1
все так называемое	1	1
в искусстве на	1	1
в каком случае	1	1
мы знаем что	1	4
материала и формы	1	1
и целый ряд	1	1
что при помощи	1	1
порядке в каком	1	1
по себе и	2	1
не убивает короля	5	1
сказать что оно	1	1
целый ряд исследователей	1	1
с самого начала	5	1
как раз наоборот	1	1
и никогда не	1	2
и ничем не	1	1
в самом деле	7	11
потому что он	2	1
и той же	2	4
с тем что	1	3
до сих пор	3	5
ничего общего с	1	1
надо понимать как	1	1
в таком случае	1	1
задержание это скрыть	1	1
самое и в	1	1
и все время	1	1
с точки зрения	4	10
самым наглядным образом	1	1
с другом и	2	1
том что при	1	1
так как он	1	1
но совершенно ясно	1	2
который утверждал что	1	1
бы если бы	1	1
в этом смысле	1	1
в первый раз	3	2
что в художественном	1	1
а как раз	2	1
здесь дело с	1	1
и в самом	2	4
указывали на то	1	1
в сущности говоря	2	4
те или иные	1	1
он может быть	1	1
что он не	4	2
мы никогда не	3	1
мы попадаем в	1	1
с тем и	1	1
на этот вопрос	1	2
два совершенно различных	1	1
ясно что в	1	1
представляет из себя	1	1
при таком понимании	1	2
рассказывает о том	1	1
гамлет не убивает	4	1
во всем этом	1	1
за то что	3	1
медлит что трагедию	1	1
прежде всего тем	1	1
по себе так	1	1
в конце концов	3	3
то же самое	6	6
не поймем почему	1	1
все дело в	1	1
то время как	2	2
и что в	3	2
имеет в виду	1	1
одна и та	2	1
подобно тому как	1	2
как форма к	1	1
совершенно ясно что	3	6
потому что все	1	2
и таким образом	1	2
что все время	1	1
бросаются в глаза	1	1
с этой точки	1	1
и та же	2	1
не может быть	1	8
может быть определена	1	1
мы должны искать	1	1
это скрыть то	1	1
и для зрителя	1	1
что в этой	2	2
а задержание это	1	1
сами по себе	3	3
скрыть то же	1	1
о том как	2	1
тех пор пока	2	1
и т д	2	2
это на примере	1	1
несмотря на все	1	3
мы видим что	2	2
та же самая	1	1
говорит что в	1	1
быть это было	1	1
не то что	3	1
заключается в том	3	10
что сами по	1	1
и не до	1	1
же самое что	2	2
это совершенно верно	2	1
и все остальное	1	1
тем что в	1	1
а с другой	1	1
потому валленштейн медлит	1	1
значит ли это	1	1
