2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram	Potebnia_Myslijsyk_partition_part3_wordlist_2gram
все же	2	5
есть или	1	1
не вижу	1	1
его в	3	3
без них	1	2
говорит лотце	1	4
восприятий и	4	2
подобно тому	2	4
связанных между	1	1
чувство сопровождающее	1	2
только свет	1	1
душе а	2	1
есть форма	1	1
собою предмет	1	1
насколько оно	3	1
о средствах	1	1
то то	1	1
и т	5	6
в ту	1	1
то что	18	20
его как	1	1
понятное говорящему	1	1
на такой	1	1
все его	1	1
с которою	1	2
на самое	1	1
еще для	1	1
тому же	1	1
связи с	2	6
образа который	1	1
и той	2	2
то время	4	4
которое нам	1	1
менее есть	1	1
не всякий	1	1
собственно говоря	2	1
нам чем-то	1	1
смысле в	2	1
такое явление	1	1
уже и	1	1
того кто	1	3
же с	6	1
при самом	1	1
слово из	1	1
звуки но	1	1
материал слова	1	1
в первое	2	1
сливается с	2	1
никто не	3	1
что внутренняя	2	1
нам кажется	2	4
нашей мысли	4	8
не без	1	1
кто знает	1	1
человек менее	1	1
души в	1	2
или нет	1	3
слияния с	1	1
не есть	17	6
как увидим	1	2
те же	6	3
могут быть	3	8
между новым	1	1
знак символ	1	1
сравнение то	1	1
сознания и	1	1
понятным для	1	1
в его	4	2
ли мы	1	2
в нас	2	3
прежде чем	2	1
мы бы	1	2
и может	3	3
с нею	2	2
друга что	1	1
отношение к	2	1
повторяет в	1	1
примем что	1	1
не заключает	2	2
который мы	1	1
есть только	5	6
понятие о	2	1
по мере	4	5
не можем	3	6
останавливаясь на	1	1
своих действий	1	1
мне представляется	1	1
сознании и	2	2
языка мы	2	2
вовсе не	7	9
средство понимать	4	1
ним то	2	1
кажется нам	1	2
к ним	1	1
про себя	1	1
такой степени	2	1
ни было	1	3
как представляется	1	1
мысли с	1	1
бы в	2	2
языке есть	1	1
внешняя форма	7	3
есть знак	1	1
а вместе	1	4
соединенное с	1	1
слова которые	1	1
этот взгляд	1	2
перед собою	2	2
в глазах	1	1
б мы	1	1
вместе и	5	5
конечно если	1	1
что первобытный	1	1
души на	1	1
человек должен	1	1
ответ на	3	1
как предмет	1	1
так сказать	2	4
другой стороны	4	2
что уже	2	1
то и	6	9
его с	2	2
них самих	1	1
к этому	3	2
и какое	1	1
в пример	1	2
и не	15	19
слово как	5	2
что язык	2	2
и та	2	1
выше мы	2	1
если будем	1	1
внешнее не	1	1
таким образом	14	11
тогда когда	9	10
тем что	7	7
одно и	5	2
другие но	1	1
смысле этого	7	3
прежних восприятий	2	1
дает нам	3	1
все эти	1	2
только путем	1	1
посредством коих	3	1
с самого	1	2
этим последним	1	1
пред собою	1	1
т д	3	3
как кажется	1	4
исходною точкою	1	1
от нашего	4	2
перед нами	2	1
можем не	1	1
вызовет в	3	1
слова для	3	2
быть может	3	7
на понятие	1	1
сами по	1	7
отличается от	1	1
из виду	2	1
же восприятий	1	1
самое слово	2	1
но этого	1	1
чувством или	1	1
все наше	1	1
и внешней	1	1
на них	1	1
значить что	1	1
навсегда остались	1	1
что человек	2	1
стороны и	1	1
одного из	1	1
но она	1	3
настолько насколько	3	3
и без	7	1
одно время	1	4
душевной жизни	6	7
по крайней	5	5
предмета в	2	2
находя что	1	1
же следует	1	1
как и	10	7
и чем	1	1
или что	3	2
на котором	2	1
случаев но	1	1
же время	5	2
его собственною	1	1
предположим что	1	1
при объяснении	2	1
и в	30	24
сознание есть	1	1
они еще	1	1
но не	7	12
в стороне	1	1
если оно	1	1
как скоро	1	1
для нас	20	31
не одною	1	1
