2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram	Vygotskiy_Psychologia_partition_part2_wordlist_2gram
мы станем	1	1
когда они	1	1
есть как	2	1
деятельностью и	1	1
и действие	2	1
все же	4	5
его в	1	2
s в	1	1
времени и	1	1
в область	1	2
все дело	1	2
это совершенно	2	1
себе не	1	3
не следует	1	1
том и	2	2
в одну	1	1
числителя и	1	1
между обеими	1	1
мы читая	1	1
в собственном	1	3
объясняется то	1	1
подобно тому	2	5
в психологию	2	1
материал которым	1	1
она есть	1	1
в состоянии	2	3
на основании	1	7
искусства однако	2	1
это утверждение	1	1
мы имеем	4	4
и к	3	3
конечном счете	3	3
наглядным образом	2	1
самое понятие	2	1
переживания и	1	1
для установления	1	1
с он	2	1
независимо от	1	2
те психологические	2	1
художественную форму	2	1
того и	2	1
а есть	1	1
таком случае	1	2
нашей деятельности	1	1
выходит так	1	2
это понятие	1	1
мы совершенно	1	2
прямо говорит	2	1
что при	9	3
иначе как	1	2
таком понимании	2	1
лучше всяких	1	1
нашего исследования	1	3
его и	1	3
быть признано	1	1
так и	3	3
решительно все	1	1
в другой	1	2
дело идет	1	1
и т	10	26
как нельзя	2	4
при таком	4	1
нас от	1	1
когда мы	2	3
законы искусства	1	1
удовольствия и	1	1
и у	2	4
за пределы	1	1
фантазии и	1	1
один и	1	1
эстетики и	1	2
разъяснил что	1	1
он же	1	2
есть нечто	2	2
означает что	1	2
и почему	1	1
приходится иметь	4	1
самому существу	1	3
то что	21	32
но как	3	2
искусства потому	1	1
тем самым	1	2
сводить к	1	1
поэзии и	7	2
в каком	3	2
в более	1	1
и от	2	2
есть по	4	1
с в	2	3
никак не	4	4
с понятием	1	1
социальной психологии	6	11
мы вынуждены	1	1
имеет в	1	2
в особенности	2	1
восприятия то	1	1
свободно и	1	1
подход к	2	1
на такой	1	1
легче всего	3	3
согласии с	3	2
бы то	2	1
в одном	2	2
в свою	3	1
идет не	2	1
потеряет в	1	1
иное как	1	1
тому же	1	3
присоединить сюда	1	1
и знаменателя	1	1
подходят к	1	1
несмотря на	4	5
той же	8	3
чем к	2	1
если бы	6	6
иначе говоря	4	5
та же	3	3
связи с	1	1
же точно	10	3
ни в	2	9
из двух	1	1
к одному	4	1
этом совершенно	1	1
и той	4	3
то время	3	5
как не	2	1
что в	20	23
совершенно очевидно	1	3
этих вопросов	1	1
возможны только	2	1
они приводят	1	1
однако в	1	1
вывел бы	1	1
принадлежат к	2	2
но совершенно	3	2
а как	1	1
за ним	1	1
в своей	3	3
и музыки	1	1
как раз	5	2
форм и	2	1
уже и	1	2
но если	1	1
сказал бы	1	1
все в	1	1
достаточной ясностью	1	1
к числу	1	2
в основе	11	2
когда оно	1	2
очень легко	1	2
напротив того	1	2
же самая	1	2
с его	2	1
читателя не	1	1
непременно должны	1	1
этих двух	2	2
как только	2	1
для психологии	2	1
из ее	1	1
и больше	1	1
бы если	1	1
что она	16	6
в той	1	1
этот закон	1	1
собой если	1	1
бы и	3	2
что если	6	1
