2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_2gram
есть как	1	2
все же	9	1
его в	6	6
огромное значение	1	1
так например	1	1
всего только	1	1
но такой	1	1
или ее	1	1
этот анализ	1	1
чем иным	2	1
даже в	1	1
на душе	2	1
всегда отличаются	1	1
как разложение	1	1
но тогда	1	1
из него	1	1
мы имеем	2	2
и к	4	1
не говорите	1	1
как о	4	1
а есть	1	4
таком случае	2	6
чисто человеческого	1	1
кроме того	2	2
речи о	1	1
некоторого рода	4	5
и хочет	3	1
и указание	1	1
их самих	1	1
глубоко и	1	1
то мы	1	1
так и	7	12
и т	1	11
как человек	1	1
в ту	1	1
когда мы	1	8
еще и	4	5
у фр	2	1
и обрисован	1	1
мало одного	1	1
тем самым	1	4
но вместо	1	1
то что	18	42
не как	1	2
и от	1	1
как для	1	2
никак не	8	4
думал что	1	1
и жизни	1	1
наряду с	2	1
но пока	1	1
бы то	2	1
поставленной в	1	1
на который	1	1
иное как	3	2
тому же	1	1
нет никакой	3	2
или на	1	3
несмотря на	6	3
а скорее	2	1
связи с	7	5
ни в	4	7
необходимо сказать	4	2
и которые	2	5
прошлого века	1	1
то время	3	1
что в	5	12
только после	1	2
с одного	1	1
нас в	4	2
собственно говоря	1	2
однако в	3	2
что их	1	2
в начале	3	1
за ним	1	1
моменты символа	1	1
в своей	22	8
который говорит	1	1
как раз	5	13
ниже в	1	1
хотя он	1	1
уже и	2	3
входить в	1	1
которое было	1	1
на первый	1	2
было и	1	1
чтобы был	1	1
этого символа	2	2
его по	1	1
свой собственный	2	2
с его	1	2
символ здесь	2	2
понятии символа	1	2
что она	1	5
бы и	1	1
что если	1	2
обратить внимание	3	3
о чем	1	6
и что	6	9
которые как	1	1
и все	9	7
в период	4	1
не место	1	1
модель и	1	1
то далеко	1	2
и науки	1	1
поскольку однако	1	1
и о	5	8
жизни и	2	1
но когда	1	2
он служит	1	1
в противоположность	3	1
и притом	5	4
из которых	1	1
стоит на	1	1
что эта	1	1
в них	2	7
для искусства	1	1
и весь	1	4
что пишет	1	2
этому поводу	2	3
и так	1	2
не то	2	2
или иное	1	1
земли но	1	1
не может	5	8
могут быть	1	2
если не	4	4
сказать что	9	13
то есть	21	33
отнюдь не	4	10
того или	1	2
других областях	1	1
еще до	2	1
вместе с	7	2
он должен	1	2
необходимо сделать	1	1
такого рода	2	7
в том	12	9
трактуется в	2	1
и который	3	2
все прочие	1	2
в его	12	6
существу и	1	1
это время	2	1
которое уже	1	1
иначе все	1	1
прежде чем	2	3
разного рода	4	6
от того	1	1
о том	12	11
между тем	2	2
чем он	1	1
одно единое	1	1
самое большее	1	1
вы меня	1	1
было не	1	1
в виду	3	6
на то	2	8
который мы	1	2
в самой	3	3
да и	2	3
уже о	1	1
имеется в	1	1
есть только	3	8
которая не	1	1
мы и	2	4
утверждал что	1	1
что ее	1	1
является символом	2	4
как мы	2	7
однако не	1	3
так чтобы	1	1
это ясно	1	1
да не	1	1
женщины в	1	1
чтобы этот	1	1
может быть	7	14
находим в	2	1
и можно	1	1
и его	6	3
в одной	2	1
то в	1	5
результате этого	1	1
правда в	1	1
вообще на	1	1
только тогда	3	1
как его	1	2
в отношении	3	3
вовсе не	8	35
она не	1	2
который является	1	2
была бы	2	1
человека а	2	2
не больше	2	3
в виде	10	15
не на	1	3
с тем	5	5
я не	2	1
здесь нет	1	2
настоящее время	3	3
который в	9	1
ни было	1	1
за свое	1	1
и мощь	1	1
в символе	2	17
здесь не	7	7
этого героя	1	1
даже если	1	4
той или	1	5
ни о	1	5
и нет	2	1
одного предмета	1	1
иным как	2	1
говоря уже	1	2
его к	1	1
тот же	3	1
и самое	1	1
и ко	1	1
для них	3	2
же мы	1	2
и других	1	1
сравнении с	3	1
со стороны	1	1
мира в	3	1
но всегда	1	1
вернее сказать	1	2
одно из	1	2
мы встречаемся	1	2
в таком	2	9
именно как	1	4
и нельзя	1	2
