4gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_4gram	Vygotskiy_Myshlenieirech_partition_part4_wordlist_4gram
заключается в том что	13	4
понятий в школьном возрасте	2	3
ребенком в готовом виде	1	1
в том числе и	2	1
друг с другом не	1	1
состоит в том что	3	3
но вместе с тем	2	1
между тем и другим	1	1
в настоящей книге и	1	1
такой же мере опирается	1	1
сторонами одного и того	1	1
в самом деле если	1	1
в основе которых лежит	1	1
уже по одному тому	1	1
в школьном возрасте и	1	1
не что иное как	1	1
между обучением и развитием	2	11
развития научных и житейских	1	1
что научные понятия не	1	1
заканчивается а только начинается	1	2
единого процесса образования понятий	1	1
одно и то же	6	1
но и что оно	1	1
а с другой стороны	1	1
согласно которому научные понятия	1	1
на первый план в	2	1
развития в школьном возрасте	1	2
мы уже говорили выше	2	1
тот момент когда ребенок	1	1
по одному тому что	1	1
неспонтанных в частности научных	1	1
в том виде как	1	1
в том смысле что	1	1
одного и того же	5	3
в том что в	1	2
с этой точки зрения	4	4
процессе собственного опыта ребенка	1	1
и подобно тому как	1	1
было бы чудом если	1	3
в тот момент когда	1	2
в то время как	1	4
раньше усваивает слово цветок	1	1
бы чудом если бы	1	3
житейских и научных понятий	2	1
не повторяет пути развития	1	1
все более и более	2	1
в школьном возрасте есть	1	1
и с практической стороны	1	1
одни и те же	3	1
с одной стороны и	2	1
одной и той же	4	1
и не делает никаких	1	1
что в свою очередь	1	1
понятия мы могли бы	1	1
один и тот же	7	3
взаимного влияния этих двух	1	1
к одному и тому	4	2
в частности научных понятий	1	1
не заканчивается а только	1	2
спонтанные и неспонтанные понятия	1	1
проблемы обучения и развития	2	5
одной из основных задач	1	1
в ином отношении к	1	1
мы могли бы сказать	2	2
мы видим что все	1	1
и в частности научных	1	1
за отбрасывающим ее предметом	1	1
что сила и слабость	1	1
как тень за отбрасывающим	1	1
внутренние и внешние условия	1	1
мы видим таким образом	4	1
понятия не заканчивается а	1	1
процессы обучения и развития	1	1
в собственном смысле слова	1	1
в равной мере и	1	1
но само по себе	1	1
так же как и	4	1
не имеют ничего общего	1	1
в такой же мере	1	3
двумя сторонами одного и	1	1
усваивает слово цветок чем	1	1
одному и тому же	4	2
в том что он	1	2
в этой области является	1	1
же мере опирается на	1	1
в процессе собственного опыта	1	1
тем что должно быть	1	1
в том что ребенок	2	1
прежде чем перейти к	1	1
научных и житейских понятий	1	4
только в том что	2	1
неспонтанных и в частности	1	1
обучения и развития в	2	1
тень за отбрасывающим ее	1	1
видим таким образом что	4	1
на вопрос о том	1	2
с логической точки зрения	2	1
в школьном возрасте в	1	1
понятий но что они	1	1
но прежде чем перейти	1	1
он заключается в том	1	1
имеют ничего общего с	1	1
заключается в том чтобы	1	1
могли бы сказать что	2	1
