2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram	Losev_DialektikaMifa_partition_part1_wordlist_2gram
диалектики и	1	1
процесс и	1	1
все же	5	2
его в	1	1
и самостоятельно	1	1
на какие-нибудь	2	1
себе не	5	2
обычного хода	1	1
но об	1	1
как формы	1	3
в одну	3	3
все реальное	1	2
для меня	4	2
его смысл	1	1
тут именно	1	1
она есть	5	10
творимая вещественная	1	1
непосредственное и	1	2
никакого самостоятельного	2	1
в состоянии	1	1
общего с	5	3
итак миф	2	1
даже в	3	1
основные и	1	1
не отвлеченная	1	2
первую голову	1	1
мы имеем	2	5
это или	2	2
к другому	1	1
виду что	1	1
от этих	1	2
и оно	1	1
заставляло многих	1	1
в наших	1	1
реальное и	3	2
как о	2	2
того и	1	1
кроме того	1	2
закон падения	1	1
сама жизнь	1	1
самое это	1	1
то мы	2	3
так и	9	5
сознание и	1	1
чем не	1	1
вещи и	2	2
января г	1	1
– ничего	1	1
не является	3	1
и т	21	17
как одно	1	2
при таком	1	2
падения тел	1	1
когда мы	1	1
и у	2	1
у них	3	1
в которые	1	1
или другой	4	3
есть нечто	10	2
поэтому все	1	1
д в	1	1
из указанных	1	1
я с	1	1
мы с	1	1
но как	2	2
мифе как	1	2
то что	13	16
не как	2	4
действительности и	3	1
не наука	2	1
этой идее	1	1
что тут	2	7
в каком	8	5
и от	2	1
всякой науки	1	1
пожалуй даже	1	1
материи и	1	1
из того	2	1
мифе и	1	1
диалектика мифа	1	1
никак не	6	2
и жизни	4	2
его как	1	2
бы это	1	1
конечно тут	1	1
наряду с	1	1
в особенности	5	4
возникает вопрос	1	1
самый факт	2	1
– она	1	1
не будучи	2	1
и склонность	1	1
миф же	1	1
встреча двух	1	1
должна быть	3	7
подставлять под	1	1
того что	2	13
которую я	1	1
все его	1	1
а главное	2	1
степень иерархийности	1	1
иное как	1	8
можно найти	2	1
которой уже	1	1
явлениями и	1	1
нет никакой	1	1
убежден в	1	1
отвлеченной идеей	2	1
кто же	1	1
мифология а	1	1
речь об	1	1
той же	1	5
же есть	1	3
в таковой	1	1
в я	1	1
та же	3	3
от себя	1	2
вполне убежден	1	1
это уже	1	1
говорим мы	1	1
говорил о	1	2
связи с	1	1
же деле	1	1
если бы	12	6
в мифе	12	6
ни в	15	8
между мифологией	1	2
и той	1	3
как не	2	2
что в	13	7
– итак	2	1
имеет никакого	3	2
отрешенной от	1	1
них и	1	1
