2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part2_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram
доме разбойников	2	1
все же	5	9
его в	3	10
и предок	1	1
в царство	4	7
в область	1	4
в место	1	1
и давай	1	1
плаха и	1	1
к тем	1	1
неи итак	1	3
связь с	6	4
теперь к	2	1
так например	1	1
этих случаях	7	10
отца или	1	1
подобно тому	1	3
дело происходит	1	1
типа синяя	1	1
было тайной	1	1
в состоянии	1	3
уменье превращаться	1	1
за него	2	2
некоторых случаях	3	2
даже в	2	1
ни один	2	2
что им	2	2
стал ходить	1	1
коня аф	1	1
от обряда	2	1
из него	1	2
мы имеем	19	15
в иное	1	5
и к	3	1
право на	1	3
этом мифе	1	1
имеется одна	1	1
время обряда	1	1
в северной	3	2
является и	1	1
вот он	1	2
кроме того	1	2
что при	1	5
народов у	1	1
мы здесь	4	6
увода или	1	1
то мы	2	2
чтобы я	1	1
его и	4	4
связан с	2	5
так и	2	5
сестру и	1	1
данном обряде	1	1
в другой	4	4
избушке и	1	1
и т	16	19
книге мертвых	2	2
при таком	1	1
всем что	1	1
ранних стадиях	1	1
говорит если	1	2
и воробей	1	1
и шурц	1	1
то что	7	12
но как	1	1
на землю	2	1
в каком	1	1
аф итак	1	1
женщинам и	2	1
жениться и	1	1
с наступлением	1	3
имеем и	3	2
вне дома	2	1
тогда она	1	1
см крестный	1	1
на смерть	3	2
каждый в	1	1
в особенности	2	2
самый факт	1	2
в русских	3	3
в одном	2	5
в свою	4	1
палец на	1	2
иное как	3	2
можно найти	4	5
тому же	2	2
заключению что	1	1
попадают в	2	4
ей в	1	1
той же	2	2
и пляски	1	3
в ученье	3	1
мальчик до	1	1
связи с	6	8
часть церемонии	2	1
ни в	2	2
человеческого тела	1	2
нигде не	1	2
и той	1	1
что в	15	12
них и	1	1
или она	1	1
лесного дома	1	1
герой попадает	3	1
случаях мы	2	1
в сказке	50	21
друг от	1	1
знаешь не	1	1
союзы играли	1	1
а как	1	1
идти на	1	1
и и	2	1
за ним	3	1
в своей	1	1
ниже в	1	1
у австралийцев	1	1
но если	1	3
вход в	1	6
у племени	1	2
случаев в	1	2
друг с	1	1
женской линии	1	1
на острове	3	2
лесной дом	3	1
же эта	1	1
как только	2	1
этом случае	5	5
можно усмотреть	1	2
что она	5	5
она дает	1	2
ко мне	2	2
очень часто	3	4
о чем	1	1
себе в	2	1
но часто	1	1
и что	2	6
запретном чулане	2	3
и оставили	1	1
умирает и	1	1
пермской сказке	6	2
приема в	1	1
еще одну	2	1
лесу это	1	1
в стране	2	1
никто не	2	1
с изучением	2	1
указать на	2	1
детей в	2	8
они дарят	1	1
на лавке	1	2
переносится на	2	1
что на	4	1
предыдущую ночь	1	1
и о	2	1
стабильная связь	1	1
три девицы	1	1
но когда	1	1
спросим себя	1	1
ему и	1	1
хлеба и	1	1
себя и	1	2
после того	2	3
уже видели	3	4
некоторую роль	1	1
указать что	3	3
как можно	1	1
