3gram	Vygotskiy_Myshlenieirech_partition_part5_wordlist_3gram	Vygotskiy_Myshlenieirech_partition_part2_wordlist_3gram
ту мысль что	5	2
детской мысли как	1	1
из того что	4	4
мы будем иметь	2	1
развития в целом	2	1
не могут быть	1	1
то что с	2	1
является для него	1	1
всей теории пиаже	1	1
можно было бы	5	3
что с таким	1	1
что он является	1	1
во всяком случае	6	1
со стороны ребенка	1	1
развития ребенка с	1	1
в том чтобы	4	1
не может не	1	1
первостепенное значение для	1	1
процессе развития речи	1	1
доказательство того что	1	1
все равно что	1	1
показали что в	1	1
о том что	4	4
с которым мы	1	1
друг с другом	2	7
для того чтобы	10	14
в высшей степени	7	2
и то что	1	2
этой точки зрения	1	4
на первый план	1	1
он не отдает	1	1
является то что	2	2
и тем более	1	2
на самом деле	2	1
к внутренней речи	1	2
в том числе	3	1
вопрос о том	2	3
не только не	1	3
умственного развития ребенка	1	5
в наших опытах	1	1
с помощью этого	1	1
развития и в	2	1
и мышления и	1	1
ответ на этот	1	2
таким образом и	1	1
друг от друга	2	4
ответить на этот	1	1
те же самые	1	1
подняться над крайностями	1	1
более или менее	2	1
с помощью которого	2	2
не могут иметь	1	1
говорит он что	1	1
то и другое	1	2
развитии ребенка от	1	1
и потому что	1	1
той или иной	1	1
в этом пункте	2	1
мы могли бы	4	6
что у ребенка	1	2
мы имеем в	1	1
того факта что	1	2
в свое время	1	2
включает в себя	1	2
своем развитии и	1	1
на первом месте	1	1
в зависимости от	6	2
в том смысле	1	1
то обстоятельство что	1	2
с таким же	2	3
занимает центральное место	1	1
уже говорили выше	1	1
точка зрения была	1	1
по сравнению с	5	5
не отдает себе	2	2
по своей психологической	3	2
и в частности	1	2
и ко всем	1	1
принадлежит к числу	1	1
которым мы сталкиваемся	1	1
себе отчета в	2	1
мы думаем что	2	1
в том что	21	11
мы не станем	2	2
лежит в основе	3	2
мы хотели бы	1	1
что мысль ребенка	1	1
к выводу что	1	1
представление о том	1	1
в развитии ребенка	3	1
одной стороны и	2	1
ступень в развитии	3	2
пиаже и не	1	1
в детской речи	1	1
мы должны были	1	1
своей природе и	1	1
связаны между собой	1	3
у ребенка в	2	1
понимание самого процесса	1	1
но вместе с	1	1
так же как	1	7
в связи с	6	1
эта точка зрения	1	2
именно потому что	1	2
то что пиаже	2	1
в том же	2	1
общего с развитием	1	1
по отношению к	5	12
с другой стороны	1	2
того что нам	2	2
что нам известно	4	2
сам по себе	1	1
в отличие от	3	2
мы можем установить	1	1
того что ребенок	2	1
в процессе развития	5	3
появляется у ребенка	1	1
мы попытались сделать	1	1
связи с развитием	1	1
самом деле если	1	1
проб и ошибок	5	1
смысле с таким	1	1
так и по	1	1
сейчас нас интересует	1	1
что представляет собой	1	2
на всем протяжении	2	2
мы находим в	1	1
смысле этого слова	3	1
том что он	1	2
в своем течении	1	1
благодаря тому что	1	1
вот почему пиаже	1	1
он так же	1	1
не имеют ничего	1	1
можно видеть из	1	1
чем для нас	2	1
что между развитием	1	2
у ребенка уже	1	1
в следующем виде	2	1
не влияет на	1	1
мы видим таким	1	1
именно в этом	1	2
здесь и там	1	1
как уже сказано	2	1
он полагает что	1	1
можно сказать что	1	5
в такой же	1	3
развития одной из	1	1
или хотя бы	1	1
с одной стороны	7	3
не существует все	1	1
речи как и	1	2
в применении к	1	1
том числе и	3	1
функций и в	1	1
детского мышления и	1	1
