2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram
сказке он	2	1
во сне	2	3
случаях герой	3	1
его в	3	5
зп в	1	1
все же	9	8
так например	2	3
связь с	2	11
этих случаях	16	1
в одну	2	1
откуда идет	1	1
есть та	1	1
в точности	1	1
хрустальная гора	1	3
не от	2	1
пока он	1	1
есть условие	1	2
напоминают нам	1	1
некоторых случаях	1	2
мертвых для	1	1
эти материалы	2	6
ни один	1	1
они играют	1	1
в тридесятом	3	3
из него	1	2
мы имеем	12	14
в иное	1	5
и к	1	1
также уже	1	1
к другому	1	1
потустороннего мира	1	1
и оно	2	1
но здесь	2	4
в северной	1	2
независимо от	1	3
чем речь	1	1
официальной религии	1	1
кроме того	3	3
о геракле	2	1
волшебного средства	1	1
типичный случай	1	1
что при	2	2
этого царства	1	2
такие представления	1	1
царство с	1	1
не описывается	1	1
связан с	1	6
так и	5	5
высказано совершенно	1	2
частный случай	1	1
и т	17	10
в городе	1	2
народа от	1	1
он же	1	1
означает что	1	1
д в	2	1
тем самым	1	2
то что	7	6
соединение с	1	1
в китае	2	4
на землю	1	4
с царевной	2	1
и от	2	3
и мигом	1	1
никак не	1	1
могут служить	1	1
объясняются и	1	1
его как	1	1
в особенности	2	1
не единственный	1	1
случай показывает	2	1
должна быть	1	3
переносится не	1	1
в русских	2	1
все его	2	1
это представление	2	12
героя после	1	1
можно найти	2	1
содержат момент	1	1
заключению что	1	3
нам по	2	1
к иному	1	2
если бы	1	3
та же	2	3
сказке фигурирует	1	1
прямо не	1	1
и такие	2	1
три раза	1	1
в мифе	2	4
ни в	2	2
хозяина в	1	1
то время	2	3
что в	13	12
только после	2	1
этого он	1	1
случаях мы	2	1
в сказке	36	23
ему власть	1	1
он является	1	1
и они	1	2
а как	1	1
золотая окраска	3	3
в своей	1	3
отправляется ее	1	1
интересен тем	1	1
змея в	1	8
у австралийцев	2	1
но если	1	1
у народов	1	6
того кто	2	1
такие материалы	1	1
на первый	4	3
царстве есть	1	1
случаев в	1	2
на острове	2	1
всегда уже	1	1
ему во	1	1
в основе	2	1
же с	1	1
с его	3	4
но дело	1	1
морское чудовище	1	2
как только	2	3
и пришли	1	1
можно усмотреть	1	1
этом случае	1	6
и больше	1	2
что она	5	3
что если	1	1
очень часто	1	5
после смерти	3	2
о чем	1	2
себе в	1	4
зависимости от	1	2
и что	10	5
пермской сказке	1	1
что египтяне	1	1
указание что	1	1
здесь интересно	1	2
тридесятое государство	1	2
или менее	1	1
с героем	2	1
на этот	2	1
никто не	1	2
он ложится	1	1
эта сказка	2	1
нам кажется	1	2
они все	1	1
они представляют	1	1
одна черта	1	1
и о	2	1
жизни и	1	2
змея он	1	1
духа в	1	1
крови и	1	1
стадии общественного	1	1
после того	4	2
подробно описывается	1	1
царство не	1	1
или он	3	2
они сели	1	1
из которых	1	3
рода посвящение	1	1
стоит на	1	2
в них	3	3
таким например	1	1
для фольклориста	1	3
кажется что	3	2
в преисподнюю	2	1
о смерти	1	9
и царствовал	1	1
при изучении	1	1
причиной смерти	1	1
явление и	1	1
что растет	1	1
ее отец	2	1
те же	1	1
других местах	1	1
золотом дворце	1	1
не может	14	6
следующим образом	3	1
неи как	1	1
о связи	1	1
интересный случай	1	2
из которого	1	1
связано с	3	4
тридесятом царстве	4	4
там где	5	5
мы видели	7	11
в пермской	1	1
сидит в	1	1
в приведенных	2	5
к пониманию	1	1
пребывание в	2	1
но тут	1	1
аф вар	4	4
вместе с	7	8
хлебного дерева	1	2
по тому	1	1
в лесу	2	1
означает он	1	1
мы знаем	2	2
представлений о	1	7
в том	7	12
сказки о	1	1
царства мертвых	3	5
такие случаи	2	1
в его	1	5
только у	1	1
показывают как	1	1
свой взор	1	1
как они	1	1
современной сказке	1	1
что тот	2	1
с золотыми	1	1
и может	1	1
к другой	1	1
загробном мире	1	1
надо сказать	1	1
других народов	1	1
он приписывает	1	1
ту сторону	1	1
о том	9	7
в связи	2	1
от того	1	3
представления что	2	1
русских сказках	2	1
живет в	1	2
см в	1	1
отношение к	5	1
лицу как	1	1
этот мотив	3	5
теперь ты	1	1
есть субститут	1	2
его не	2	2
есть ли	1	1
или змея	1	1
на вопрос	4	1
противоречие с	1	1
не сохранила	1	1
в руки	1	2
на то	3	2
в животное	1	1
бы с	1	1
другом месте	1	1
и извергание	1	1
случаи когда	2	2
обратимся к	1	1
имеется в	2	3
она сидит	1	1
должны быть	3	2
у фрэзера	1	1
в долганском	1	1
что сам	1	1
и наоборот	1	1
для этой	1	1
в некоторых	1	2
голов и	1	1
вскочил в	1	2
frazer неи	1	1
как мы	3	4
от змея	1	13
можно указать	2	2
не все	3	1
от своего	1	1
по мере	1	1
известно что	2	2
может быть	14	11
случаях когда	4	3
и его	3	7
подсолнечном государстве	1	1
в одной	2	2
как похищение	1	1
похожи друг	1	1
только тогда	1	1
как его	1	1
мифе о	1	5
вовсе не	4	2
она не	2	3
между двумя	1	1
есть не	1	1
свадебной обрядности	1	1
к ним	2	1
относящееся к	1	1
или наоборот	1	1
и сл	1	1
ответить на	1	1
этого мотива	5	4
в виде	1	6
что герой	12	2
с тем	1	4
в тех	5	3
здесь нет	3	2
прослеживается в	1	1
чужую землю	1	1
сказка и	1	1
за собой	1	5
из этого	1	3
зависело благополучие	1	1
по всему	1	2
в отдельности	2	1
в достаточной	1	1
на той	1	2
здесь не	2	2
не видел	1	2
в подсолнечном	1	1
этим он	2	2
как указано	1	3
ли он	4	1
его у	1	1
там мы	1	1
увидим что	2	2
и нет	2	1
в золотой	1	3
герой на	1	1
он за	1	1
сказке она	2	2
она в	3	2
старые представления	1	1
и действительно	1	3
русской сказки	1	1
сказать что	2	3
же мы	1	5
со стороны	2	3
и др.).<неи	1	1
как он	6	6
мы хотели	1	1
у ворот	1	1
вдруг появляется	1	1
в таком	1	1
том свете	1	4
нас к	2	5
что здесь	7	3
перед ним	1	1
в частности	1	3
дочь царя	2	1
этом царстве	1	2
на небо	1	8
то он	1	2
при наступлении	1	1
живых то	1	1
очень ясно	2	2
показывает что	8	3
герой здесь	1	1
здесь можно	2	7
с зубами	1	1
типична для	1	1
и даже	3	1
и тем	2	4
и при	1	1
то это	5	5
этой девушки	1	1
только в	6	5
приведем еще	1	1
в полночь	1	2
одна и	1	1
что царевна	2	1
другой стороны	8	8
с ними	1	2
в этой	1	2
гибнет от	1	1
о ней	1	1
с того	4	1
первобытного человека	1	1
отношению к	1	2
т е	16	22
после этого	3	4
сказка могла	1	1
в мифах	3	4
когда она	2	1
герой убивает	1	2
бы что	1	1
царство в	1	4
то и	4	2
быстрота бега	1	1
его с	1	3
которого зависело	1	1
одна сторона	1	2
этого мы	1	1
приведенных случаях	1	1
к этому	2	3
с золотой	1	1
вспомним что	1	1
иному царству	1	2
сказках типа	1	1
ночь в	1	1
теперь уже	1	1
на ней	3	1
не подтверждается	1	1
сказке герой	1	5
и эта	2	3
в античности	1	4
но для	2	2
к заключению	1	3
в чужую	2	1
эта форма	3	1
как в	12	6
иной мир	2	3
от этого	1	3
не случайно	3	1
связи со	2	1
и не	4	10
что у	4	2
мы уже	4	6
к античности	1	1
о молодильных	1	1
проглатывание и	2	1
сравнительных материалов	1	1
выше мы	3	1
афанасьевском пересказе	1	1
испытывается как	1	1
таким образом	7	12
тем более	2	1
достаточной степени	1	1
связь не	1	1
представление имеется	1	1
жрецов и	1	1
ее к	1	3
показывают что	6	5
солнца не	1	1
связанные с	2	1
тем что	6	5
на море	1	1
он управляет	1	1
уже в	3	1
сказка знает	1	1
в жизни	1	1
такое же	2	1
не только	21	10
в наши	1	1
змей в	1	8
где это	1	1
он не	6	2
в большом	1	1
иногда это	2	4
есть еще	2	2
там же	2	3
царя или	2	2
дает нам	1	2
все эти	2	8
по содержанию	1	1
что из	2	2
весь дворец	1	1
свое царство	1	1
в данном	4	3
на связь	1	1
рассмотрим сперва	1	1
подводное царство	1	1
может и	1	1
аф иногда	2	1
эти примеры	1	1
есть и	4	4
совершенно ясно	4	4
сказке о	3	3
я его	1	2
со своим	4	1
строя и	1	1
иногда и	1	1
т д	16	8
представления о	4	10
из золотого	2	1
