3gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_3gram
в настоящую минуту	1	1
не только в	1	1
одному тому что	1	1
не больше как	1	1
можно было бы	1	2
что никогда не	1	1
во всяком случае	2	3
мы встречаемся с	1	1
но еще и	1	1
также и то	2	2
для того чтобы	2	8
в других областях	1	1
необходимо сказать что	4	2
как это мы	1	2
а также и	1	2
на то что	2	8
и то что	3	2
о том что	9	5
а есть только	1	2
вместе с тем	3	1
что иное как	3	2
мы должны сказать	1	2
если не считать	1	1
нисколько не больше	1	2
на самом деле	1	4
и никак не	2	1
века однако уже	1	1
вовсе не для	1	2
как раз и	1	7
а еще и	1	1
оставить в стороне	1	1
никак не может	2	1
поскольку в нем	1	1
обратить внимание на	3	1
в результате этого	1	1
чем перейти к	1	2
не говоря уже	1	2
стали понимать не	1	1
должны сказать что	1	1
а вовсе не	1	1
то и другое	2	2
и потому что	1	1
той или иной	1	4
уже содержит в	1	1
но ясно что	2	1
как мы увидим	1	2
как раз в	1	1
есть в данном	1	1
одним и тем	1	1
и в этом	1	2
иным как именно	1	1
и в его	1	1
на первый взгляд	1	1
если оставить в	1	1
чем иным как	2	1
в это время	2	1
то есть как	1	1
и все прочие	1	1
получилось так что	1	1
не что иное	3	2
по одному тому	1	1
может быть это	1	1
в том что	8	5
в то время	3	1
не потому что	1	2
еще и потому	1	1
нам представляется что	1	1
хотя и не	1	2
тем не менее	5	18
только тем что	1	1
но даже и	2	1
необходимо сделать одно	1	1
и как бы	1	2
в связи с	7	4
по крайней мере	4	2
а в дальнейшем	1	1
то есть в	1	4
мы увидим ниже	1	2
бы то ни	2	1
с другой стороны	5	3
в одно единое	1	1
сам по себе	1	7
связи с этим	1	1
и является наиболее	1	1
в дальнейшем и	1	1
и притом в	1	1
также и на	1	3
мы находим в	2	1
с большим трудом	1	1
в бесконечный ряд	2	11
уже не просто	1	1
в данном случае	2	8
то ни стало	1	1
и указание на	1	1
но в ее	1	1
то есть он	1	1
откуда и все	1	1
или вернее сказать	1	2
что если и	1	1
так и в	1	1
можно сказать что	3	3
или по крайней	1	1
в то же	1	4
в этом отношении	1	1
к тому же	1	1
точно так же	3	4
только потому что	1	2
в самом деле	1	2
хотя и в	1	1
тех или иных	2	2
но вместо этого	1	1
что бы то	1	1
до сих пор	2	3
также и в	2	1
свидетельствует о том	1	2
сама по себе	1	4
прежде чем перейти	1	2
не было и	1	1
и о том	2	3
уже по одному	1	1
в таком случае	2	6
так или иначе	1	2
дело в том	2	3
с точки зрения	8	3
а именно в	3	1
то или иное	1	1
и тем же	1	1
говоря уже о	1	1
в этом смысле	3	6
потому что оно	1	2
сказать что здесь	1	1
содержит в себе	1	7
тому что в	1	1
именно как символ	1	1
ни о каком	1	1
как будто бы	3	1
необходимо обратить внимание	1	1
но в силу	1	1
то далеко не	1	2
друг на друга	1	1
но в то	1	1
в которой они	1	1
в конце концов	6	4
то время как	3	1
у древних греков	1	1
здесь перед нами	1	3
в настоящее время	3	3
силу и мощь	1	1
по этому поводу	2	3
во что бы	1	1
указывает на то	1	3
не может быть	2	2
не чем иным	2	1
он стоит и	1	1
вот что пишет	1	1
о том как	1	2
и т д	1	10
сказать что он	1	1
все такого рода	1	1
и в том	1	1
только тогда когда	3	1
в понятии символа	1	2
в сравнении с	3	1
