2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part6_wordlist_2gram
герой бросает	1	1
случаях герой	1	1
его в	5	6
проглоченных и	1	1
все же	8	10
в царство	11	7
так называемая	1	3
змеев и	1	1
когда например	1	2
так например	3	6
связь с	11	4
себе не	1	1
книге о	2	1
мужчины в	1	1
этих случаях	1	2
сейчас увидим	1	1
в дальний	1	1
подобно тому	1	1
в точности	1	2
мифа о	1	1
к мифам	1	1
из приведенных	1	1
даже в	2	4
эти материалы	6	2
ни один	1	6
и освобождает	2	1
в тридесятом	3	1
мы имеем	14	13
в иное	5	4
и к	1	1
ведьма и	1	1
молодильными яблоками	1	1
получает от	1	1
и оно	1	1
но здесь	4	1
независимо от	3	1
как о	1	2
мы читаем	1	1
а есть	1	1
смерти в	2	1
кроме того	3	1
о геракле	1	1
формы производства	1	1
волшебного средства	1	2
дома уже	1	1
от нее	2	1
из таких	1	1
к мифу	1	2
не описывается	1	1
и задерживает	1	1
его и	1	2
связан с	6	1
так и	5	9
народные представления	1	1
то мы	1	4
то здесь	1	2
и т	10	25
уже давно	2	1
стрелец-молодец сел	1	1
черты общие	1	1
когда мы	2	2
еще и	1	2
дело меняется	1	1
у них	4	1
воздух и	1	1
означает что	1	4
то что	6	9
подземный мир	1	1
но как	4	1
на землю	4	1
не как	1	3
в более	6	1
и от	3	2
материалы по	1	1
имеем и	3	1
в орла	1	1
царство его	1	1
никак не	1	1
могут служить	1	1
на смерть	1	2
но обычно	1	1
его как	1	2
наряду с	3	3
в особенности	1	2
материалов а	1	1
невозможно ему	1	1
с падением	1	1
другую форму	1	1
представлением о	2	1
змея может	1	1
обратном порядке	1	1
это представление	12	2
должна быть	3	5
в русских	1	1
в одном	3	5
сказки.<неи сказка	1	1
иное как	1	1
известен в	1	1
или на	1	3
мы обратимся	1	1
несмотря на	1	1
через которую	1	2
та же	3	1
если бы	3	8
золотая коса	2	1
прямо не	1	1
может иметь	2	1
должны помнить	1	1
один вид	1	1
в мифе	4	2
более ранних	6	3
стоят на	1	1
они будут	1	1
то время	3	3
что в	12	12
в сказке	23	44
этой цели	1	1
однако в	2	2
в фольклоре	2	1
и они	2	1
а как	1	1
золотая окраска	3	1
в своей	3	1
необходимости приводить	1	1
у австралийцев	1	1
или же	2	1
древнее и	1	1
но если	1	2
вход в	4	6
друг с	1	4
на первый	3	2
в основе	1	4
но дело	1	1
и миф	2	2
ранние формы	2	1
нигде в	1	1
этом случае	6	1
тех представлений	1	1
и больше	2	1
можно усмотреть	1	1
что она	3	5
