2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part1_wordlist_2gram
на войну	1	1
случаях герой	1	3
его в	6	3
все же	10	9
рождается ребенок	1	1
вытекает из	1	2
встречается не	1	2
все дело	1	2
здесь необходимо	1	1
теперь к	1	1
связь с	4	2
так например	6	2
этих случаях	2	16
книгу и	1	2
довольно много	1	2
в точности	2	1
дело происходит	1	1
все исследование	1	1
среди этих	3	1
эти материалы	2	2
на основании	1	1
ни один	6	1
этой задачи	1	3
наконец если	1	1
воas неи	1	1
в тридесятом	1	3
мы имеем	13	12
в иное	4	1
и к	1	1
право на	2	5
у смирнова	1	1
и оно	1	2
но здесь	1	2
в наших	1	1
мегрельских сказках	1	1
своего отца	2	4
независимо от	1	1
не представляют	1	1
кроме того	1	3
о геракле	1	2
волшебного средства	2	1
и всей	1	1
и требует	1	1
которую они	1	1
у всех	1	1
мы здесь	3	2
сказку как	1	1
социальной организации	1	1
не описывается	1	1
было мы	1	1
связан с	1	1
так и	9	5
в другой	1	3
в иных	1	1
харузин неи	1	1
и т	25	17
в ту	2	1
золотые волосы	1	1
и у	1	2
один и	2	1
узнаем в	1	1
означает что	4	1
всем их	1	1
всех народов	1	1
из сказки	2	1
то что	9	7
на землю	1	1
здесь однако	1	1
магической силы	1	3
сразу после	1	1
и от	2	2
никак не	1	1
царей в	1	1
могут служить	1	1
его как	2	1
особенно много	1	1
опять к	1	1
имеет в	1	1
в особенности	2	2
самый факт	1	1
трудные задачи	2	13
она его	2	3
опасно для	1	1
должна быть	5	1
бы то	2	1
в русских	1	2
это представление	2	2
обряда это	1	1
же представления	1	1
не самым	1	1
мышления и	1	1
от себя	1	1
если бы	8	1
та же	1	2
прямо не	1	1
связи с	4	3
в мифе	2	2
они к	1	1
то время	3	2
между собой	4	1
что в	12	13
он с	1	1
должны видеть	1	1
до наших	1	1
герой попадает	3	1
в сказке	44	36
требует чтобы	1	1
волшебного помощника	1	1
для объяснения	2	3
что их	2	1
в начале	3	1
царевна не	1	2
а как	1	1
создается почва	1	1
за ним	1	1
в своей	1	1
золотая окраска	1	3
у австралийцев	1	2
и они	1	1
но если	2	1
все в	1	2
на первый	2	4
первоначальная основа	2	2
в основе	4	2
но дело	1	1
можно усмотреть	1	1
этом случае	1	1
и больше	1	1
она дает	2	1
что она	5	5
все более	1	1
очень часто	3	1
их имена	1	1
из комнаты	1	1
что если	2	1
зависимости от	2	1
и что	10	10
в североамериканском	1	1
здесь интересно	1	1
и все	1	6
или менее	5	1
с героем	2	2
ну иван-царевич	1	1
на этот	2	2
никто не	2	1
по таким	1	1
и другую	1	2
еще одно	1	1
или за	1	1
для глаз	1	1
он начинает	1	1
крови и	1	1
после того	1	4
для чего	1	1
или он	1	3
из которых	3	1
как можно	1	1
стоит на	2	1
что эта	1	1
в них	1	3
таким например	1	1
для фольклориста	3	1
о смерти	6	1
кажется что	1	3
это положение	2	2
при непонимании	1	1
сквозит что	1	1
при изучении	1	1
но тем	1	2
фигурирует в	1	1
обычая и	1	1
она никогда	1	1
те же	1	1
и так	1	2
сказке оно	1	1
очень мало	2	1
не может	15	14
неи как	1	1
о связи	1	1
то чего	1	1
интересный случай	1	1
там где	4	5
связано с	2	3
тридесятом царстве	1	4
сказать что	5	2
мы видели	2	7
объявляет всенародный	1	1
к пониманию	1	1
раньше и	1	1
не высказывается	1	1
это один	2	1
из рассмотрения	1	1
вместе с	6	7
здесь идет	1	1
подвергается испытанию	1	2
фрэзера не	1	1
в лесу	8	2
в том	9	7
мы знаем	4	2
представлений о	3	1
сказки о	1	1
составные части	2	1
такие случаи	2	2
происходит в	1	3
женится на	1	2
в его	5	1
показывают как	1	1
происходит не	1	1
при которой	1	1
современной сказке	1	1
мысль о	2	1
из всего	1	2
надо сказать	3	1
царь не	1	2
под его	1	1
о том	9	9
за ней	1	1
и ясный	1	1
представления что	1	2
русских сказках	1	2
живет в	2	1
возможно что	1	3
его не	1	2
сам царь	1	2
нечто вроде	1	3
на вопрос	2	4
не сохранила	1	1
в руки	3	1
на то	4	3
египте уже	1	1
бы с	1	1
другом месте	1	1
в самой	1	1
во всей	2	1
большинстве случаев	4	1
случаи когда	3	2
имеется в	1	2
и смысл	1	1
обратимся к	1	1
что задача	1	4
должны быть	4	3
у фрэзера	2	1
ночь все	1	1
об этих	1	1
для этой	1	1
в некоторых	2	1
и наоборот	1	1
свое лицо	1	1
часто не	1	1
как мы	3	3
можно указать	1	2
не все	4	3
по мере	2	1
уже есть	1	1
же к	1	1
может быть	25	14
известно что	1	2
и его	3	3
ни с	1	2
не можем	3	2
на ту	1	2
и силы	1	1
царская дочь	1	1
только тогда	1	1
царь объявляет	1	1
как его	1	1
мифе о	1	1
вовсе не	2	4
она не	1	2
можно назвать	2	1
есть не	1	1
к ним	4	2
его от	1	1
отец его	1	1
поставить вопрос	2	1
ответить на	1	1
этого мотива	2	5
слов сказки	1	1
что герой	9	12
с тем	4	1
неи таких	1	1
в виде	2	1
из конца	1	1
я не	3	1
который в	1	1
ни было	2	1
сказка и	9	1
за собой	2	1
из этого	2	1
по всему	1	1
важные для	1	1
задачи и	1	3
что обряд	1	1
здесь не	4	2
бегство и	1	1
как указано	1	1
во многих	2	2
не видел	1	1
от царя	1	5
ли он	3	4
в ее	2	2
там мы	1	1
увидим что	5	2
вслед за	6	1
к которой	1	2
другой же	1	1
в золотой	2	1
и связь	1	1
но из	1	1
не своего	1	1
достаточно чтобы	1	1
одно явление	1	1
он за	1	1
всенародный клич	2	2
она в	1	3
тот же	2	2
сквозит не	1	1
это конечно	3	2
формы брака	2	1
русской сказки	2	1
ему не	1	1
со стороны	2	2
притом из	1	1
таких примеров	1	1
или коли	1	1
как он	2	6
это делает	1	1
одного лица	1	1
мы хотели	1	1
сказка как	5	1
сказка сохраняет	1	1
нас к	1	2
что здесь	5	7
в частности	2	1
как должен	1	1
сколько угодно	1	1
то он	2	1
при наступлении	3	1
мотив не	1	1
очень ясно	1	2
т п	1	1
показывает что	3	8
здесь можно	2	2
типична для	1	1
всякий раз	1	1
ответ на	2	6
и даже	4	3
не остается	1	1
в родовое	1	2
что яга	3	1
и тем	2	2
то это	3	5
только в	11	6
приведем еще	1	1
тоже не	2	3
в этой	6	1
о ней	1	1
другой стороны	5	8
со своими	1	1
с того	3	4
царевны но	1	1
не должны	1	1
гораздо шире	1	1
после этого	1	3
что уже	1	1
некотором царстве	1	1
когда она	1	2
т е	10	16
и повернуть	1	1
изучение сказки	1	1
то и	2	4
не могли	1	1
одну деталь	2	1
которые он	1	1
в мифах	1	3
одна сторона	1	1
этого мы	1	1
к этому	2	2
вспомним что	1	1
дочь она	1	1
в античности	1	1
эта форма	1	3
как в	2	12
иной мир	3	2
от этого	2	1
связи со	1	2
и не	9	4
что у	1	4
лица это	1	1
мы уже	1	4
происходит с	1	1
и та	1	1
выше мы	3	3
лежит в	1	2
всего что	1	1
таким образом	8	7
жрецов и	1	1
представление имеется	1	1
тогда они	1	1
показывают что	5	6
дворец и	1	3
золотой ветви	3	2
солнца не	1	1
связанные с	2	2
о своих	1	1
и сказка	1	2
тогда когда	2	3
тем что	3	6
сказка знает	2	1
же стороны	1	1
аф или	1	1
в жизни	1	1
иных случаях	1	1
не только	12	21
он не	2	6
в основном	2	2
есть еще	2	2
там же	2	2
дает нам	1	1
все эти	4	2
что из	1	2
царя и	2	2
рассмотрим сперва	1	1
историческое прошлое	1	1
рассказ о	1	2
и стали	1	1
эти примеры	1	1
совершенно ясно	1	4
и потому	2	1
в их	3	4
три пуда	1	1
иногда и	1	1
т д	22	16
всего мы	1	1
представления о	3	4
трудная задача	1	3
здесь уже	1	1
и он	3	3
мы постараемся	2	1
но оно	4	2
объяснение этого	1	1
к тому	6	1
этим создается	1	1
с появлением	1	1
нельзя было	1	1
на основе	5	1
мы рассматривали	1	1
утверждать что	3	1
из другой	1	2
что мотив	2	1
помощника и	1	3
в эту	1	1
в преисподней	1	1
перед нами	3	2
как если	1	1
одной стороны	4	5
раньше чем	4	3
только как	1	1
и книга	1	1
утверждение что	1	1
из них	3	2
с головы	1	1
зубов и	1	1
ничем не	1	2
очень важны	1	1
имеем дело	1	1
а что	1	1
в америке	1	1
и уже	1	1
в египетском	1	1
же получилось?	1	1
него не	1	1
следует бегство	1	1
увидим ниже	2	1
земли и	1	1
после чего	1	2
герой должен	2	6
ним но	1	1
не дают	1	1
такой обычай	1	1
