3gram	Losev_DialektikaMifa_partition_part3_wordlist_3gram	Losev_DialektikaMifa_partition_part4_wordlist_3gram
мы показали что	1	1
иного т е	1	1
что она есть	4	3
о том что	1	5
этой точки зрения	2	2
на то что	3	3
что иное как	8	6
есть по крайней	1	1
не есть бытие	1	2
на первый план	1	4
я уже имел	2	1
легко заметить что	1	1
в одинаковой мере	1	2
не только не	1	7
и тем не	1	2
есть догмат но	1	2
той или иной	1	2
т д личность	1	1
в зависимости от	1	2
от того что	2	1
как и все	2	2
т е нечто	1	1
и притом чисто	1	2
и так как	1	1
закон природы ровно	1	1
которая хотя и	1	1
и в частности	2	1
предмет в который	1	1
что не есть	1	2
он всегда есть	1	1
в том что	9	3
как же вы	1	1
в словах данная	2	1
по себе –	1	1
диалектика не может	1	1
тогда нет и	1	4
души и тела	1	1
иметь в виду	2	2
и утвердить его	1	1
более не наука	1	1
уже о том	2	1
связи с этим	1	1
не имеет никакого	2	1
сознания и бытия	2	1
но что это	1	2
он не может	1	2
а это значит	1	1
но – история	1	1
уже не просто	1	1
есть дерево и	1	1
каком смысле не	1	1
того что не	1	1
из всего этого	1	1
в то же	6	1
она есть нечто	1	3
миф сказали мы	2	1
за пределы этой	1	1
сказали мы есть	1	1
без знания это	1	1
нет и ничего	1	2
сама по себе	5	4
и не только	1	3
конечно не есть	1	2
с точки зрения	9	14
то тем самым	1	1
но это значит	1	2
эти две сферы	2	2
в силу этого	1	2
тут перед нами	1	1
ровно ничего не	6	3
ни в чем	1	1
и ни в	1	1
никакого отношения к	2	1
одна и та	1	1
все на свете	3	1
и пр –	1	1
само по себе	4	5
и значит что	1	1
младенцу ясно что	1	1
так что если	1	1
знание без веры	1	1
нет и никакого	1	1
механистическое мировоззрение есть	1	1
т д и	3	6
миф есть слово	1	1
тут нет ничего	1	1
не есть ни	9	3
ничего не говорит	4	3
не в силах	1	1
vii свобода и	1	1
в мифе как	1	1
что чудо есть	2	4
от всего иного	2	1
о чуде как	2	1
ни в коем	2	3
слово слово –	1	1
сущность и явление	1	1
за пределы мира	2	1
ни на что	2	1
и в то	2	1
действительно не есть	1	1
тех или других	3	1
того что он	4	3
что такое чудо	3	2
что было есть	1	1
все живое и	1	1
т е как-то	1	1
же как и	1	1
чудо не есть	7	2
отрешенность от вещей	1	1
в каком смысле	1	3
то же время	6	1
знания это –	1	1
он есть объект	1	1
я думаю что	2	1
нет ровно никакого	1	1
и это –	1	1
с другой стороны	1	2
не более как	1	1
точки зрения чисто	1	1
таковое но он	1	1
словах данная личностная	1	1
свобода и необходимость	1	1
того и другого	1	1
есть не что	5	3
всегда есть слово	1	1
миф сам по	1	2
и смерть человека	1	1
точно так же	2	2
как раз показывает	1	1
только потому не	1	1
для мифического субъекта	2	1
и той же	3	1
личности и ее	2	1
быть не просто	1	1
не значит что	1	1
есть и будет	1	1
есть историческое событие	1	2
так или иначе	1	2
в сущности своей	1	2
то одно что	1	1
субъект и объект	1	2
когда оказывается что	2	1
своей и есть	1	2
в процессе всего	1	1
которая бы охватила	1	1
было бы равносильно	1	1
не есть само	1	1
что он есть	4	3
полное логическое право	1	2
коем случае не	2	3
– все это	1	1
мира или мир	1	1
а не просто	1	6
и есть то	1	1
и даже не	1	1
вы говорите что	1	1
подобно тому как	4	4
что это –	1	1
который хотя и	1	1
прежде всего сама	1	1
так же невозможно	1	1
все что было	1	1
д и т	2	5
и т д	15	23
такую категорию которая	1	1
что мифическое сознание	1	1
самого мифического субъекта	1	1
нем нет никакого	1	1
на этом примере	1	1
т е что	2	6
было есть и	1	1
имел случай указать	2	1
из того что	1	2
она не есть	3	1
данная личностная история	1	1
и если наконец	1	1
по себе ничего	1	1
на основании знания	1	1
в виду что	1	1
и для этого	1	1
это есть то	1	1
где же тут	1	2
и будет и	1	1
от чего не	2	3
и в этом	3	2
не имеет права	2	2
вовсе не есть	1	5
одной и той	3	1
не только о	1	2
так тотчас же	1	1
и не может	1	1
сущности своей и	1	2
не что иное	8	6
то что мы	2	3
есть в словах	2	1
что миф есть	2	3
случае не есть	2	2
можно только тогда	1	2
что это не	1	2
личность история слово	1	1
и как бы	1	1
в связи с	1	1
по крайней мере	7	5
сам по себе	2	5
как только мы	2	1
должна быть и	1	1
нет ничего и	1	1
вовсе не в	2	1
веры и знания	4	2
и что же	1	1
что в мифе	1	1
в основу бытия	1	1
уже имел случай	2	1
зависимости от этих	1	1
я не могу	1	1
от вещей как	1	1
не так уже	1	1
от всего прочего	1	5
процессе всего изменения	1	1
только потому что	1	1
как чистое мышление	1	1
себе не содержит	1	1
не есть историческое	1	2
категорию которая бы	1	1
по себе есть	1	1
себе ничего не	1	1
имеет полное логическое	1	1
быть выражена и	1	1
есть в сущности	2	2
а не абсолютная	1	1
событие как таковое	1	2
т е не	2	4
только лишь как	1	1
тогда когда есть	1	1
не есть мифология	1	1
догмат но –	1	2
содержит в себе	1	1
мы отнюдь не	1	1
что же такое	1	2
поскольку речь идет	1	1
в лучшем случае	1	1
нет ничего специфически	1	1
отца и сына	1	2
субъекта и объекта	4	3
и нет ничего	2	2
раз показывает что	1	1
именно чудо есть	1	1
и есть подлинная	1	2
это значит что	7	21
высших сил и	1	1
о нарушении законов	1	1
того что называется	1	1
с этой точки	2	2
и та же	1	1
не может быть	6	6
не в том	4	1
итак личность есть	1	1
тем или другим	2	1
но только не	2	1
и тут мы	1	1
не есть и	1	2
чего не зависящего	1	1
природы ровно ничего	1	1
нарушение законов природы	1	8
все это не	1	1
этой границы и	1	1
диалектический материализм есть	1	1
имеет никакого отношения	2	1
по себе до	1	1
теми или другими	1	1
всего прочего то	1	1
но он всегда	1	1
и вот когда	1	1
не есть догмат	1	5
что все в	1	1
его брать как	1	1
явно что жизнь	1	1
это и есть	4	2
законы природы суть	1	1
что законы природы	1	2
в мифе о	1	1
не говоря уже	3	2
историческое событие как	1	2
точки зрения в	1	1
в коем случае	2	3
очень и очень	1	1
до степени самосознания	1	1
ну а что	1	2
вы не знаете	1	1
это – история	1	1
оказывается что это	1	1
что это есть	3	2
так как мы	1	1
своим собственным внутренним	1	1
имеется в виду	3	3
но вот мы	1	1
так миф о	1	1
оно и не	1	1
тем не менее	2	10
и прежде всего	1	3
т е чисто	1	1
научной точки зрения	1	1
ни в каком	4	3
и веры и	1	1
объект а объект	1	1
но когда оказывается	1	1
тем более не	3	2
свободы и необходимости	3	1
в данном случае	1	1
чудо вовсе не	1	1
выйти за пределы	3	2
если так то	2	1
не есть конечно	1	1
как таковое но	1	1
в нем нет	1	1
миф есть в	2	1
мифа с точки	1	1
история это –	1	1
или по крайней	3	1
я утверждаю что	4	4
и с этой	1	2
миф говорили мы	1	1
т е в	2	4
это учение о	2	1
оценивается с точки	1	1
только от себя	1	1
не говорит о	3	2
в себе не	1	1
тех или иных	1	1
это было бы	1	2
что существуют только	1	1
должна быть не	1	2
что же будет	1	1
если бы мы	1	1
не есть просто	3	4
перед нами не	1	1
речь идет о	1	1
это и значит	1	1
говоря уже о	3	2
может быть только	1	1
если его брать	1	1
ни от чего	2	3
есть то что	5	5
и в чем	1	2
значит что оно	1	1
с той или	1	1
что с точки	1	1
только тогда когда	4	3
миф не есть	8	5
и стало быть	4	1
нарушении законов природы	1	1
того или другого	2	1
в сравнении с	2	3
