2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part3_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram
сказке он	1	1
все же	10	5
его в	9	3
в царство	3	4
выходит из	1	1
к тем	1	1
на побоище	1	1
так например	2	1
связь с	8	6
тотемный предок	1	1
этих случаях	8	7
отца или	1	1
в самарской	1	2
подобно тому	1	1
дело происходит	1	1
здесь может	1	2
в состоянии	1	1
вызвать впечатление	1	1
некоторых случаях	2	3
есть условие	4	1
даже в	2	2
эти материалы	6	2
он спит	2	1
за пределами	1	1
от обряда	2	2
из него	2	1
мы имеем	14	19
в иное	5	1
и к	1	3
право на	1	1
время обряда	2	1
герой возвращается	1	1
в северной	1	3
одной сказке	1	3
в могилу	1	2
он по	1	2
мы читаем	1	1
в город	1	1
смерти в	1	3
море на	1	1
и хочет	1	1
материалы позволяют	1	1
сказка в	1	3
что при	3	1
народов у	1	1
нет но	1	1
мы здесь	4	4
то мы	1	2
его и	2	4
связан с	2	2
в другой	3	4
по материалам	2	2
избушке и	1	1
и т	20	16
уже давно	1	2
книге мертвых	2	2
всем что	1	1
и у	1	3
стране смерти	2	2
пищу в	1	1
означает что	2	1
то что	7	7
но как	1	1
не как	4	1
сложное явление	1	1
рассматривается как	1	1
женщинам и	1	2
в каком	1	1
связи в	1	3
и от	1	3
лестнице или	1	1
имеем и	1	3
из того	1	2
никак не	1	1
напомним что	1	1
в особенности	3	2
не единственный	1	3
обряде оно	1	1
случай показывает	1	1
бы думать	1	1
должна быть	1	1
следует за	2	2
в одном	1	2
в свою	3	4
имеется и	3	1
можно найти	2	4
некоторых местах	1	1
некоторых элементов	1	1
заключению что	3	1
ей в	3	1
тот свет	1	2
той же	1	2
путем-дорогой и	1	1
они в	1	2
если бы	2	6
это уже	2	1
худ в	1	2
момент посвящения	1	1
связи с	8	6
§ неи	2	3
то время	1	2
что в	8	15
в руках	1	1
герой попадает	1	3
случаях мы	2	2
в сказке	18	50
сад и	1	1
и они	2	4
а как	2	1
и и	1	2
за ним	4	3
к сожалению	1	1
в своей	2	1
у племени	2	1
уже и	2	1
затем становится	1	1
но если	1	1
вход в	1	1
друг с	2	1
случаев в	1	1
и другая	1	1
на острове	1	3
непременная черта	1	1
страшное в	1	1
также то	1	1
наконец его	1	1
несколько иначе	1	1
как только	1	2
этом случае	7	5
что она	1	5
как правило	1	2
это мотив	1	1
ко мне	1	2
очень часто	1	3
после смерти	3	2
о чем	2	1
себе в	1	2
и что	8	2
пермской сказке	1	6
этом мы	1	1
забыта но	1	1
в стране	1	2
и все	3	3
на голове	1	1
целая литература	1	1
взял да	1	1
что представление	2	1
никто не	3	2
наблюдать что	2	1
переносится на	1	2
что на	1	4
и о	1	2
жизни и	2	2
но когда	3	1
также на	1	1
после того	3	2
для чего	1	1
уже видели	1	3
как можно	2	1
стоит на	1	3
становится понятным	2	1
или нет	1	1
спит на	1	1
такое сближение	2	1
но тем	1	2
и русская	1	1
и так	1	2
не то	1	1
более позднюю	1	1
с обрядом	3	2
выше таким	1	1
не может	6	4
могут быть	6	5
следующим образом	1	3
если не	4	2
мифы к	1	1
там где	6	7
связано с	5	4
древнейшая форма	1	1
них если	1	1
мы видели	7	13
самарской сказке	1	2
примеров можно	3	1
с матерью	1	2
отнюдь не	1	1
в пермской	1	6
в бывшей	2	1
аф вар	2	1
здесь еще	3	1
вместе с	22	9
пребывание в	5	4
в шкуру	15	1
надевает на	2	1
в лесу	2	26
привести множество	1	1
мертвых и	1	1
в том	6	9
мы знаем	8	2
герой уходит	1	1
женится на	1	6
происходит в	1	2
в его	12	3
только у	2	1
которые его	2	1
животный вид	1	2
вступить в	1	3
в эдде	1	2
речь будет	1	1
это можно	1	1
животных как	1	1
много примеров	1	2
царь не	1	1
о том	7	3
мне на	1	1
меня не	1	1
также имеется	1	1
см в	1	2
живет в	5	5
на месте	1	2
отношение к	1	4
в избушке	2	3
возможно что	1	6
сказки в	3	4
его не	3	3
есть ли	1	2
этот мотив	6	5
то обстоятельство	1	1
братья как	1	1
или птицу	1	1
на то	2	1
в животное	6	3
этого места	1	1
материалов по	1	1
и вынесла	1	1
сказках о	1	1
детей и	1	3
мы и	2	1
можно проследить	4	3
в некоторых	4	5
главным образом	1	1
как мы	5	8
здесь невозможно	1	1
все совершенно	1	1
также в	1	1
особого рода	1	3
по мере	2	1
относится к	1	2
некоторые черты	1	1
известно что	1	2
может быть	17	11
в каких	1	1
и его	9	4
в одной	1	3
однако так	1	2
правда в	1	1
и входит	1	1
побоище и	1	1
на ту	1	1
что как	1	1
уже говорили	1	1
где уже	2	1
подробнее мы	1	1
это место	1	1
он состоит	1	1
были бы	1	1
что такие	1	1
воздуху и	1	1
вовсе не	2	2
она не	2	4
они могут	1	2
только посвященные	1	1
нашей сказке	1	2
в верованиях	1	1
животным в	1	1
они обладают	1	2
есть не	1	1
что данный	1	1
в тех	1	2
этого мотива	8	4
в виде	9	2
что герой	3	3
с тем	8	2
на смену	4	4
это показывает	2	1
они стали	3	1
будем здесь	2	2
пример уже	1	1
животное и	1	1
сказка и	1	2
я не	1	3
из этого	1	1
том смысле	1	1
по всему	1	1
что обряд	2	1
себя где	1	1
здесь не	1	3
на той	1	1
как указано	1	2
во многих	1	2
совпадение между	1	1
в глубине	1	1
деталей мы	1	1
это те	1	1
фигура умершего	1	1
не сам	1	1
эти два	1	3
двух случаев	1	1
б в	2	1
между героем	1	1
и полез	1	1
другой версии	1	2
можно бы	3	1
его к	3	1
она в	1	1
что огонь	1	1
тот же	1	1
день он	1	1
см неи	1	1
из материалов	3	2
них же	1	1
и действительно	5	2
сказать что	2	3
сам пошел	1	1
неи с	1	1
со стороны	2	3
таких примеров	2	2
состоит из	3	1
на мысль	1	1
в этнографии	1	1
одно из	1	1
должны будем	1	1
царстве смерти	2	1
в таком	1	1
том свете	1	2
в частности	7	5
что здесь	3	6
перед ним	1	1
как говорит	1	1
нет ничего	1	2
орел который	1	1
из ноздрей	1	1
мертвых frobenius	1	1
выясняется что	1	1
очень ясно	2	1
показывает что	5	5
свою жену	1	3
на этой	4	1
здесь можно	2	6
не будем	5	3
ответ на	1	1
и даже	1	2
не было	1	2
очень скоро	1	1
за столом	1	1
и тем	4	1
смерти как	1	1
то это	3	2
приведем еще	1	1
только в	7	4
остановилась у	1	1
ней и	1	1
в этой	3	5
другой стороны	8	7
о ней	1	2
со своими	2	2
сопровождающие его	1	1
в русском	1	2
собой умершего	1	1
т е	16	16
после этого	2	2
на мелкие	1	1
отношению к	2	2
на спине	2	1
то и	1	6
всяком случае	1	2
и затем	2	1
зв в	1	1
к этому	2	7
в верхний	1	1
на ней	2	5
но для	2	1
сказке герой	5	4
совсем как	1	1
к заключению	3	1
они и	1	3
как в	6	2
животного в	1	1
что девушка	1	4
во всяком	1	2
она представляет	1	1
и не	11	12
характер этих	1	1
что у	4	3
мы уже	4	6
но вместе	3	1
или о	1	1
выше мы	2	3
таким образом	9	10
по своему	1	1
вместе со	1	1
есть представление	1	1
а кругом	1	1
душу умершего	3	1
и сказка	1	2
тем что	10	4
превращаться в	1	1
можно утверждать	1	2
героя из	1	1
уже в	2	1
сказка знает	2	1
и непосвященным	1	1
в вятской	1	4
в жизни	1	2
такое же	2	1
если на	1	1
не пытается	1	1
не только	13	14
сказке говорится	1	1
на другой	1	2
гораздо чаще	1	1
он не	4	5
в основном	4	1
в гробу	1	1
сказочный материал	1	1
понимать в	1	1
из желудка	1	1
в самых	1	2
все эти	8	4
в данном	3	4
в пределах	4	4
нидерландской новой	1	1
него а	1	1
это увидим	1	1
есть и	1	5
совершенно ясно	4	1
и потому	2	2
сказке о	2	4
образе животного	1	1
не при	1	1
с самого	1	1
имеем здесь	2	1
здесь конечно	1	1
перед собой	1	1
временной смерти	3	2
иногда и	1	1
т д	18	15
некотором государстве	1	1
земледелия и	1	2
новой гвинее	2	2
представления о	3	2
всего мы	1	1
развивается в	1	1
люди не	1	1
и он	6	2
здесь этим	1	1
за это	1	2
как на	1	1
героем является	1	1
к тому	1	3
в обитель	1	1
с появлением	5	4
из дому	2	3
как у	2	1
что мотив	8	1
брак с	1	1
утверждать что	1	2
в животном	2	2
установить нельзя	1	1
подобное же	1	1
с них	1	1
перед нами	2	1
к лесному	1	1
птицу и	5	2
интересно что	1	1
одной стороны	7	2
или сам	1	2
на всю	1	1
в соответствии	1	1
раньше чем	4	3
превращении человека	1	1
которых они	1	1
в мотиве	1	1
в немецкой	1	3
что посвящение	1	3
земля дрожит	1	1
с другом	2	1
имеются не	1	1
из них	2	7
и для	2	2
также почему	1	1
мотивируется в	1	1
на девушку	1	2
становится особенно	1	1
в америке	4	1
что так	1	1
и вместе	2	1
и уже	1	2
обстоятельство что	1	1
и эти	1	3
в белуджской	1	2
увидим ниже	3	3
он попадает	1	1
бы составить	1	1
по себе	2	1
охотник в	1	1
не менее	4	5
еще не	8	10
своих детей	2	1
и хвост	1	2
он сам	1	1
целый ряд	1	3
перейти к	1	2
или просто	1	1
так в	2	6
несомненно более	2	1
представляют собой	3	4
с ним	4	1
надел на	1	1
не специфическая	1	1
же герой	1	1
образом мы	2	2
животное а	2	1
в американских	1	1
иногда даже	2	1
не вполне	1	6
все еще	4	6
а в	3	6
и этим	2	1
трудно сказать	1	1
вятской сказке	1	4
же можно	4	2
и пошли	1	1
и более	1	2
в указанном	1	1
представляет собой	7	3
вследствие чего	1	2
видим в	1	1
в русской	3	3
здесь также	1	1
переходом на	1	1
производственная основа	1	1
здесь имеем	2	1
на них	2	1
эти случаи	2	3
эти формы	1	1
приходит на	1	2
чтобы он	2	1
этих представлений	1	1
исключают друг	2	1
остановиться на	1	1
и вот	1	2
женщины но	1	2
уже выработалась	1	1
иное царство	4	1
что человек	1	1
него и	5	2
эти мифы	1	1
в своем	1	2
солнца и	1	3
стороны и	1	3
одного из	1	2
на которой	2	1
героем и	2	1
входил в	1	1
в котле	1	1
неи все	1	1
и на	8	4
он на	2	2
в различных	2	1
огонь в	2	1
ему на	1	1
не имеют	1	2
считает что	1	1
же случай	1	2
происхождение этого	2	1
сказке в	5	4
от него	1	2
ли это	1	2
в дом	2	12
этот обряд	6	2
оно также	1	1
тебя за	1	1
к сказке	3	1
с переходом	1	2
к берегу	3	1
дом он	1	2
посвящения уже	1	1
царевны и	1	1
как и	7	3
тому как	1	1
а когда	1	1
черта этих	1	1
превращение в	2	2
потому что	7	3
другую сторону	1	1
друг друга	3	6
в царстве	1	1
обычно бывает	1	1
а то	1	2
и спрашивает	1	3
домой но	2	1
на том	3	3
будет ниже	1	1
когда герой	4	2
мы еще	1	3
в то	3	2
по отношению	2	2
никогда не	3	3
сказки и	2	1
всех этих	1	2
тогда он	2	1
обрядом посвящения	1	2
часто связан	1	2
представляло собой	2	1
приведенных материалов	1	3
волков медведей	1	1
и в	25	22
случаи показывают	1	2
так же	5	3
так что	2	5
приводят к	1	1
а на	2	1
не видно	1	3
все они	1	1
так как	11	7
и только	1	1
но не	5	7
герой в	4	2
легко узнаем	2	2
его за	1	1
такой же	2	2
и говорит	1	9
не в	6	4
и приходит	1	1
здесь дело	1	2
в земле	1	1
как будто	1	2
для нас	5	4
неи наконец	2	1
мяса и	1	1
даже не	1	2
и стала	2	1
восходит к	1	1
мы проследим	1	1
как герой	2	3
в ином	3	6
худ здесь	1	1
нам что	1	1
есть более	1	1
как указывает	1	6
на этом	3	4
мы должны	4	7
в которых	3	2
яга и	1	1
аф неи	5	5
им и	2	1
мотив что	1	1
неи здесь	1	2
предположение подтверждается	1	1
на нее	2	3
чаще и	1	1
уходит из	1	1
же идет	1	1
ясные следы	1	1
не совсем	6	3
смерти с	1	1
указывалось что	1	1
можно наблюдать	3	1
в таких	3	1
или кощей	1	1
как это	1	4
более поздних	3	2
гл viii	1	1
что этот	2	1
с этим	5	8
царство мертвых	2	3
на место	1	1
в африке	4	1
здесь связь	1	1
на взморье	1	1
и с	3	4
