2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part7_wordlist_2gram	Propp_IstoricheskieKorniVolshebnoiSkazki_partition_part5_wordlist_2gram
сказке он	1	2
во сне	2	2
мы опять	3	1
все же	10	9
его в	9	3
слилась с	1	1
пропп неи	1	1
по колено	2	1
преисподнюю в	1	1
в предыдущем	1	1
связь с	8	2
так например	2	2
этих случаях	8	16
или ее	1	1
довольно много	1	2
дело происходит	1	1
сделан вывод	1	1
хрустальная гора	1	1
пока он	1	1
в состоянии	1	4
некоторых случаях	2	1
есть условие	4	1
эти материалы	6	2
на основании	1	1
воas неи	1	1
из него	2	1
мы имеем	14	12
в иное	5	1
и к	1	1
право на	1	5
также уже	1	1
государства на	1	1
и оно	1	2
в северной	1	1
она ему	1	2
прямо в	1	1
чем речь	1	1
о геракле	1	2
рассмотрены нами	1	1
что при	3	2
здесь представление	1	1
народов у	1	1
и требует	3	1
мы здесь	4	2
волшебной силы	1	1
такие представления	2	1
не описывается	3	1
до этого	2	1
этой группе	1	1
связан с	2	1
в другой	3	3
харузин неи	1	1
и т	20	17
в ту	1	1
тебя на	2	1
и у	1	2
случаев когда	1	1
означает что	2	1
он же	2	1
тем самым	1	1
умерших на	1	1
то что	7	7
из сказки	1	1
с места	2	1
в китае	1	2
и от	1	2
и мигом	1	1
дает право	1	1
никак не	1	1
в особенности	3	2
она его	1	3
и способность	2	1
случай показывает	1	2
не единственный	1	1
очень рано	1	1
должна быть	1	1
все его	2	2
это представление	2	2
сына аф	1	1
можно найти	2	2
же представления	1	1
в центральной	1	1
заключению что	3	1
к иному	1	1
в окно	1	1
от себя	2	1
если бы	2	1
та же	1	2
случай из	1	2
этот огонь	2	1
пока только	1	1
худ в	1	1
понятным что	1	1
связи с	8	3
прямо не	1	1
в мифе	7	2
из двух	2	1
отрезает у	1	1
они к	1	1
то время	1	2
что в	8	13
только после	3	2
он с	1	1
кто был	2	1
совершенно очевидно	1	2
в руках	1	2
в сказке	18	36
случаях мы	2	2
в риме	1	1
он является	1	1
герой попадает	1	1
с инициацией	2	1
и они	2	1
один аналогичный	1	1
а как	2	1
за ним	4	1
в своей	2	1
интересен тем	1	1
змея в	9	1
у народов	9	1
но если	1	1
случаев в	1	1
него нет	1	1
по всей	1	1
и другая	1	1
на острове	1	2
в основе	1	2
но дело	1	1
нет тем	1	1
как только	1	2
и пришли	1	1
этом случае	7	1
в состав	1	1
что она	1	5
разбил и	1	2
с началом	1	1
после смерти	3	3
о чем	2	1
себе в	1	1
зависимости от	1	1
очень часто	1	1
и что	8	10
пермской сказке	1	1
не путем	1	1
что египтяне	1	1
в североамериканском	1	1
этом мы	1	2
земледельческий характер	1	1
и все	3	6
к морю	2	1
тут он	1	1
наблюдать что	2	1
никто не	3	1
