3gram	Tiupa_AnalitikaHudozhestvennogo_partition_part3_wordlist_3gram	Tiupa_AnalitikaHudozhestvennogo_partition_part2_wordlist_3gram
не только в	2	1
каждом отдельном случае	1	1
ничего не говорит	1	1
самом наличии определенных	1	1
так и не	4	5
позволяет говорить о	1	1
висит на волоске	1	1
дело не с	1	1
и частной жизни	1	1
о том что	6	5
те же слова	1	1
мы имеем дело	3	4
что иное как	1	1
в этом случае	4	1
между тем как	1	1
в полной мере	1	1
не только не	2	3
как и в	3	4
наличии определенных языковых	1	1
все той же	2	1
дело не в	1	1
значении этого слова	1	1
но и его	1	1
а не с	1	1
на первом слоге	1	1
в первой строфе	1	3
той или иной	3	3
тех случаях когда	1	1
в свое время	1	2
а всего лишь	1	3
в самом наличии	1	1
как уже говорилось	2	1
как мы могли	1	1
в данном контексте	1	1
в этом ряду	1	2
не что иное	1	1
на наш взгляд	1	2
как нельзя лучше	1	1
взглянула на меня	1	1
в том что	6	7
отнюдь не является	1	1
или противопоставлены в	1	1
определенных языковых стилей	1	1
ключевая роль принадлежит	1	1
то же время	2	3
на жизнь и	1	1
говорящего иначе говоря	1	1
не в самом	1	2
в этом контексте	2	1
тем не менее	3	2
социальных диалектов а	1	1
все того же	1	1
в связи с	1	1
по крайней мере	3	4
в свою очередь	1	4
художественного целого в	2	1
то есть в	2	1
по отношению к	4	7
в конечном счете	2	2
однако при этом	1	2
с другой стороны	2	5
углом они сопоставлены	1	1
так и на	1	1
в отличие от	2	2
а между тем	1	1
жанровой стратегии анекдота	1	1
в тех случаях	1	1
я в мире	1	2
проявляется в частности	1	1
в данном случае	5	3
составляет своего рода	1	1
выходит далеко за	1	1
вполне самостоятельное художественное	1	1
в результате чего	2	1
в эту минуту	1	1
есть не что	1	1
и т.д в	1	1
выше уже говорилось	2	1
особенно в сочетании	2	1
лишь в самом	1	1
можно сказать что	1	2
с одной стороны	4	2
текста как и	1	1
в противоречие с	1	1
состоит лишь в	1	1
каким диалогическим углом	1	1
в применении к	1	1
как бы не	1	1
в ответ на	2	2
и тот же	1	1
как эстетического объекта	1	1
хотя он и	1	1
в то же	2	3
факторов художественного впечатления	6	1
в этом отношении	3	3
к тому же	4	3
они сопоставлены или	1	1
в каждом отдельном	1	1
присутствия в мире	2	1
адресата при этом	1	1
они могут быть	1	1
под каким диалогическим	1	1
со всех сторон	1	1
того или иного	3	1
в своем составе	3	1
диалектов а в	1	1
и он же	2	1
в известном смысле	1	1
в себе не	1	1
в самом деле	1	1
по природе своей	2	1
имеет в своем	1	1
едва ли не	2	2
сама по себе	1	2
фиксации и систематизации	1	1
обратим внимание на	1	1
в таком случае	2	1
неотъемлемо входит в	1	1
так или иначе	1	1
уже было сказано	1	1
с точки зрения	2	2
речь идет о	1	1
по этой причине	1	1
в том под	1	1
один из трех	1	1
в этом смысле	2	1
как раз не	1	1
том под каким	1	1
в контексте целого	2	1
внимательно взглянула на	1	1
произведения как единого	1	1
если бы он	1	1
стилей социальных диалектов	1	1
языковых стилей социальных	1	1
на этот вопрос	1	1
как это случается	1	1
противопоставлены в произведении	1	1
тогда как в	2	1
единственный в тексте	1	1
крайней мере в	1	2
сопоставлены или противопоставлены	1	1
герой нашего времени	1	1
с самим собою	1	1
в значительной степени	2	2
может быть признано	1	1
в рамках одного	1	1
а в том	1	2
подобно тому как	3	2
в самом начале	3	1
произведения как эстетического	1	1
героя нашего времени	3	2
если говорить о	2	1
не может быть	1	1
данного коммуникативного события	2	1
рамках одного текста	1	1
до известной степени	1	3
следует оговориться что	2	1
нашего времени не	1	1
в сочетании с	7	3
заключается в том	1	1
имеем дело с	1	1
возвращает нас к	1	1
хотя бы и	1	1
анализа фаталиста мы	1	1
диалогическим углом они	1	1
имеем дело не	1	2
